,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
Date: 05/13/22,,,,,CUSTOMER PRICE BOOK,,,,,,,,,,,,,,,
M & M ELECTRICAL SUPPLY,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
Item Category Code,Item No.,,UPC Code,Description,,Price/E,List Price/E,Item Multipl. Group,,,Master Qty,Inner Qty,,,,,,,,
BX-FLEX-MC,5208,,751338803497,"3"" FLEXIBLE STEEL CONDUIT-25' COIL",,7.5630,17.7953,FLXSC,,,25,25,,,,,,,,
BX-FLEX-MC,5208UL,,751338873025,"3"" UL LISTED FLEXIBLE STEEL CONDUIT 25' COIL",,10.5866,24.9097,FLXSC,,,25,25,,,,,,,,
BX-FLEX-MC,5209,,751338803503,"3 1/2""FLEXIBLE STL CONDUIT 25' COIL",,9.8612,23.2029,FLXSC,,,25,25,,,,,,,,
BX-FLEX-MC,5209UL,,751338873032,"3 1/2"" UL LISTED FLEXIBLE STEEL CONDUIT 25' COIL",,13.8054,32.4832,FLXSC,,,25,25,,,,,,,,
RIGID,520A,,751338157026,"5"" RIGID 1-HOLE STRAP 10-PK",,37.7726,125.9086,1EMTSTR,,,10,10,,,,,,,,
RIGID,520B,,751338157040,"6"" RIGID 1-HOLE STRAP 10-PK",,59.7909,199.3031,1EMTSTR,,,10,10,,,,,,,,
EMT FIT,521,,751338149502,"1/2"" EMT 2HOLE STRAP 50/500-PK",,0.0802,0.2672,2EMTSTR,,,500,50,,,,,,,,
BX-FLEX-MC,5210,,751338803510,"4"" FLEXIBLE STEEL CONDUIT 25' COIL",,11.2163,26.3912,FLXSC,,,25,25,,,,,,,,
BX-FLEX-MC,5210UL,,751338873049,"4"" UL LISTED FLEXIBLE STEEL CONDUIT 25' COIL",,15.7023,36.9467,FLXSC,,,25,25,,,,,,,,
EMT FIT,522,,751338149601,"3/4"" EMT 2HOLE STRAP 50/500-PK",,0.1018,0.3393,2EMTSTR,,,500,50,,,,,,,,
EMT FIT,523,,751338149700,"1"" EMT 2HOLE STRAP 50/500PK",,0.1896,0.6321,2EMTSTR,,,500,50,,,,,,,,
EMT FIT,524,,751338149809,"1-1/4"" EMT 2HOLE STRAP 20/200-PK",,0.3092,1.0306,2EMTSTR,,,200,20,,,,,,,,
EMT FIT,525,,751338149908,"1-1/2"" EMT 2HOLE STRAP 20/200-PK",,0.3338,1.1125,2EMTSTR,,,200,20,,,,,,,,
BX-FLEX-MC,5250,,751338854826,"3/8"" FLEXIBLE STEEL CONDUIT 250' COIL",,0.3853,0.9066,FLXSC,,,250,1,,,,,,,,
EMT FIT,526,,751338150003,"2"" EMT 2 HOLE STRAP  50-PK",,0.4918,1.6394,2EMTSTR,,,50,50,,,,,,,,
EMT FIT,527,,751338150102,"2-1/2"" EMT& RIGID 2HOLE STRAP 25-PK",,0.6310,2.1034,2EMTSTR,,,25,25,,,,,,,,
EMT FIT,528,,751338150201,"3"" EMT & RIGID 2 HOLE STRAP 25-PK",,1.0086,3.3621,2EMTSTR,,,25,25,,,,,,,,
EMT FIT,529,,751338150300,"3-1/2"" EMT & RGD 2HOLE STRAP 25PK",,1.2447,4.1490,2EMTSTR,,,25,25,,,,,,,,
ENC,52AL,,751338872318,"3/4"" RGD ALUMINUM COUPLING 50-PK",,2.7914,5.8766,COUPAL,,,50,1,,,,,,,,
RIGID,52SLT,,751338873254,"3/4""LQT TO RIGID COMBO COUPLINGS 10/100-PK",,5.4937,13.7343,CMBCOP,,,100,10,,,,,,,,
ENC,53,,751338101500,"1"" RGD COUPL. GAL 30PK",,2.3964,5.7745,COUP,,,30,1,,,,,,,,
EMT FIT,530,,751338150409,"4"" EMT & RIGID 2 HOLE STRAP 25-PK",,1.3847,4.6157,2EMTSTR,,,25,25,,,,,,,,
EMT FIT,530A,,751338150423,"5"" RIGID 2-HOLE STRAP 10-PK",,25.1742,83.9141,2EMTSTR,,,10,10,,,,,,,,
EMT FIT,530B,,751338150447,"6""RIGID 2-HOLE STRAP 10-PK",,27.9713,93.2378,2EMTSTR,,,10,10,,,,,,,,
RIGID,531,,751338150508,"1/2"" RIGID 1HOLE STRAP 50/500-PK",,0.1852,0.5006,1RGDSTR,,,500,50,,,,,,,,
RIGID,531A,,751338150416,"1/4""MIDGET 1 HOLE STRAP 100/1000PK",,0.1019,0.2753,1RGDSTR,,,1000,100,,,,,,,,
RIGID,531B,,751338150454,"3/8"" RIGID 1-HOLE STRAP",,0.1223,0.3305,1RGDSTR,,,500,50,,,,,,,,
RIGID,532,,751338150607,"3/4"" RIGID 1HOLE STRAP 50/500-PK",,0.2966,0.8015,1RGDSTR,,,500,50,,,,,,,,
RIGID,533,,751338150706,"1"" RIGID 1HOLE STRAP 25/250-PK",,0.4393,1.1873,1RGDSTR,,,250,25,,,,,,,,
RIGID,534,,751338150805,"1-1/4"" RIGID 1HOLE STRAP 20/200PK",,0.6700,1.8109,1RGDSTR,,,200,20,,,,,,,,
RIGID,535,,751338150904,"1-1/2"" RIGID 1HOLE STRAP 20/200PK",,0.9997,2.7018,1RGDSTR,,,200,20,,,,,,,,
RIGID,536,,751338151000,"2"" RIGID 1HOLE STRAP 10/100-PK",,1.2653,3.4196,1RGDSTR,,,100,10,,,,,,,,
ENC,53AL,,751338872325,"1"" RGD ALUMINUM COUPLING 30-PK",,4.2144,8.8725,COUPAL,,,30,1,,,,,,,,
RIGID,53SLT,,751338873261,"1"" LQT TO RIGID COMBO COUPLINGS 5/50-PK",,8.7389,21.8473,CMBCOP,,,50,5,,,,,,,,
ENC,54,,751338101609,"1-1/4""RGD COUPL. GAL 25-PK",,3.5712,8.6053,COUP,,,25,0,,,,,,,,
RIGID,541,,751338151505,"1/2"" RIGID 2HOLE STRAP 50/500-PK",,0.1259,0.3404,2RGDSTR,,,500,50,,,,,,,,
RIGID,542,,751338151604,"3/4"" RIGID 2HOLE STRAP 50/500-PK",,0.1851,0.5004,2RGDSTR,,,500,50,,,,,,,,
RIGID,543,,751338151703,"1"" RIGID 2HOLE STRAP 25/250-PK",,0.3159,0.8538,2RGDSTR,,,250,25,,,,,,,,
RIGID,544,,751338151802,"1-1/4"" RIGID 2HOLE STRAP 20/200-PK",,0.4105,1.1095,2RGDSTR,,,200,20,,,,,,,,
RIGID,545,,751338151901,"1-1/2"" RIGID 2HOLE STRAP 10/100-PK",,0.5522,1.4923,2RGDSTR,,,100,10,,,,,,,,
RIGID,546,,751338152007,"2"" RIGID 2HOLE STRAP 50PK",,0.6787,1.8343,2RGDSTR,,,50,50,,,,,,,,
ENC,54AL,,751338872332,"1-14/"" RGD ALUMINUM COUPLING 25-PK",,5.0902,10.7162,COUPAL,,,25,1,,,,,,,,
RIGID,54SLT,,751338873278,"1-1/4"" LQT TO RIGID COMBO COUPLINGS 5/50-PK",,12.6460,31.6149,CMBCOP,,,50,5,,,,,,,,
ENC,55,,751338101708,"1-1/2""RGD COUPL GAL 25-PK",,4.6452,11.1932,COUP,,,25,0,,,,,,,,
GROUNDING,551,,751338152502,"1/2"" GND LOCKNUT 100/1000PK",,1.1219,3.0321,GLN,,,1000,100,,,,,,,,
GROUNDING,552,,751338152601,"3/4"" GND LOCKNUT 100/1000PK",,1.4564,3.9361,GLN,,,1000,100,,,,,,,,
GROUNDING,553,,751338152700,"1""GROUNDING LOCKNUT 50/500PK",,2.2436,6.0638,GLN,,,500,50,,,,,,,,
GROUNDING,554,,751338152809,"1-1/4"" GND LOCKNUT 50/500PK",,2.7741,7.4975,GLN,,,500,50,,,,,,,,
GROUNDING,555,,751338152908,"1-1/2"" GND LOCKNUT 25/250PK",,3.4061,9.2058,GLN,,,250,25,,,,,,,,
GROUNDING,556,,751338153004,"2"" GND LOCKNUT  20/200-PK",,4.6911,12.6786,GLN,,,200,20,,,,,,,,
GROUNDING,557,,751338153103,"2-1/2"" GND LOCKNUT  50-PK",,9.5859,25.9078,GLN,,,50,50,,,,,,,,
GROUNDING,558,,751338153202,"3"" GROUNDING LOCKNUT 50-PK",,11.2582,30.4276,GLN,,,50,50,,,,,,,,
GROUNDING,559,,751338153301,"3-1/2"" GND LOCKNUT  25-PK",,17.1322,46.3032,GLN,,,25,25,,,,,,,,
ENC,55AL,,751338872349,"1-1/2"" RGD ALUMINUM COUPLING 25-PK",,5.4186,11.4076,COUPAL,,,25,1,,,,,,,,
RIGID,55SLT,,751338873285,"1-1/2"" LQT TO RIGID COMBO COUPLINGS 12-PK",,16.0267,40.0668,CMBCOP,,,12,0,,,,,,,,
ENC,56,,751338101807,"2"" RGD COUPLING GAL 20-PK",,5.9038,14.2261,COUP,,,20,0,,,,,,,,
GROUNDING,560,,751338153400,"4"" GROUNDING LOCKNUT 25-PK",,20.8034,56.2254,GLN,,,25,25,,,,,,,,
RIGID,561,,751338153509,"1/2""1-HOLE MAL.STRAP 100/1000PK",,0.5379,1.4537,MALLSTR,,,1000,100,,,,,,,,
BX-FLEX-MC,561A,,751338153417,"3/8"" 90DEG.DUPLEX CONN.25/250-PK",,3.6719,9.9241,MIC,,,250,25,,,,,,,,
BX-FLEX-MC,561ADC,,751338863392,"3/8"" 90 DEG.DUPLEX CONN.25/250-PK",,3.2320,8.7351,MIC,,,250,25,,,,,,,,
RIGID-HDG,561HDG,,751338865891,"1/2"" 1HOLE RIGID STRAP MALLEABLE HDG 100/1,000PK",,0.6269,2.0897,MALLSTRH,,,1000,100,,,,,,,,
RIGID,562,,751338153608,"3/4""1HOLE MAL STRAP 50/500PK",,0.7225,1.9528,MALLSTR,,,500,50,,,,,,,,
RIGID-HDG,562HDG,,751338865907,"3/4"" 1HOLE RIGID STRAP MALLEABLE HDG 50/500-PK",,0.7843,2.6142,MALLSTRH,,,500,50,,,,,,,,
RIGID,563,,751338153707,"1"" 1 HOLE MAL STRAP 25/250PK",,1.1560,3.1242,MALLSTR,,,250,25,,,,,,,,
RIGID-HDG,563HDG,,751338865914,"1"" 1HOLE RIGID STRAP MALLEABLE IRON HDG 25/250-PK",,1.1473,3.8244,MALLSTRH,,,250,25,,,,,,,,
RIGID,564,,751338153806,"1-1/4""1HOLE MAL STP 20/200PK",,1.6698,4.5131,MALLSTR,,,200,20,,,,,,,,
RIGID-HDG,564HDG,,751338865921,"1-1/4"" 1HOLE RIGID STRAP MALLEABLE HDG",,1.6090,5.3634,MALLSTRH,,,200,20,,,,,,,,
RIGID,565,,751338153905,"1-1/2""1HOLE MAL STP 10/100PK",,2.4082,6.5087,MALLSTR,,,100,10,,,,,,,,
RIGID-HDG,565HDG,,751338865938,"1-1/2"" 1HOLE RIGID STRAP MALLEABLE HDG",,2.2734,7.5779,MALLSTRH,,,100,10,,,,,,,,
RIGID,566,,751338154001,"2"" 1 HOLE MAL STRAP 25-PK",,3.8533,10.4144,MALLSTR,,,25,25,,,,,,,,
RIGID-HDG,566HDG,,751338865945,"2"" 1HOLE RIGID STRAP MALLEABLE HDG",,3.6229,12.0762,MALLSTRH,,,25,1,,,,,,,,
RIGID,567,,751338154100,"2-1/2"" 1HOLE MAL STP 25PK",,7.8672,21.2626,MALLSTR,,,25,25,,,,,,,,
RIGID-HDG,567HDG,,751338865952,"2-1/2"" 1HOLE RIGID STRAP MALLEABLE HDG 25PK",,6.9430,23.1433,MALLSTRH,,,25,1,,,,,,,,
RIGID,568,,751338154209,"3"" 1 HOLE MAL STRAP 25-PK",,11.2390,30.3757,MALLSTR,,,25,25,,,,,,,,
RIGID-HDG,568HDG,,751338865969,"3"" 1HOLE RIGID STRAP MALLEABLE HDG 25PK",,9.9144,33.0479,MALLSTRH,,,25,1,,,,,,,,
RIGID,569,,751338154308,"3-1/2""1HOLE MAL STRAP 10PK",,16.8583,45.5631,MALLSTR,,,10,10,,,,,,,,
RIGID-HDG,569HDG,,751338865976,"3-1/2"" 1HOLE RIGID STRAP MALLEABLE HDG",,14.8805,49.6015,MALLSTRH,,,10,1,,,,,,,,
ENC,56AL,,751338872356,"2"" RGD ALUMINUM COUPLING 20-PK",,7.6079,16.0166,COUPAL,,,20,1,,,,,,,,
RIGID,56SLT,,751338873292,"2""LQT TO RIGID COMBO COUPLINGS 5-PK",,29.4939,73.7348,CMBCOP,,,5,0,,,,,,,,
ENC,57,,751338101906,"2-1/2"" RGD COUPL. GAL 12-PK",,15.0439,36.2504,COUP,,,12,12,,,,,,,,
RIGID,570,,751338154407,"4"" 1 HOLE MAL STRAP 10-PK",,30.5059,82.4484,MALLSTR,,,10,10,,,,,,,,
RIGID,570A,,751338154414,"5"" 1 HOLE MALL.STRAP 10PK",,81.8481,221.2112,MALLSTR,,,10,10,,,,,,,,
RIGID,570AHDG,,751338865990,"5"" 1HOLE RIGID STRAP MALLEABLE HDG-10PK",,74.3197,247.7323,MALLSTRH,,,10,1,,,,,,,,
RIGID,570B,,751338154421,"6"" 1 HOLE MALL. STRAP 10PK",,105.7204,285.7309,MALLSTR,,,10,10,,,,,,,,
RIGID,570BHDG,,751338866003,"6"" 1HOLE RIGID STRAP MALLEABLE IRON HDG",,85.7193,285.7309,MALLSTRH,,,5,1,,,,,,,,
RIGID,570HDG,,751338865983,"4"" 1HOLE RIGID STRAP MALLEABLE IRON HDG 10PK",,26.9307,89.7689,MALLSTRH,,,10,1,,,,,,,,
COND-BODY,571,,751338154506,"1/2""COND COVER ALUM 25/250PK",,1.4201,3.8382,ACOVER,,,250,25,,,,,,,,
COND-BODY,571M,,751338864023,"1/2""COND COVER MALL 10/100-PK",,4.1567,11.2342,MCOVER,,,100,10,,,,,,,,
COND-HDG,571MHDG,,751338866638,"1/2"" MALL IRON COVER HDG 10/100",,3.8451,12.0159,MCOVERH,,,100,10,,,,,,,,
COND-BODY,571S,,751338155206,"1/2""COND COVER STL 25/250PK",,0.7210,2.4033,SCOVER,,,250,25,,,,,,,,
COND-BODY,572,,751338154605,"3/4""COND COVER ALUM 25/250PK",,1.9409,5.2456,ACOVER,,,250,25,,,,,,,,
COND-HDG,572MHDG,,751338866645,"3/4"" MALL IRON COVER HDG 10/100",,5.5470,17.3345,MCOVERH,,,100,10,,,,,,,,
COND-BODY,572P,,751338851177,"3/4"" STEEL COVER/ GREY POWDER COAT",,1.1110,3.0026,PCOVER,,,250,25,,,,,,,,
COND-BODY,572S,,751338155305,"3/4""COND COVER STL 25/250PK",,0.9270,3.0900,SCOVER,,,250,25,,,,,,,,
COND-BODY,573,,751338154704,"1"" COND COVER ALUM 10/100PK",,2.3433,6.3332,ACOVER,,,100,10,,,,,,,,
COND-BODY,573M,,751338864047,"1"" COND COVER MALL 5/50-PK",,9.5399,25.7835,MCOVER,,,100,10,,,,,,,,
COND-HDG,573MHDG,,751338866652,"1"" MALL IRON COVER HDG 5/50",,8.8248,27.5776,MCOVERH,,,50,5,,,,,,,,
COND-BODY,573S,,751338155404,"1"" COND COVER STEEL 10/100PK",,1.3162,4.3873,SCOVER,,,100,10,,,,,,,,
COND-BODY,574,,751338154803,"1-1/4""1-1/2""COVER ALUM. 25PK",,3.1362,8.4762,ACOVER,,,25,25,,,,,,,,
COND-HDG,574MHDG,,751338866669,"1-1/4"" & 1-1/2"" MALL IRON COVER HDG 25PK",,11.3462,35.4570,MCOVERH,,,25,1,,,,,,,,
COND-BODY,574S,,751338155503,"1-1/4""-1-1/2""COVER STEEL 25PK",,1.8884,6.2946,SCOVER,,,25,25,,,,,,,,
COND-BODY,576,,751338154902,"2"" COND COVER ALUM 25PK",,6.1303,16.5683,ACOVER,,,25,25,,,,,,,,
COND-BODY,576M,,751338864061,"2"" COND COVER MALL 10-PK",,19.0798,51.5670,MCOVER,,,10,1,,,,,,,,
COND-HDG,576MHDG,,751338866676,"2"" MALL IRON COVER HDG 25PK",,17.6497,55.1552,MCOVERH,,,25,1,,,,,,,,
COND-BODY,576P,,751338851207,"2"" STEEL COVER/GREY POWDER COAT",,4.0007,10.8126,PCOVER,,,25,25,,,,,,,,
COND-BODY,576S,,751338155602,"2"" COND COVER STEEL 25PK",,3.1358,10.4525,SCOVER,,,25,25,,,,,,,,
COND-BODY,577,,751338155008,"2-1/2-3""COND COVER AL 10PK",,9.4676,25.5882,ACOVER,,,10,10,,,,,,,,
COND-BODY,577M,,751338864078,"2-1/2""-3"" CONDUIT COVER MALL 5-PK",,23.8498,64.4588,MCOVER,,,5,1,,,,,,,,
COND-HDG,577MHDG,,751338866683,"2-1/2"" & 3"" MALL IRON COVER HDG 10-PK",,22.0621,68.9441,MCOVERH,,,10,1,,,,,,,,
COND-BODY,577S,,751338155701,"2-1/2""-3"" CONDUIT COVER STEEL 10-PK",,8.2400,27.4665,SCOVER,,,10,10,,,,,,,,
COND-BODY,579,,751338155107,"3-1/2-4""COND COVER AL 5PK",,11.3895,30.7824,ACOVER,,,5,5,,,,,,,,
COND-HDG,579MHDG,,751338866690,"3-1/2"" & 4"" MALL IRON COVER HDG 10PK",,30.2566,94.5519,MCOVERH,,,10,1,,,,,,,,
COND-BODY,579S,,751338155800,"3-1/2-4"" COND COVER STL 5PK",,11.6162,38.7205,SCOVER,,,5,5,,,,,,,,
ENC,57AL,,751338872363,"2-1/2"" RGD ALUMINUM COUPLING 12-PK",,16.0368,33.7616,COUPAL,,,12,1,,,,,,,,
ENC,58,,751338102002,"3"" RIGID COUPLING GAL 8-PK",,19.1144,46.0589,COUP,,,8,0,,,,,,,,
COND-BODY,581,,751338157101,"1/2"" GASKET   50/500-PK",,0.4632,1.2518,GASKET,,,500,50,,,,,,,,
COND-BODY,582,,751338157200,"3/4"" GASKET  50/500-PK",,0.5332,1.4411,GASKET,,,500,50,,,,,,,,
COND-BODY,583,,751338157309,"1"" GASKET   25/250-PK",,0.7207,1.9479,GASKET,,,250,25,,,,,,,,
COND-BODY,584,,751338157408,"1-1/4""-1-1/2"" GASKET 25/250-PK",,1.1519,3.1133,GASKET,,,250,25,,,,,,,,
COND-BODY,586,,751338157507,"2"" GASKET  25/250-PK",,1.7158,4.6374,GASKET,,,250,25,,,,,,,,
COND-BODY,587,,751338157606,"2-1/2""-3"" GASKET  10/100-PK",,2.6962,7.2870,GASKET,,,100,10,,,,,,,,
COND-BODY,589,,751338157705,"3-1/2""-4"" GASKET  5/50-PK",,3.6768,9.9373,GASKET,,,50,5,,,,,,,,
ENC,58AL,,751338872370,"3"" RGD ALUMINUM COUPLING 8-PK",,23.6994,49.8935,COUPAL,,,8,1,,,,,,,,
ENC,59,,751338102101,"3-1/2"" RGD COUPL. GAL 4-PK",,25.7397,62.0233,COUP,,,4,4,,,,,,,,
BX-FLEX-MC,590,,751338157804,"1/2""EMT TO BX COUP 25/250PK",,1.2150,4.0500,DCS,,,250,25,,,,,,,,
NM-SE,591,,751338157903,"1/2"" & 3/4"" SILL PLATE10/100PK",,2.0888,5.6455,SPLATES,,,100,10,,,,,,,,
NM-SE,593,,751338158009,"1""& 3/3SE SILL PLATE10/100PK",,3.6553,9.8793,SPLATES,,,100,10,,,,,,,,
NM-SE,594,,751338158108,"1-1/4""&2/3SE SILL PLATE 25PK",,4.5257,12.2316,SPLATES,,,25,0,,,,,,,,
NM-SE,595,,751338158115,"1-1/2"" SILL PLATE 25-PK",,6.4185,17.3472,SPLATES,,,25,0,,,,,,,,
NM-SE,596,,751338158207,4/0 SE SILL PLATE  20-PK,,14.8826,40.2232,SPLATES,,,20,0,,,,,,,,
NM-SE,596A,,751338158214,"2"" SILL PLATE 25-PK",,9.1258,24.6643,SPLATES,,,25,0,,,,,,,,
ENC,59AL,,751338872387,"3-1/2"" RGD ALUMINUM COUPLING 4-PK",,29.4832,62.0699,COUPAL,,,4,1,,,,,,,,
ENC,60,,751338102200,"4"" RIGID COUPLING GAL 4-PK",,24.4735,58.9724,COUP,,,4,4,,,,,,,,
RIGID,601,,751338158306,"1/2""HANGER WITH BOLT 100PK",,0.3272,0.8843,HANGERS,,,100,100,,,,,,,,
RIGID,602,,751338158405,"3/4""HANGER WITH BOLT 100-PK",,0.3867,1.0451,HANGERS,,,100,100,,,,,,,,
RIGID,603,,751338158504,"1"" HANGER WITH BOLT 100-PK",,0.4956,1.3394,HANGERS,,,100,100,,,,,,,,
RIGID,604,,751338158603,"1-1/4""/1-1/2 HANGER W/BOLT 100PK",,0.6007,1.6236,HANGERS,,,100,100,,,,,,,,
RIGID,604A,,751338158702,"1-1/4""EMT HANGER W/BOLT 100PK",,0.6007,1.6236,HANGERS,,,100,100,,,,,,,,
RIGID,605,,751338158801,"1-1/2""HANGER W/BOLT 100PK",,0.8322,2.2491,HANGERS,,,100,100,,,,,,,,
RIGID,606,,751338158900,"2"" HANGER WITH BOLT 50-PK",,0.9463,2.5576,HANGERS,,,50,50,,,,,,,,
RIGID,607,,751338159006,"2-1/2""HANGER W/BOLT 50-PK",,1.3518,3.6536,HANGERS,,,50,50,,,,,,,,
RIGID,608,,751338159105,"3"" HANGER WITH BOLT 25-PK",,1.4871,4.0193,HANGERS,,,25,25,,,,,,,,
RIGID,609,,751338159204,"3-1/2""HANGER W/BOLT 25PK",,1.5921,4.3031,HANGERS,,,25,25,,,,,,,,
ENC,60A,,751338102309,"5"" RIGID COUPLING GAL 2-PK",,49.8872,120.2100,COUP,,,2,2,,,,,,,,
ENC,60AL,,751338872394,"4"" RGD ALUMINUM COUPLING 4-PK",,36.0691,75.9349,COUPAL,,,4,1,,,,,,,,
ENC,60B,,751338102408,"6"" RIGID COUPLING GAL 3-PK",,72.5686,174.8642,COUP,,,3,3,,,,,,,,
ENC,61,,751338310308,"1/2"" RIGID CONDUIT ELBOW 50PK",,5.2374,12.6202,ELB,,,50,50,,,,,,,,
RIGID,610,,751338159303,"4"" HANGER WITH BOLT 25-PK",,3.2744,8.8496,HANGERS,,,25,25,,,,,,,,
LIQTIGHT,6100,,751338804142,"3/8"" LIQUIDTIGHT CONDUIT-100' COIL",,0.7082,1.7704,LTMC,,,100,100,,,,,,,,
LIQTIGHT,6100R,,751338855885,"3/8"" LIQUIDTIGHT CONDUIT-1000' REEL",,0.8144,2.0360,LTMC,,,1000,1000,,,,,,,,
LIQTIGHT,6100RUL,,751338038233,"3/8"" UL LISTED LIQUIDTIGHT CONDUIT-1000' REEL",,1.0266,2.7746,LTMC-UL,,,1000,0,,,,,,,,
LIQTIGHT,6100UL,,751338038127,"3/8"" UL LISTED LIQUIDTIGHT CONDUIT 100' COIL",,1.0266,2.7746,LTMC-UL,,,100,0,,,,,,,,
LIQTIGHT,6101,,751338804159,"1/2"" LIQUIDTIGHT CONDUIT 100' COIL",,0.7869,1.9672,LTMC,,,100,100,,,,,,,,
LIQTIGHT,6101R,,751338820210,"1/2"" LIQUIDTIGHT CONDUIT 1000' REEL",,0.8486,2.1216,LTMC,,,1000,1000,,,,,,,,
LIQTIGHT,6101RUL,,751338038240,"1/2"" UL LISTED LIQUIDTIGHT CONDUIT 1000' REEL",,1.1678,3.1563,LTMC-UL,,,1000,0,,,,,,,,
LIQTIGHT,6101RUL500,,751338039667,"1/2"" UL LISTED LIQUIDTIGHT CONDUIT 500' REEL",,1.1678,3.1563,LTMC-UL,,,500,0,,,,,,,,
LIQTIGHT,6101UL,,751338038134,"1/2"" UL LISTED LIQUIDTIGHT CONDUIT 100' COIL",,1.1678,3.1563,LTMC-UL,,,100,100,,,,,,,,
LIQTIGHT,6102,,751338804173,"3/4"" LIQUIDTIGHT CONDUIT 100' COIL",,1.0052,2.5131,LTMC,,,100,100,,,,,,,,
LIQTIGHT,6102R,,751338852471,"3/4"" LIQUIDTIGHT CONDUIT 500' REEL",,1.1547,2.8868,LTMC,,,500,500,,,,,,,,
LIQTIGHT,6102RUL,,751338038257,"3/4"" UL LISTED LIQUIDTIGHT CONDUIT 500' REEL",,1.6567,4.4776,LTMC-UL,,,500,0,,,,,,,,
LIQTIGHT,6102UL,,751338038141,"3/4"" UL LISTED LIQUIDTIGHT CONDUIT 100' COIL",,1.6567,4.4776,LTMC-UL,,,100,100,,,,,,,,
LIQTIGHT,6103,,751338804197,"1""  LIQUIDTIGHT CONDUIT 100' COIL",,1.5913,3.9783,LTMC,,,100,100,,,,,,,,
LIQTIGHT,6103R,,751338852488,"1""  LIQUIDTIGHT CONDUIT 200' REEL",,1.7769,4.4423,LTMC,,,200,200,,,,,,,,
LIQTIGHT,6103RUL,,751338038264,"1"" UL LISTED LIQUIDTIGHT CONDUIT 200' REEL",,2.7973,7.5604,LTMC-UL,,,200,0,,,,,,,,
LIQTIGHT,6103UL,,751338038158,"1"" UL LISTED LIQUIDTIGHT CONDUIT 100' COIL",,2.7973,7.5604,LTMC-UL,,,100,100,,,,,,,,
LIQTIGHT,6104,,751338804210,"1 1/4"" LIQ.TIGHT CONDUIT 50' COIL",,2.1465,5.3662,LTMC,,,50,50,,,,,,,,
LIQTIGHT,6104R,,751338852495,"1 1/4"" LIQ.TIGHT CONDUIT 200' REEL",,2.3958,5.9894,LTMC,,,200,200,,,,,,,,
LIQTIGHT,6104RUL,,751338038271,"1-1/4"" UL LISTED LIQUIDTIGHT CONDUIT 200' REEL",,3.6665,9.9094,LTMC-UL,,,200,0,,,,,,,,
LIQTIGHT,6104UL,,751338038165,"1-1/4"" UL LISTED LIQUIDTIGHT CONDUIT 50' COIL",,3.6665,9.9094,LTMC-UL,,,50,50,,,,,,,,
LIQTIGHT,6105,,751338804234,"1-1/2"" LIQUIDTIGHT CONDUIT 50' COIL",,3.6617,9.1542,LTMC,,,50,50,,,,,,,,
LIQTIGHT,6105R,,751338852501,"1-1/2"" LIQUIDTIGHT CONDUIT 100' REEL",,4.0931,10.2327,LTMC,,,100,100,,,,,,,,
LIQTIGHT,6105R150,,751338855274,"1-1/2"" LIQUIDTIGHT CONDUIT 150' REEL",,4.0931,10.2327,LTMC,,,150,150,,,,,,,,
LIQTIGHT,6105RUL,,751338038288,"1-1/2"" UL LISTED LIQUIDTIGHT CONDUIT 100' REEL",,4.1553,11.2306,LTMC-UL,,,100,0,,,,,,,,
LIQTIGHT,6105UL,,751338038172,"1-1/2"" UL LISTED LIQUIDTIGHT CONDUIT 50' COIL",,4.1553,11.2306,LTMC-UL,,,50,50,,,,,,,,
LIQTIGHT,6106,,751338804258,"2"" LIQUIDTIGHT CONDUIT 25' COIL",,4.7738,11.9346,LTMC,,,25,25,,,,,,,,
LIQTIGHT,6106C50,,751338863408,"2"" LIQUIDTIGHT CONDUIT 50' COIL",,4.7738,11.9346,LTMC,,,50,50,,,,,,,,
LIQTIGHT,6106R,,751338852518,"2"" LIQUIDTIGHT CONDUIT100' REEL",,5.3467,13.3668,LTMC,,,100,100,,,,,,,,
LIQTIGHT,6106RUL,,751338038295,"2"" UL LISTED LIQUIDTIGHT CONDUIT 100' REEL",,5.2960,14.3135,LTMC-UL,,,100,0,,,,,,,,
LIQTIGHT,6106UL,,751338038189,"2"" UL LISTED LIQUIDTIGHT CONDUIT 25' COIL",,5.2960,14.3135,LTMC-UL,,,25,25,,,,,,,,
LIQTIGHT,6107,,751338804272,"2 1/2""LIQ.TIGHT CONDUIT 25' COIL",,7.4764,18.6910,LTMC,,,25,25,,,,,,,,
LIQTIGHT,6107UL,,751338038196,"2-1/2"" UL LISTED LIQUIDTIGHT CONDUIT 25' COIL",,9.2069,24.8835,LTMC-UL,,,25,0,,,,,,,,
LIQTIGHT,6108,,751338804296,"3""LIQUIDTIGHT CONDUIT 25' COIL",,10.0528,25.1321,LTMC,,,25,25,,,,,,,,
LIQTIGHT,6108UL,,751338038202,"3"" UL LISTED LIQUIDTIGHT CONDUIT 25' COIL",,12.7919,34.5727,LTMC-UL,,,25,0,,,,,,,,
