,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
Date: 05/13/22,,,,,CUSTOMER PRICE BOOK,,,,,,,,,,,,,,,
M & M ELECTRICAL SUPPLY,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
Item Category Code,Item No.,,UPC Code,Description,,Price/E,List Price/E,Item Multipl. Group,,,Master Qty,Inner Qty,,,,,,,,
ENC,20AL,,751338872592,"4"" RIGID 45 ALUMINUM ELBOW 1-PK",,177.6186,373.9338,ELBAL,,,35,1,,,,,,,,
ENC,20B,,751338862944,"6"" RIGID 45 CONDUIT ELBOW-1/36PK",,380.3471,916.4991,ELB,,,36,1,,,,,,,,
ENC,21,,751338334007,"1/2"" EMT 45 ELBOW 50-PK",,2.7540,6.6361,ELB,,,50,50,,,,,,,,
RIGID,210,,751338116405,"4"" WATERTIGHT HUB 1-PK",,66.4942,179.7140,WTHUB,,,1,1,,,,,,,,
RIGID,2101,,751338410312,"1/2"" STRUT CLAMP 100PK.",,1.2073,3.2630,STRUT,,,100,100,,,,,,,,
RIGID,2102,,751338410329,"3/4"" STRUT CLAMP 100/PK.",,1.3172,3.5599,STRUT,,,100,100,,,,,,,,
RIGID,2102CS,,751338872813,"3/4"" 1-PIECE UNIVERSAL STRUT CLAMP 100-PK",,1.1642,3.1464,STRUT,,,100,0,,,,,,,,
RIGID,2103,,751338410336,"1"" STRUT CLAMP 100/PK.",,1.4269,3.8565,STRUT,,,100,100,,,,,,,,
RIGID,2104,,751338410343,"1 1/4"" STRUT CLAMP 100/PK.",,1.5917,4.3019,STRUT,,,100,100,,,,,,,,
RIGID,2105,,751338410350,"1 1/2"" STRUT CLAMP 50/PK.",,1.8659,5.0431,STRUT,,,50,50,,,,,,,,
RIGID,2105CS,,751338872844,"1-1/2"" 1-PIECE UNIVERSAL STRUT CLAMP 50-PK",,1.6492,4.4572,STRUT,,,50,0,,,,,,,,
RIGID,2106,,751338410367,"2"" STRUT CLAMP 50/PK.",,1.9757,5.3396,STRUT,,,50,50,,,,,,,,
RIGID,2107,,751338410374,"2 1/2"" STRUT CLAMP 50/PK.",,2.6079,7.0484,STRUT,,,50,50,,,,,,,,
RIGID,2107CS,,751338872868,"2-1/2"" 1-PIECE UNIVERSAL STRUT CLAMP 50-PK",,2.3050,6.2296,STRUT,,,50,0,,,,,,,,
RIGID,2108,,751338410381,"3"" STRUT CLAMP 50/PK.",,2.8648,7.7427,STRUT,,,50,50,,,,,,,,
RIGID,2109,,751338410398,"3 1/2"" STRUT CLAMP 25/PK.",,3.2928,8.8995,STRUT,,,25,25,,,,,,,,
RIGID,210AL,,751338871571,"4"" ALUMINUM WATERTIGHT HUB 1-PK",,74.1607,200.4342,WTHUB,,,1,1,,,,,,,,
RIGID-HDG,210AMHDG,,751338018624,"5"" WATERTIGHT HUB HDG-1PK",,282.4849,763.4727,WTHUBMH,,,1,0,,,,,,,,
RIGID,210B,,751338116412,"4"" WATERTIGHT HUB W BONDING SCREW",,77.0545,208.2555,WTHUBB,,,1,1,,,,,,,,
RIGID,210BAL,,751338871670,"4"" ALUM WATERTIGHT HUB W BONDING SCREW 1-PK",,82.2484,222.2929,WTHUBB,,,1,1,,,,,,,,
RIGID-HDG,210BMHDG,,751338018631,"6"" WATERTIGHT HUB HDG-1PK",,365.4091,987.5921,WTHUBMH,,,1,0,,,,,,,,
RIGID,210M,,751338116320,"4"" MAL WATERTIGHT HUB 1PK",,77.5111,209.4894,WTHUBM,,,1,1,,,,,,,,
RIGID,210MB,,751338855564,"6"" MAL WATERTIGHT HUB-1 PK",,280.7242,758.7140,WTHUBM,,,1,0,,,,,,,,
RIGID-HDG,210MHDG,,751338004993,"4"" WATERTIGHT HUB MAL HDG 1-PK",,81.5946,220.5259,WTHUBMH,,,1,0,,,,,,,,
COND-BODY,211,,751338116504,"1/2"" RGD ENT ELL 10/50-PK",,4.7744,12.9037,ENTELL,,,50,10,,,,,,,,
RIGID,2110,,751338410404,"4"" STRUT CLAMP 25/PK.",,3.7275,10.0742,STRUT,,,25,25,,,,,,,,
RIGID,2110CS,,751338872899,"4"" 1-PIECE UNIVERSAL STRUT CLAMP 25-PK",,3.2944,8.9039,STRUT,,,25,0,,,,,,,,
RIGID,2111,,751338836914,1/4-20 SPRING NUT 100-PK,,1.0820,2.9242,STRUT,,,100,0,,,,,,,,
RIGID,2112,,751338836921,3/8-16 SPRING NUT 100-PK,,1.4113,3.8143,STRUT,,,100,0,,,,,,,,
RIGID,2113,,751338836938,1/2-13 SPRING NUT-100PK,,1.5523,4.1955,STRUT,,,100,0,,,,,,,,
COND-BODY,212,,751338116603,"3/4"" RGD ENT ELL 10/50-PK",,6.1405,16.5959,ENTELL,,,50,10,,,,,,,,
COND-BODY,213,,751338116702,"1"" RIGID ENT ELL  5/25-PK",,9.7695,26.4040,ENTELL,,,25,5,,,,,,,,
COND-BODY,214,,751338116801,"1-1/4"" RGD ENT ELL 2/10-PK",,13.7988,37.2940,ENTELL,,,10,2,,,,,,,,
COND-BODY,214XL,,751338116825,"1-1/4"" EXTRA LONG SLB 2-PK",,20.9712,56.6790,ENTELL,,,2,2,,,,,,,,
COND-BODY,215,,751338116900,"1-1/2"" RGD ENT ELL 1/5-PK",,28.3426,76.6016,ENTELL,,,5,1,,,,,,,,
COND-BODY,216,,751338117006,"2"" RIGID ENT ELL  1/5-PK",,41.6031,112.4409,ENTELL,,,5,1,,,,,,,,
COND-BODY,216XL,,751338117020,"2"" EXTRA LONG SLB 1-PK",,52.8491,142.8354,ENTELL,,,1,1,,,,,,,,
ENC,22,,751338334106,"3/4"" EMT 45 ELBOW 50-PK",,3.1102,7.4945,ELB,,,50,50,,,,,,,,
ENC,23,,751338334205,"1"" EMT 45 ELBOW 35-PK",,4.7832,11.5258,ELB,,,35,35,,,,,,,,
LIQTIGHT,230S,,751338119604,"3/8"" 45 MAL LT  CON10/100",,3.1049,10.8501,MLT,,,100,10,,,,,,,,
LIQTIGHT,230SGR,,751338868694,"3/8"" 45 LT CON W/ 14-4 LUG  MAL. 5/50PK",,4.6759,12.4690,MLTGL,,,50,5,,,,,,,,
BX-FLEX-MC,230TBS,,751338851832,"45 DEG 3/8"" TOP BITE SADDLE CONN 50/300",,4.1714,10.4285,TBSCN,,,300,50,,,,,,,,
LIQTIGHT,231CSGR,,751338033443,"1/2"" 45 LT CON W/4-14 COPPER LUG  MAL 5/50PK",,6.3060,16.8161,MLTGL,,,50,5,,,,,,,,
LIQTIGHT,231HDG,,751338037359,"1/2"" 45 LT MALL HDG CONN-10/100PK",,4.8165,13.0176,MLT-HDG,,,100,10,,,,,,,,
LIQTIGHT,231S,,751338119703,"1/2"" 45 LT MALL CON 10/100",,3.1049,10.8501,MLT,,,100,10,,,,,,,,
LIQTIGHT,231SGR,,751338868700,"1/2"" 45 LT CON W/ 14-4 LUG  MAL 5/50PK",,4.6759,12.4690,MLTGL,,,50,5,,,,,,,,
BX-FLEX-MC,231TBS,,751338851849,"45 DEG 1/2"" TOP BITE SADDLE CON 25/150",,4.5060,11.2650,TBSCN,,,150,25,,,,,,,,
NM-SE,232A,,751338120150,3# 3-2 SE ALUMINUM STRAP 100/1000PK,,0.5031,1.3596,SESTR,,,1000,100,,,,,,,,
LIQTIGHT,232CSGR,,751338033450,"3/4"" 45 LT CON W/ 4-14 COPPER  MAL 5/50PK",,17.3208,46.1889,MLTGL,,,50,5,,,,,,,,
LIQTIGHT,232HDG,,751338037366,"3/4"" 45 LT MALL HDG CONN-10/100PK",,8.0482,21.7518,MLT-HDG,,,100,10,,,,,,,,
LIQTIGHT,232S,,751338119802,"3/4"" 45 LT MALL CON10/100",,4.8179,18.1336,MLT,,,100,10,,,,,,,,
LIQTIGHT,232SGR,,751338868717,"3/4"" 45 LT CON W/ 14-4 LUG  MAL 5/50PK",,7.4221,19.7922,MLTGL,,,50,5,,,,,,,,
BX-FLEX-MC,232TBS,,751338851856,"45 DEG 3/4"" TOP BITE SADDLE CONN 20/120",,5.4555,13.6388,TBSCN,,,120,20,,,,,,,,
LIQTIGHT,233CSGR,,751338030930,"1"" 45 LT CON W/ 4-14 COPPER LUG  MAL. 2/20PK",,18.5333,49.4220,MLTGL,,,20,2,,,,,,,,
LIQTIGHT,233HDG,,751338037373,"1"" 45 LT MALL HDG CONN-5/50PK",,15.8256,42.7720,MLT-HDG,,,50,5,,,,,,,,
LIQTIGHT,233S,,751338119901,"1"" 45 LT MALL CON 5/50-PK",,9.2282,35.6506,MLT,,,50,5,,,,,,,,
LIQTIGHT,233SGR,,751338868724,"1"" 45 LT CON W/ 14-4 LUG  MAL. 2/20PK",,14.2595,38.0254,MLTGL,,,20,2,,,,,,,,
LIQTIGHT,234CSGR,,751338033467,"1-1/4"" 45 LT CON W/4-14 COPPER  MAL. 2/20PK",,27.2024,72.5398,MLTGL,,,20,2,,,,,,,,
LIQTIGHT,234HDG,,751338037403,"1-1/4"" LT MALL HDG CONN-2/20PK",,25.0469,67.6943,MLT-HDG,,,20,2,,,,,,,,
LIQTIGHT,234S,,751338335509,"1-1/4"" LT MALL CONNECTOR 2/20-PK",,14.1980,56.4209,MLT,,,20,2,,,,,,,,
LIQTIGHT,234SGR,,751338868731,"1-1/4"" 45 LT CON W/14-4 LUG  MAL. 2/20PK",,23.5961,62.9229,MLTGL,,,20,2,,,,,,,,
LIQTIGHT,235CSGR,,751338033474,"1-1/2"" 45 LT CON W/4-14 COPPER  MAL. 2/20PK",,41.3446,110.2522,MLTGL,,,20,2,,,,,,,,
LIQTIGHT,235HDG,,751338037380,"1-1/2"" 45DEG LT CONN MALL HDG-2/20PK",,33.7211,91.1381,MLT-HDG,,,20,2,,,,,,,,
LIQTIGHT,235S,,751338335608,"1-1/2"" 45DEG LT CONN",,17.2429,75.9511,MLT,,,20,2,,,,,,,,
LIQTIGHT,235SGR,,751338868748,"1-1/2"" 45 LT CON W/14-4 LUG  MAL. 2/20PK",,30.1148,80.3062,MLTGL,,,20,2,,,,,,,,
LIQTIGHT,236CSGR,,751338031166,"2"" 45 LT CON W/4-14 COPPER  MAL. 2/20PK",,54.8387,146.2366,MLTGL,,,20,2,,,,,,,,
LIQTIGHT,236HDG,,751338037397,"2"" 45DEG LT CONN MALL HDG-2/20PK",,48.1706,130.1908,MLT-HDG,,,20,2,,,,,,,,
LIQTIGHT,236S,,751338335707,"2"" 45DEG LT CONNECTOR MAL.",,25.1729,108.5017,MLT,,,20,2,,,,,,,,
LIQTIGHT,236SGR,,751338868755,"2"" 45 LT CON W/14-4 LUG  MAL. 2/20PK",,42.1839,112.4903,MLTGL,,,20,2,,,,,,,,
LIQTIGHT,237S,,751338335806,"2-1/2"" 45DEG LT STEEL CONN",,137.1264,509.4859,MLT1,,,1,1,,,,,,,,
LIQTIGHT,237SGR,,751338868762,"2-1/2"" 45 LT CON W/1/0-14 LUG  MAL. 1PK",,201.5427,537.4473,MLTGL,,,1,1,,,,,,,,
LIQTIGHT,238S,,751338335905,"3"" 45 DEG LT STEEL CONNECTOR",,166.0044,616.7462,MLT1,,,1,1,,,,,,,,
LIQTIGHT,238SGR,,751338868779,"3"" 45 LT CON W/1/0-14 LUG  MAL. 1PK",,244.7922,652.7793,MLTGL,,,1,1,,,,,,,,
LIQTIGHT,239S,,751338335912,"3-1/2"" 45 DEG LT STEEL CONNECTOR",,192.7196,647.8085,MLT1,,,1,1,,,,,,,,
LIQTIGHT,239SGR,,751338868786,"3-1/2"" 45 LT CON W/ 6-250 LUG  MAL. 1PK",,256.9459,685.1891,MLTGL,,,1,1,,,,,,,,
ENC,24,,751338334304,"1-1/4"" EMT 45 ELBOW 30-PK",,6.4989,15.6600,ELB,,,30,30,,,,,,,,
LIQTIGHT,240S,,751338336100,"4"" 45 DEG MAL LT CONNECTOR",,213.9976,777.6367,MLT1,,,1,1,,,,,,,,
LIQTIGHT,240SGR,,751338868793,"4"" 45 LT CON W/ 6-250 LUG  MAL. 1PK",,302.0227,805.3939,MLTGL,,,1,1,,,,,,,,
RIGID,241,,751338120402,"1/2"" DC LOCKNUT 200/2000PK",,0.1379,0.3728,DCLN,,,2000,200,,,,,,,,
RIGID,242,,751338120501,"3/4"" DC LOCKNUT 100/1000PK",,0.1838,0.4968,DCLN,,,1000,100,,,,,,,,
RIGID,243,,751338120600,"1"" DC LOCKNUT  100/1000-PK",,0.3063,0.8279,DCLN,,,1000,100,,,,,,,,
RIGID,244,,751338120709,"1-1/4"" DC LOCKNUT 50/500PK",,0.4290,1.1595,DCLN,,,500,50,,,,,,,,
RIGID,245,,751338120808,"1-1/2"" DC LOCKNUT 50/500PK",,0.6816,1.8422,DCLN,,,500,50,,,,,,,,
RIGID,246,,751338120907,"2"" DC LOCKNUT  50/200-PK",,0.9224,2.4931,DCLN,,,200,50,,,,,,,,
RIGID,247,,751338121003,"2-1/2"" DC LOCKNUT 25/100PK",,2.1832,5.9005,DCLN,,,100,25,,,,,,,,
RIGID,248,,751338121102,"3"" DC LOCKNUT  25/100-PK",,2.5802,6.9735,DCLN,,,100,25,,,,,,,,
RIGID,249,,751338121201,"3-1/2"" DC LOCKNUTS 10/40PK",,3.8093,10.2954,DCLN,,,40,10,,,,,,,,
ENC,25,,751338334403,"1-1/2"" EMT 45 ELBOW 15-PK",,7.5579,18.2119,ELB,,,15,15,,,,,,,,
RIGID,250,,751338121300,"4"" DC LOCKNUTS  10/40-PK",,4.7314,12.7875,DCLN,,,40,10,,,,,,,,
RIGID,251,,751338121409,"1/2""RGD CUP/COMP STL 10/100-PK",,5.3385,14.4285,RCF,,,100,10,,,,,,,,
PVC,2514,,751338871908,"1-1/4"" E.N.T.TERM.ADAP.PVC-30PK",,4.6916,12.5110,PVC,,,30,1,,,,,,,,
PVC,2515,,751338871915,"1-1/2"" E.N.T.TERM.ADAP.PVC-30PK",,5.1412,13.7099,PVC,,,30,1,,,,,,,,
PVC,2516,,751338871922,"2"" E.N.T.TERM.ADAP.PVC-20PK",,5.8068,15.4848,PVC,,,20,0,,,,,,,,
RIGID,251M,,751338855281,"1/2""RGD CUP/COMP MALL 10/100-PK",,6.3943,17.2819,RCF,,,100,10,,,,,,,,
RIGID,251MRT,,751338021273,"1/2"" RIGID RAINTIGHT COUPLING- MAL IRON-10/100PK",,8.0662,20.1654,MRTF,,,100,10,,,,,,,,
RIGID,251SRT,,751338036550,"1/2"" RIGID RAINTIGHT COUP- STEEL-10/100PK",,6.1502,15.3756,MRTF,,,100,10,,,,,,,,
RIGID,252,,751338121508,"3/4""RGD CUP COMP STL 10/100PK",,7.8760,21.2865,RCF,,,100,10,,,,,,,,
RIGID,252M,,751338855298,"3/4""RGD CUP COMP MALL 10/100PK",,9.4372,25.5059,RCF,,,100,10,,,,,,,,
RIGID,252MRT,,751338021280,"3/4"" RIGID RAINTIGHT COUPLING- MAL IRON-10/100PK",,11.3088,28.2720,MRTF,,,100,10,,,,,,,,
RIGID,252SRT,,751338036567,"3/4"" RIGID RAINTIGHT COUP- STEEL-10/100PK",,10.0558,25.1395,MRTF,,,100,10,,,,,,,,
RIGID,253,,751338121607,"1""RGD CUP COMP STEEL 5/50-PK",,13.6232,36.8194,RCF,,,50,5,,,,,,,,
RIGID,253M,,751338855304,"1""RGD CUP COMP MALL 5/50-PK",,16.3352,44.1493,RCF,,,50,5,,,,,,,,
RIGID,253MRT,,751338021297,"1"" RIGID RAINTIGHT COUPLING- MAL IRON-5/50PK",,19.5650,48.9125,MRTF,,,50,5,,,,,,,,
RIGID,253SRT,,751338036574,"1"" RIGID RAINTIGHT COUP- STEEL-5/50PK",,17.0444,42.6111,MRTF,,,50,5,,,,,,,,
RIGID,254,,751338121706,"1-1/4""RGD COMP.COUPLING STEEL 5/50",,22.5711,61.0029,RCF,,,50,5,,,,,,,,
RIGID,254M,,751338855311,"1-1/4""RGD COMP.COUPLING MALL 5/50",,27.0678,73.1562,RCF,,,50,5,,,,,,,,
RIGID,254MRT,,751338021303,"1-1/4"" RIGID RAINTIGHT COUPLING- MAL IRON-5/50PK  ",,32.3766,80.9415,MRTF,,,50,5,,,,,,,,
RIGID,254SRT,,751338036581,"1-1/4"" RIGID RAINTIGHT COUP- STEEL-5/50PK",,24.0169,60.0422,MRTF,,,50,5,,,,,,,,
RIGID,255,,751338121805,"1-1/2""RGD COUP COMP STEEL 12PK",,30.0005,81.0824,RCF,,,12,12,,,,,,,,
RIGID,255M,,751338855328,"1-1/2""RGD COUP COMP MALL 12PK",,35.9807,97.2451,RCF,,,12,12,,,,,,,,
RIGID,255MRT,,751338021310,"1-1/2"" RIGID RAINTIGHT COUPLING- MAL IRON-12PK",,43.0843,107.7107,MRTF,,,12,0,,,,,,,,
RIGID,255SRT,,751338036598,"1-1/2"" RIGID RAINTIGHT COUP- STEEL-12PK",,36.4572,91.1431,MRTF,,,12,0,,,,,,,,
RIGID,256,,751338121904,"2"" RGD COUP COMP STEEL 5-PK",,72.0308,194.6778,RCF,,,5,5,,,,,,,,
RIGID,256M,,751338855335,"2"" RGD COUP COMP MALL 5-PK",,86.3947,233.4993,RCF,,,5,5,,,,,,,,
RIGID,256MRT,,751338021334,"2"" RIGID RAINTIGHT COUPLING- MAL IRON-5PK  ",,103.4792,258.6981,MRTF,,,5,0,,,,,,,,
RIGID,256SRT,,751338036604,"2"" RIGID RAINTIGHT COUPLING- STEEL-5PK",,76.9297,192.3242,MRTF,,,5,0,,,,,,,,
RIGID,257,,751338121317,"2-1/2""RIG.COMP.COUP.MALL.5PK.",,248.7806,672.3800,RCF,,,5,5,,,,,,,,
RIGID,257MRT,,751338021341,"2-1/2"" RIGID RAINTIGHT COUPLING- MAL IRON-5PK",,298.0019,745.0048,MRTF,,,5,0,,,,,,,,
RIGID,258,,751338121416,"3"" RIG.COMP.COUP.MALL.3PK.",,278.9357,753.8804,RCF,,,3,3,,,,,,,,
RIGID,258MRT,,751338021358,"3"" RIGID RAINTIGHT COUPLING- MAL IRON-3PK",,334.1356,835.3391,MRTF,,,3,0,,,,,,,,
RIGID,259,,751338121515,"3-1/2""RIG.COMP.COUP.MALL.2PK.",,376.9403,"1,018.7575",RCF,,,2,2,,,,,,,,
RIGID,259MRT,,751338021372,"3-1/2"" RIGID RAINTIGHT COUPLING- MAL IRON-2PK ",,399.5884,998.9709,MRTF,,,2,0,,,,,,,,
ENC,26,,751338334502,"2"" EMT 45 ELBOW 15-PK",,10.4176,25.1027,ELB,,,15,15,,,,,,,,
RIGID,260,,751338121614,"4""RIG.COMP.COUP.MALL.2PK.",,490.0225,"1,324.3850",RCF,,,2,2,,,,,,,,
RIGID,260A,,751338014954,"5"" RIG COMP COUP MALL IRON -1PK",,462.8398,"1,250.9184",XLGRIGID,,,1,0,,,,,,,,
RIGID,260B,,751338014961,"6"" RIG COMP COUP MALL IRON-1PK",,558.5998,"1,509.7293",XLGRIGID,,,1,0,,,,,,,,
RIGID,260MRT,,751338021419,"4"" RIGID RAINTIGHT COUPLING- MAL IRON-2PK  ",,586.9962,"1,467.4906",MRTF,,,2,0,,,,,,,,
RIGID,261,,751338122000,"1/2""RGD CON COMP STL 20/200-PK",,3.5036,9.4691,RCF,,,200,20,,,,,,,,
RIGID,261I,,751338122017,"1/2""RGD CON.COMP.STEEL INS 20/200PK",,4.2668,11.5318,RCF,,,200,20,,,,,,,,
RIGID,261M,,751338855342,"1/2""RGD CON COMP MALL 20/200-PK",,4.5150,12.2026,RCF,,,200,20,,,,,,,,
RIGID,261MIRT,,751338021501,"1/2"" RIGID RAINTIGHT CONN-INSUL-MALIRON-20/200PK",,5.4104,13.5261,MRTF,,,200,20,,,,,,,,
RIGID,261SIRT,,751338036611,"1/2"" RIGID RAINTIGHT CONN-INSUL-STEEL-20/200PK",,4.3096,10.7741,MRTF,,,200,20,,,,,,,,
RIGID,262,,751338122109,"3/4""RGD CON COMP STL 10/100",,5.4046,14.6071,RCF,,,100,10,,,,,,,,
RIGID,262I,,751338122116,"3/4""RGD CON.COMP.STEEL INS.10/100PK",,5.9454,16.0687,RCF,,,100,10,,,,,,,,
RIGID,262M,,751338855359,"3/4""RGD CON COMP MALL 10/100",,6.4765,17.5041,RCF,,,100,10,,,,,,,,
RIGID,262MIRT,,751338021518,"3/4"" RIGID RAINTIGHT CONN-INSUL-MAL IRON-10/100PK",,8.3734,20.9334,MRTF,,,100,10,,,,,,,,
RIGID,262SIRT,,751338036628,"3/4"" RIGID RAINTIGHT CONN-INSUL-STEEL-10/100PK",,6.6392,16.5980,MRTF,,,100,10,,,,,,,,
RIGID,263,,751338122208,"1""RGD CON COMP STL 5/50PK",,8.0398,21.7293,RCF,,,50,5,,,,,,,,
RIGID,263I,,751338122215,"1""RGD CON.COMP.STEEL INS 5/50-PK",,8.8440,23.9027,RCF,,,50,5,,,,,,,,
RIGID,263M,,751338855366,"1""RGD CON COMP MALL 5/50PK",,9.6325,26.0339,RCF,,,50,5,,,,,,,,
RIGID,263MIRT,,751338021556,"1"" RIGID RAINTIGHT CONN-INSUL-MAL IRON-5/50PK",,12.4461,31.1153,MRTF,,,50,5,,,,,,,,
RIGID,263SIRT,,751338036635,"1"" RIGID RAINTIGHT CONN-INSUL-STEEL-5/50PK",,9.7452,24.3631,MRTF,,,50,5,,,,,,,,
RIGID,264,,751338122307,"1-1/4""RGD CON COMP STEEL 5/50",,15.4693,41.8090,RCF,,,50,5,,,,,,,,
RIGID,264I,,751338122314,"1-1/4""RGD.CON.COMP.STEEL INS.5/50PK",,17.0166,45.9909,RCF,,,50,5,,,,,,,,
RIGID,264M,,751338855373,"1-1/4""RGD CON COMP MALL 5/50",,18.5454,50.1227,RCF,,,50,5,,,,,,,,
RIGID,264MIRT,,751338021563,"1-1/4"" RIGID RAINTIGHT CONN-INSUL-MAL IRON-5/50PK",,23.9706,59.9264,MRTF,,,50,5,,,,,,,,
RIGID,264SIRT,,751338036642,"1-1/4"" RIGID RAINTIGHT CONN-INSUL-STEEL-5/50PK",,16.1831,40.4577,MRTF,,,50,5,,,,,,,,
RIGID,265,,751338122406,"1-1/2""RGD CON COMP STL12PK",,21.9755,59.3932,RCF,,,12,12,,,,,,,,
RIGID,265I,,751338123410,"1-1/2""RGD.CON.COMP.STEEL INS. 12-PK",,24.1734,65.3335,RCF,,,12,12,,,,,,,,
RIGID,265M,,751338855380,"1-1/2""RGD CON COMP MALL 12PK",,26.3481,71.2112,RCF,,,12,12,,,,,,,,
RIGID,265MIRT,,751338021570,"1-1/2"" RIGID RAINTIGHT CONN-INSUL-MAL IRON-12PK",,34.0582,85.1455,MRTF,,,12,0,,,,,,,,
RIGID,265SIRT,,751338036659,"1-1/2"" RIGID RAINTIGHT CONN-INSUL-STEEL-12PK",,23.0549,57.6372,MRTF,,,12,0,,,,,,,,
RIGID,266,,751338122505,"2"" RGD CON COMP STL 12-PK",,45.2313,122.2468,RCF,,,12,12,,,,,,,,
RIGID,266I,,751338122611,"2""RGD CON.COMP. STEEL INS. 12-PK",,49.7546,134.4719,RCF,,,12,12,,,,,,,,
RIGID,266M,,751338855397,"2"" RGD CON COMP MALL 12-PK",,54.2485,146.6176,RCF,,,12,12,,,,,,,,
RIGID,266MIRT,,751338021587,"2"" RIGID RAINTIGHT CONN-INSUL-MAL IRON-12PK",,70.1479,175.3697,MRTF,,,12,0,,,,,,,,
RIGID,266SIRT,,751338036666,"2"" RIGID RAINTIGHT CONN-INSUL-STEEL-12PK",,53.2299,133.0748,MRTF,,,12,0,,,,,,,,
RIGID,267,,751338122512,"2-1/2""RIG.COMP.CONN.MALL 5PK.",,150.7761,407.5031,RCF,,,5,5,,,,,,,,
RIGID,267I,,751338122550,"2 1/2""RIG.COMP.CONN.MAL.INS.5PK",,166.2318,449.2750,RCF,,,5,1,,,,,,,,
RIGID,267MIRT,,751338021617,"2-1/2"" RIGID RAINTIGHT CONN-INSUL-MAL IRON-5PK",,194.9850,487.4626,MRTF,,,5,0,,,,,,,,
RIGID,268,,751338122529,"3""RIG.COMP.CONN.MALL.3PK.",,199.7783,539.9414,RCF,,,3,5.2,,,,,,,,
RIGID,268I,,751338122567,"3""RIG.COMP.CONN.MAL.INS.3PK",,220.2572,595.2897,RCF,,,3,1,,,,,,,,
RIGID,268MIRT,,751338021631,"3"" RIGID RAINTIGHT CONN-INSUL-MAL IRON-3PK",,279.6798,699.1995,MRTF,,,3,0,,,,,,,,
RIGID,269,,751338122536,"3-1/2""RIG.COMP.CONN.MALL.2PK.",,263.8582,713.1303,RCF,,,2,2,,,,,,,,
RIGID,269I,,751338122574,"3 1/2""RIG.COMP.CONN.MAL.INS.2PK",,290.9056,786.2313,RCF,,,2,1,,,,,,,,
RIGID,269MIRT,,751338021655,"3-1/2"" RIGID RAINTIGHT CONN-INSUL-MAL IRON-2PK",,341.1669,852.9173,MRTF,,,2,0,,,,,,,,
ENC,27,,751338334601,"2-1/2"" EMT 45 ELBOW 1/50-PK",,22.4781,54.1640,ELB,,,50,1,,,,,,,,
RIGID,270,,751338122543,"4""RIG.COMP.CONN.MALL.2PK.",,324.1686,876.1313,RCF,,,2,2,,,,,,,,
RIGID,270A,,751338014930,"5"" RIG COMP CONN MALL IRON -1PK",,481.0798,"1,300.2158",XLGRIGID,,,1,0,,,,,,,,
RIGID,270B,,751338014947,"6"" RIG COMP CONN MALL IRON-1PK",,566.5185,"1,531.1310",XLGRIGID,,,1,0,,,,,,,,
RIGID,270I,,751338122581,"4""RIG.COMP.CONN.MAL.INS.2PK",,357.3983,965.9414,RCF,,,2,1,,,,,,,,
RIGID,270MIRT,,751338021679,"4"" RIGID RAINTIGHT CONN-INSUL-MAL IRON-2PK",,419.2026,"1,048.0064",MRTF,,,2,0,,,,,,,,
LIQTIGHT,271,,751338122604,"1/2"" EMT-LT COUP.STEEL 25/250-PK",,6.1279,16.5618,MLT,,,250,25,,,,,,,,
LIQTIGHT,272,,751338122703,"3/4""EMT-LT STEEL COUP. 20/200-PK",,8.7064,23.5307,MLT,,,200,20,,,,,,,,
LIQTIGHT,273,,751338122802,"1"" EMT-LT STL COUP 10/100",,12.6641,34.2273,MLT,,,100,10,,,,,,,,
TEMP LTG,278,,751338117105,1/8 FIX. LOCKNUT 100/1000,,0.1132,0.3059,FIX,,,1000,100,,,,,,,,
TEMP LTG,279,,751338117204,1/4 FIX. LOCKNUT 100/1000,,0.1255,0.3392,FIX,,,1000,100,,,,,,,,
ENC,28,,751338334700,"3"" EMT 45 ELBOW 1/40-PK",,35.0660,84.4964,ELB,,,40,1,,,,,,,,
TEMP LTG,280,,751338122901,"3/8""SQ FIXTURE NUT 200/2000PK",,0.2142,0.5790,FIX,,,2000,200,,,,,,,,
GROUNDING,2807,,751338818309,ALUM.LUG DOUBLE 1/0 10/100-PK,,3.0330,8.1972,ALD,,,100,10,,,,,,,,
GROUNDING,2808,,751338818316,ALUM.LUG DOUBLE 2/0 10/100PK,,3.5878,9.6968,ALD,,,100,10,,,,,,,,
GROUNDING,2809,,751338818323,ALUM.TERMINAL 250MCM 10/100PK,,7.9143,21.3899,ALD,,,100,10,,,,,,,,
RIGID,281,,751338123007,"1/2"" LOCKNUT STL 100/2000-PK",,0.0836,0.2787,STLLN,,,2000,100,,,,,,,,
GROUNDING,2817,,751338818330,ALUM.LUG DOUBLE 350MCM 4/40PK,,10.1935,27.5500,ALD,,,40,4,,,,,,,,
GROUNDING,2818,,751338818347,ALUM.LUG DOUBLE 600MCM 6/60PK,,20.3716,55.0583,ALD,,,60,6,,,,,,,,
GROUNDING,2819,,751338818354,ALUM.LUG DOUBLE 800MCM 6/60PK,,46.1769,124.8023,ALD,,,60,6,,,,,,,,
