"MFR
No",Item,"Catalog
No",DESCRIPTION,"Quantity
Standard Pkg","Unit
Measure",DIST PRICE,TRADE PRICE,,,,
780730,80028,M45-250,"2-1/2"" MALLEABLE IRON 45 LIQUIDTIGHT CONNECTOR",1,C,"$6,931.16","$13,862.32 ",,,,
780730,80029,M45-300,"3"" MALLLEABLE IRON 45 LIQUIDTIGHT CONNECTOR",1,C,"$9,246.08","$18,492.16 ",,,,
780730,80030,M45-350,"3-1/2"" MALLEABLE IRON 45 LIQUIDTIGHT CONNECTOR",1,C,"$9,385.25","$18,770.50 ",,,,
780730,80031,M45-38,"3/8"" MALLEABLE IRON 45 LIQUIDTIGHT CONNECTOR",15/150,C,$204.14,$408.28 ,,,,
780730,80032,M45-400,"4"" MALLEABLE IRON 45 LIQUIDTIGHT CONNECTOR",1,C,"$9,673.45","$19,346.90 ",,,,
780730,80033,M45-50,"1/2"" MALLEABLE IRON 45 LIQUIDTIGHT CONNECTOR",15/150,C,$214.00,$428.00 ,,,,
780730,80034,M45-75,"3/4"" MALLEABLE IRON 45 LIQUIDTIGHT CONNECTOR",10/100,C,$341.03,$682.06 ,,,,
780730,80035,M90-100,"1"" MALLEABLE IRON 90 LIQUIDTIGHT CONNECTOR",5/50,C,$562.32,"$1,124.64 ",,,,
780730,80036,M90-125,"1-1/4"" MALLEABLE IRON 90 LIQUIDTIGHT CONNECTOR",4/40,C,$912.18,"$1,824.36 ",,,,
780730,80037,M90-150,"1-1/2"" MALLEABLE IRON 90 LIQUIDTIGHT CONNECTOR",3/30,C,"$1,088.73","$2,177.46 ",,,,
780730,80038,M90-200,"2"" MALLEABLE IRON 90 LIQUIDTIGHT CONNECTOR",2/20,C,"$1,460.23","$2,920.46 ",,,,
780730,80039,M90-250,"2-1/2"" MALLEABLE IRON 90 LIQUIDTIGHT CONNECTOR",1,C,"$5,145.00","$10,290.00 ",,,,
780730,80040,M90-300,"3"" MALLEABLE IRON 90 LIQUIDTIGHT CONNECTOR",1,C,"$6,846.00","$13,692.00 ",,,,
780730,80041,M90-350,"3-1/2"" MALLEABLE IRON 90 LIQUIDTIGHT CONNECTOR",1,C,"$9,313.50","$18,627.00 ",,,,
780730,80042,M90-38,"3/8"" MALLEABLE IRON  90 LIQUIDTIGHT CONNECTOR",15/150,C,$145.20,$290.40 ,,,,
780730,80043,M90-400,"4"" MALLEABLE IRON 90 LIQUIDTIGHT CONNECTOR",1,C,"$9,849.00","$19,698.00 ",,,,
780730,80044,M90-50,"1/2"" MALLEABLE IRON 90 LIQUIDTIGHT CONNECTOR",15/150,C,$196.59,$393.18 ,,,,
780730,80045,M90-75,"3/4"" MALLEABLE IRON 90 LIQUIDTIGHT CONNECTOR",10/100,C,$313.95,$627.90 ,,,,
780730,80046,MPB-1,SINGLE  GANG LOW VOLTAGE MOUNTING BRACKET WITH SCREWS,100,C,$93.50,$187.00 ,,,,
780730,80047,MPB-2,TWO GANG LOW VOLTAGE MOUNTING BRACKET WITH SCREWS,100,C,$132.00,$264.00 ,,,,
780730,80048,MST-100,"1"" MALLEABLE IRON STRAIGHT LIQUIDTIGHT CONNECTOR",10/100,C,$291.69,$583.38 ,,,,
780730,80049,MST-125,"1 1/4"" MALLEABLE IRON STAIGHT LIQUIDTIGHT CONNECTOR",5/50,C,$516.81,"$1,033.62 ",,,,
780730,80050,MST-150,"1 1/2"" MALLEABLE IRON STRAIGHT LIQUIDTIGHT CONNECTOR",4/40,C,$639.57,"$1,279.14 ",,,,
780730,80051,MST-200,"2"" MALLEABLE IRON STRAIGHT LIQUIDTGHT CONNECTOR",3/30,C,"$1,117.61","$2,235.22 ",,,,
780730,80052,MST-250,"2 1/2"" MALLEABLE IRON STRAIGHT LIQUIDTIGHT CONNECTOR",5,C,"$3,326.40","$6,652.80 ",,,,
780730,80053,MST-300,"3"" MALLEABLE IRON STRAIGHT LIQUIDTIGHT CONNECTOR",5,C,"$4,895.10","$9,790.20 ",,,,
780730,80054,MST-350,"3 1/2"" MALLEABLE IRON STRAIGHT LIQIDTIGHT CONNECTOR",5,C,"$5,523.53","$11,047.06 ",,,,
780730,80055,MST-38,"3/8"" MALLEABLE IRON  STRAIGHT LIQUIDTIGHT CONNECTOR",25/250,C,$116.29,$232.58 ,,,,
780730,80056,MST-400,"4"" MALLEABLE IRON STRAIGHT LIQUIDTIGHT CONNECTOR",5,C,"$5,903.89","$11,807.78 ",,,,
780730,80057,MST-50,"1/2"" MALLEABLE IRON STRAIGHT LIQUIDTIGHT CONNECTOR",25/250,C,$143.64,$287.28 ,,,,
780730,80058,MST-75,"3/4"" MALLEABLE IRON STRAIGHT LIQUIDTIGHT CONNECTOR",20/200,C,$202.44,$404.88 ,,,,
780730,80059,NM90-100,"1"" NON-METALLIC 90 LIQUIDTIGHT CONNECTOR",5/25,C,$266.12,$532.24 ,,,,
780730,80060,NM90-125,"1 1/4"" NON-METALLIC 90 LIQUIDTIGHT CONNECTOR",5/25,C,$348.81,$697.62 ,,,,
780730,80061,NM90-150,"1 1/2"" NON-METALLIC 90 LIQUIDTIGHT CONNECTOR",2/10,C,$433.71,$867.42 ,,,,
780730,80062,NM90-200,"2"" NON-METALLIC 90 LIQUIDTIGHT CONNECTOR",2/10,C,$679.50,"$1,359.00 ",,,,
780730,80063,NM90-38,"3/8"" NON-METALLIC 90 LIQUIDTIGHT CONNECTOR",10/50,C,$89.57,$179.14 ,,,,
780730,80064,NM90-50,"1/2"" NON-METALLIC 90 LIQUIDTIGHT CONNECTOR",10./50,C,$89.57,$179.14 ,,,,
780730,80065,NM90-75,"3/4"" NON-METALLIC 90 LIQUIDTIGHT CONNECTOR",10/50,C,$110.40,$220.80 ,,,,
780730,80066,NMS-100,"1"" NON-METALLIC STAIGHT LIQUIDTIGHT CONNECTOR",10/50,C,$178.93,$357.86 ,,,,
780730,80067,NMS-125,"1 1/4"" NON-METALLIC STRAIGHT LIQUIDTIGHT CONNECTOR",5/25,C,$282.98,$565.96 ,,,,
780730,80068,NMS-150,"1 1/2"" NON-METALLIC STRAIGHT LIQUIDTIGHT CONNECTOR",2/10,C,$338.42,$676.84 ,,,,
780730,80069,NMS-200,"2"" NON-METALLIC STRAIGHT LIQUIDTIGHT CONNECTOR",2/10,C,$554.40,"$1,108.80 ",,,,
780730,80070,NMS-38,"3/8"" NON-METALLIC STRAIGHT LIQUIDTIGHT CONNECTOR",25/100,C,$62.70,$125.40 ,,,,
780730,80071,NMS-50,"1/2"" NON-METALLIC STRAIGHT LIQUIDTIGHT CONNECTOR",25/100,C,$62.70,$125.40 ,,,,
780730,80072,NMS-75,"3/4"" NON-METALLIC STRAIGHT LIQUIDTIGHT CONNECTOR",10/50,C,$87.94,$175.88 ,,,,
780730,99661,RB0                 ,REDUCING BUSHING ST 1/2 X 3/8 ,100,C,$56.70,$113.40 ,,,,
780730,99662,RB1                 ,REDUCING BUSHING ST 3/4 X 1/2 ,100,C,$46.20,$92.40 ,,,,
780730,99663,RB10                ,REDUCING BUSHING 1 1/2 X 1 1/4,25,C,$184.80,$369.60 ,,,,
780730,99664,RB11                ,REDUCING BUSHING 2 X1/2       ,25,C,$363.83,$727.66 ,,,,
780730,99665,RB12                ,REDUCING BUSHING 2 X 3/4      ,10,C,$363.83,$727.66 ,,,,
780730,99666,RB13                ,REDUCING BUSHING 2 X 1        ,10,C,$363.83,$727.66 ,,,,
780730,99667,RB14                ,REDUCING BUSHING 2 X 1 1/4    ,10,C,$363.83,$727.66 ,,,,
780730,99668,RB15                ,REDUCING BUSHING 2 X 1 1/2    ,10,C,$363.83,$727.66 ,,,,
780730,99669,RB16                ,REDUCING BUSHING 2 1/2 X  1/2 ,10,C,$600.60,"$1,201.20 ",,,,
780730,99670,RB17                ,REDUCING BUSHING 2 1/2 X  3/4 ,10,C,$600.60,"$1,201.20 ",,,,
780730,99671,RB18                ,REDUCING BUSHING 2 1/2 X  1   ,10,C,$600.60,"$1,201.20 ",,,,
780730,99672,RB19                ,REDUCING BUSHING 2 1/2 X 1 1/4,10,C,$600.60,"$1,201.20 ",,,,
780730,99673,RB2                 ,REDUCING BUSHING ST 1 X 1/2   ,100,C,$69.30,$138.60 ,,,,
780730,99674,RB20                ,REDUCING BUSHING 2 1/2 X 1 1/2,10,C,$600.60,"$1,201.20 ",,,,
780730,99675,RB21                ,REDUCING BUSHING 2 1/2 X  2   ,10,C,$600.60,"$1,201.20 ",,,,
780730,99676,RB22                ,REDUCING BUSHING 3 X 1/2     ,10,C,"$1,126.13","$2,252.26 ",,,,
780730,99704,RB23                ,REDUCING BUSHING 3 X 3/4      ,10,C,"$1,126.13","$2,252.26 ",,,,
780730,99705,RB24                ,REDUCING BUSHING 3 X 1        ,10,C,"$1,126.13","$2,252.26 ",,,,
780730,99706,RB25                ,REDUCING BUSHING 3 X 1 1/4   ,10,C,"$1,126.13","$2,252.26 ",,,,
780730,99707,RB26                ,REDUCING BUSHING 3 X 1 1/2    ,10,C,"$1,126.13","$2,252.26 ",,,,
780730,99677,RB27                ,REDUCING BUSHING 3 X 2         ,10,C,"$1,126.13","$2,252.26 ",,,,
780730,99678,RB28                ,REDUCING BUSHING 3 X 2 1/2    ,10,C,"$1,126.13","$2,252.26 ",,,,
780730,99679,RB29                ,REDUCING BUSHING 3 1/2 X 1/2 ,10,C,"$1,905.75","$3,811.50 ",,,,
780730,99680,RB3                 ,REDUCING BUSHING ST 1 X 3/4   ,50,C,$69.30,$138.60 ,,,,
780730,99681,RB30                ,REDUCING BUSHING 3 1/2 X 3/4  ,10,C,"$2,172.50","$4,345.00 ",,,,
780730,99682,RB31                ,REDUCING BUSHING 3 1/2 X 1    ,10,C,"$2,172.50","$4,345.00 ",,,,
780730,99683,RB32                ,REDUCING BUSHING 3 1/2 X 1 1/4,10,C,"$2,172.50","$4,345.00 ",,,,
780730,99684,RB33                ,REDUCING BUSHING 3 1/2 X 1 1/2,10,C,"$2,172.50","$4,345.00 ",,,,
780730,99685,RB34                ,REDUCING BUSHING 3 1/2 X 2    ,10,C,"$2,172.50","$4,345.00 ",,,,
780730,99686,RB35                ,REDUCING BUSHING 3 1/2 X2 1/2 ,10,C,"$2,172.50","$4,345.00 ",,,,
780730,99687,RB36                ,REDUCING BUSHING 3 1/2 X 3    ,10,C,"$2,172.50","$4,345.00 ",,,,
780730,99688,RB37                ,REDUCING BUSHING 4 X 1/2      ,10,C,"$2,281.13","$4,562.26 ",,,,
780730,99689,RB38                ,REDUCING BUSHING 4 X 3/4      ,10,C,"$2,281.13","$4,562.26 ",,,,
780730,99690,RB39                ,REDUCING BUSHING 4 X 1        ,10,C,"$2,281.13","$4,562.26 ",,,,
780730,99691,RB4                 ,REDUCING BUSHING 1 1/4 X  1/2 ,50,C,$150.15,$300.30 ,,,,
780730,99692,RB40                ,REDUCING BUSHING 4 X 1 1/4    ,10,C,"$2,281.13","$4,562.26 ",,,,
780730,99693,RB41                ,REDUCING BUSHING 4 X 1 1/2    ,10,C,"$2,281.13","$4,562.26 ",,,,
780730,99694,RB42                ,REDUCING BUSHING 4 X 2        ,10,C,"$2,281.13","$4,562.26 ",,,,
780730,99695,RB43                ,REDUCING BUSHING 4 X 2 1/2    ,10,C,"$2,281.13","$4,562.26 ",,,,
780730,99696,RB44                ,REDUCING BUSHING 4 X 3        ,10,C,"$2,281.13","$4,562.26 ",,,,
780730,99697,RB45                ,REDUCING BUSHING 4 X3 1/2     ,10,C,"$2,281.13","$4,562.26 ",,,,
780730,99698,RB5                 ,REDUCING BUSHING 1 1/4 X 3/4  ,25,C,$150.15,$300.30 ,,,,
780730,99699,RB6                 ,REDUCING BUSHING 1 1/4 X 1    ,25,C,$150.15,$300.30 ,,,,
780730,99700,RB7                 ,REDUCING BUSHING 1 1/2 X  1/2 ,25,C,$184.80,$369.60 ,,,,
780730,99701,RB8                 ,REDUCING BUSHING 1 1/2 X  3/4 ,25,C,$184.80,$369.60 ,,,,
780730,99702,RB9                 ,REDUCING BUSHING 1 1/2 X  1   ,25,C,$184.80,$369.60 ,,,,
780730,00001,RW1,"REDUCING WASHERS 3/4"" X 1/2""",200,C,$5.50,$11.00 ,,,,
780730,00010,RW10,"REDUCING WASHERS 1 12/"" X 1 1/4"" ",50,C,$16.45,$32.90 ,,,,
780730,00011,RW11,"REDUCING WASHERS 2"" X1/2""",25,C,$21.50,$43.00 ,,,,
780730,00012,RW12,"REDUCING WASHERS 2"" X 3/4""",25,C,$21.50,$43.00 ,,,,
780730,00013,RW13,"REDUCING WASHERS 2"" X 1""",25,C,$21.50,$43.00 ,,,,
780730,00014,RW14,"REDUCING WASHERS  2"" X1 1/4""",25,C,$21.50,$43.00 ,,,,
780730,00015,RW15,"REDUCING WASHERS  2"" X 1 1/2""",25,C,$21.50,$43.00 ,,,,
780730,00016,RW16,"REDUCING WASHERS  2 1/2"" X 1/2""",25,C,$51.81,$103.62 ,,,,
780730,00017,RW17,"REDUCING WASHERS  2 1/2"" X 3/4""",25,C,$51.81,$103.62 ,,,,
780730,00018,RW18,"REDUCING WASHERS  2 1/2"" X 1""",25,C,$51.81,$103.62 ,,,,
780730,00019,RW19,"REDUCING WASHER  2 1/2"" X 2 1/4""",25,C,$51.81,$103.62 ,,,,
780730,00002,RW2,"REDUCING WASHER  1"" X 1/2""",200,C,$7.50,$15.00 ,,,,
780730,00020,RW20,"REDUCING WASHER 2 1/2"" X 1 1/2""",25,C,$51.81,$103.62 ,,,,
780730,00021,RW21,"REDUCING WASHER 2 1/2"" X 2""",25,C,$51.81,$103.62 ,,,,
780730,00022,RW22,"REDUCING WASHER  3"" X 1/2""",25,C,$51.81,$103.62 ,,,,
780730,00023,RW23,"REDUCING WASHERS 3"" X 3/4""",25,C,$51.81,$103.62 ,,,,
780730,00024,RW24,"REDUCING WASHERS 3""X 1""",25,C,$65.88,$131.76 ,,,,
780730,00025,RW25,"REDUCING WASHER  3"" X 1 1/4""",25,C,$65.88,$131.76 ,,,,
780730,00026,RW26,"REDUCING WASHER  3"" X  1-1/2""",25,C,$65.88,$131.76 ,,,,
780730,00027,RW27,"REDUCING WASHER   3"" X  2""",25,C,$65.88,$131.76 ,,,,
780730,00028,RW28,"REDUCING WASHER   3"" X  2 1/2""",25,C,$65.88,$131.76 ,,,,
780730,00029,RW29,"REDUCING WASHER  3 1/2"" X  1/2""",10,C,$272.80,$545.60 ,,,,
780730,00003,RW3,"REDUCING WASHER  1"" X 3/4""",200,C,$7.50,$15.00 ,,,,
780730,00030,RW30,"REDUCING WASHER  3 1/2"" X 3/4""",10,C,$272.80,$545.60 ,,,,
780730,00031,RW31,"REDUCING WASHER  3 1/2"" X  1""",10,C,$272.80,$545.60 ,,,,
780730,00032,RW32,"REDUCING WASHER  3 1/2"" X  1 1/4""",10,C,$272.80,$545.60 ,,,,
780730,00033,RW33,"REDUCING WASHER   3 1/2"" X 1 1/2""",10,C,$272.80,$545.60 ,,,,
780730,00034,RW34,"REDUCING WASHER  3 1/2"" X  2""",10,C,$272.80,$545.60 ,,,,
780730,00035,RW35,"REDUCING WASHER  3 1/2"" X  2 1/2""",10,C,$272.80,$545.60 ,,,,
780730,00036,RW36,"REDUCING WASHER  3 1/2 X  3""",10,C,$272.80,$545.60 ,,,,
780730,00037,RW37,"REDUCING WASHER  4 "" X  1/2""",10,C,$438.90,$877.80 ,,,,
780730,00038,RW38,"REDUCING WASHER 4""  X 3 /4""",10,C,$438.90,$877.80 ,,,,
780730,00039,RW39,"REDUCING WASHER 4 X 1 """,10,C,$438.90,$877.80 ,,,,
780730,00004,RW4,"REDUCING WASHER  1 1/4"" X  1/2""",100,C,$11.55,$23.10 ,,,,
780730,00040,RW40,"REDUCING WASHER 4"" X 1 1/4""",10,C,$438.90,$877.80 ,,,,
780730,00041,RW41,"REDUCING WASHER 4"" X 1 1/ 2""",10,C,$438.90,$877.80 ,,,,
780730,00042,RW42,"REDUCING WASHER 4"" X 2""",10,C,$438.90,$877.80 ,,,,
780730,00043,RW43,"REDUCING WASHER 4"" X 2 1/2""",10,C,$438.90,$877.80 ,,,,
780730,00044,RW44,"REDUCING WASHER  4"" X 3""",10,C,$438.90,$877.80 ,,,,
780730,00045,RW45,"REDUCING WASHER 4"" X 3 1/2""",10,C,$438.90,$877.80 ,,,,
780730,00005,RW5,"REDUCING WASHER 1- 1/4"" X 3/4""",100,C,$11.55,$23.10 ,,,,
780730,00006,RW6,"REDUCING WASHER 1 -1/4 X  1""",100,C,$11.55,$23.10 ,,,,
780730,00007,RW7,"REDUCING WASHER  1 1/2"" X 1/2""",50,C,$16.45,$32.90 ,,,,
780730,00008,RW8,"REDUCING WASHER  1- 1/2"" X3/4""",50,C,$16.45,$32.90 ,,,,
780730,00009,RW9,"REDUCING WASHER  1-1 /2"" X 1""",50,C,$16.45,$32.90 ,,,,
780730,06783,SGB-16,"SCREW  GUN BRACKET ADJUSTABLE 11"" TO 18""",50,C,$164.94,$329.88 ,,,,
780730,80073,SGB-24,"SCREW  GUN BRACKET ADJUSTABLE 17"" TO 26""",50,C,$218.30,$436.60 ,,,,
780730,20011,SHJC10,S-HOOK  1 1/2 X .135,100,C,$15.95,$31.90 ,,,,
780730,20010,SHJC12,"S-HOOK 1-1/4 "" X .105",100,C,$15.95,$31.90 ,,,,
780730,00086,T250,2 1/2 THREADED  T ALUMINUM BODY,1,E,$44.51,$89.02 ,,,,
780730,00087,T300,"3 "" THREADED    T ALUMINUM BODY",1,E,$55.81,$111.62 ,,,,
780730,00088,T350,"3 1/2"" THREADED T ALUMINUM BODY",1,E,$91.52,$183.04 ,,,,
780730,00089,T400,"4""  THREADED  T ALUMINUM BODY",1,E,$104.96,$209.92 ,,,,
780730,80074,TE250,2-1/2 ALUMINIUM  T SET SCREW,1,E,$44.51,$89.02 ,,,,
780730,80075,TE300,"3"" ALUMINIUM T SET SCREW",1,E,$55.94,$111.88 ,,,,
780730,80076,TE350,"3-1/2"" ALUMINIUM T SET SCREW",1,E,$87.29,$174.58 ,,,,
780730,80077,TE400,"4"" ALUMINIUM  T  SET SCREW",1,E,$90.20,$180.40 ,,,,
780730,99702,WH-6,"SUPPORTS 6 RUNS MC/AC CABLE 1-3/4"" DIA HOOK LOAD LIMIT 75 LBS",100,C,$45.67,$91.34 ,,,,
780730,61010,610-1G2GENH,"6"" X 9"" ROUND HDPE HAND HOLE",1,E,$9.28,$18.56 ,18.56,16.70,15.78,14.88
78030,91010,910L-1G2GE2,"9"" X 10""  ROUND HDPE HAND HOLE",1,E,$22.84,$45.68 ,37.48,38.85,36.54,
780730,10151,1015-1G2GGHDE2,"10"" X 15"" X 12"" HDPE HAND HOLE   (170171)",1,E,$48.00,$96.00 ,,,,
780730,13201,1320-1G2GE1,"13"" X 20"" X 12"" HDPE HAND HOLE",1,E,$79.00,$158.00 ,,,,
780730,17301,1730-15P2PE2,"17"" X 30"" X15"" HDPE HAND HOLE",1,E,$194.00,$388.00 ,,,,
780730,,RGD-C50,"1/2"" STEEL THREADED GALV COUPLING",50,c,$72.77 ,$145.54 ,,,,
780730,,RGD-C75,3/4' STEEL THREADED GALV COUPLING,50,C,$92.51,$185.02 ,,,,
780730,,RGD-C100,"1"" STEEL THREADED GALV COUPLING",25,C,$138.92,$277.84 ,,,,
780730,,RGD-C125,"1-1/4"" STEEL THREADED GALV COUPLING",25,C,$202.86,$405.72 ,,,,
780730,,RGD-C150,1-1/2 STEEL THREADED GALV COUPLING,25,C,$220.50,$441.00 ,,,,
780730,,RGD-C200,"2"" STEEL THREADED GALV COUPLING",25,C,$304.50,$609.00 ,,,,
780730,,RGD-C250," 2-1/2"" STEEL THREADED GALV COUPLING",2,C,$810.60,"$1,621.20 ",,,,
780730,,RGD-C300,"3"" STEEL THREADED GALV COUPLING",2,C,$991.20,"$1,982.40 ",,,,
780730,,RGD-C350,"3-1/2"" STEEL THREADED GALV COUPLING",2,C,"$1,446.90","$2,893.80 ",,,,
780730,,RGD-C400,"4"" STEEL THREADED GALV COUPLING",1,C,"$1,524.60","$3,049.20 ",,,,
780730,,RGD-C500,"5"" STEEL THREADED GALV COUPLING",1,C,"$2,509.50","$5,019.00 ",,,,
780730,,RGD-C600,"6"" STEEL THREADED GALV COUPLING",1,C,"$4,200.00","$8,400.00 ",,,,
