"ARLINGTON INDUSTRIES, INC.",,,,,,,,,,,,,,
DISTRIBUTOR NET PRICE SHEET,,,,,,,,,,,,,,
"EFFECTIVE JULY 1, 2022",,,,,,,,,,,,,,
,,,,,,,,,,,,,,
CODE,ITEM #,DESCRIPTION,UPC,UNIT,STD, PRICE / C ,,,,,,,,
104,CED1,LV ENTRY/EXIT HOOD WHT,01899710465,1,25, $177.66 ,,,,,,,,
104,CED13,1G OPEN STYLE LV/PLATE,01899713000,1,25, $186.15 ,,,,,,,,
104,CED130,CED WITH SLOTTED COVER,01899713015,1,25, $279.18 ,,,,,,,,
104,CED130WP,CED130 WITH WALL PLATE,01899711020,1,10, $318.11 ,,,,,,,,
104,CED135,BRUSH STYLE CABLE DEV,01899704096,1,25, $314.23 ,5.65,5.34,4.96,,,,,
104,CED135WP,BRUSH WITH WALL PLATE,01899711021,1,10, $354.52 ,,,,,,,,
104,CED13BL,1G OPEN STYLE/LV PL BL,01899713005,1,25, $186.15 ,,,,,,,,
104,CED1BL,LV ENTRY/EXIT HOOD BLK,01899710472,1,25, $186.15 ,,,,,,,,
104,CEDH1,1G HORIZ SCOOP PLT/WHT,01899710478,1,25, $186.15 ,,,,,,,,
104,CEDH1BL,1G HORIZ SCOOP PLT/BLK,01899710479,1,25, $186.15 ,,,,,,,,
104,CEH1,1G HORZ SCOOP PLT/WHT,01899710480,1,25, $186.15 ,,,,,,,,
104,CEH1BL,1G HORZ SCOOP PLT/BLK,01899710481,1,25, $186.15 ,,,,,,,,
104,CER1,1G 2PCS SCOOP PLT/WHT,01899710473,1,25, $232.67 ,,,,,,,,
104,CER1BL,1G 2PCS SCOOP PLT/BLK,01899710475,1,25, $232.67 ,,,,,,,,
104,CER2,2G 2PCS SCOOP PLT/WHT,01899710474,1,25, $325.73 ,,,,,,,,
104,CER2BL,2G 2PCS SCOOP PLT/BLK,01899710476,1,25, $325.73 ,,,,,,,,
9,CG1001000,"1""CORD CONN .875-.1000",01899731000,5,5, $548.48 ,,,,,,,,
9,CG100750,"1"" CORD CONN .625-.750",01899730750,5,5, $548.48 ,,,,,,,,
9,CG100875,"1"" CORD CONN .750-.875",01899730875,5,5, $548.48 ,,,,,,,,
60,CH1,"2"" PLASTIC CABLE HOOK",01899710950,50,50, $195.68 ,,,,,,,,
60,CH1M,"2"" STEEL CABLE HOOK",01899772172,50,50, $201.98 ,,,,,,,,
60,CHS1,"2"" STL CABLE HOOK MULT",01899772260,25,25, $220.91 ,,,,,,,,
70,CP3540,CEILING PLATE COMBO,01899754090,1,50, $163.23 ,2.64,2.94,,,,,,
70,CP40,"4"" BOX COVER WI SCREWS",01899715040,1,50, $181.38 ,,,,,,,,
70,CP9000,"9"" COVER PLATE WHITE",01899769112,1,20," $1,350.57 ",,,,,,,,
72,CPS15,"1 1/2"" CNCRTE PIPE SLV",01899772150,10,10, $234.04 ,,,,,,,,
72,CPS20,"2"" CONCRETE PIPE SLEEV",01899710960,10,10, $284.83 ,,,,,,,,
72,CPS30,"3"" CONCRETE PIPE SLEEV",01899772152,10,10, $375.35 ,,,,,,,,
72,CPS40,"4"" CONCRETE PIPE SLEEV",01899710962,10,10, $485.73 ,,,,,,,,
72,CPS50,"5"" CONCRETE PIPE SLEEV",01899772154,10,10, $574.06 ,,,,,,,,
72,CPS60,"6"" CONCRETE PIPE SLEEV",01899710964,10,10, $682.26 ,,,,,,,,
116,CS14,CABLE SUPPORT W/NAIL,01899733827,25,250, $32.23 ,,,,,,,,
116,CS140,CABLE SUPPORT W/NAIL,01899733829,500,500, $29.00 ,,,,,,,,
116,CS140SC,CABLE SUPPORT W/SCREW,01899701574,500,500, $37.07 ,,,,,,,,
116,CS14SC,CABLE SUPPORT W/SCREW,01899701573,25,250, $40.30 ,,,,,,,,
60,CS2,CABLE SUPPORT W NAIL,01899771002,500,500, $37.17 ,,,,,,,,
60,CS20,CABLE SUPPORT W NAIL,01899771020,100,100, $42.12 ,,,,,,,,
60,CS20BAG,CABLE SUPPORT,01899771022,25,100, $42.12 ,,,,,,,,
60,CS20SC,CABLE SUPPORT W SCREW,01899771025,100,100, $54.52 ,,,,,,,,
60,CS4,CABLE SUPP HOLD 4 WIRE,01899750174,100,100, $25.74 ,,,,,,,,
60,CS6,CABLE SUPPORT,01899771006,500,500, $29.74 ,,,,,,,,
60,CS60,CABLE SUPPORT,01899771060,100,100, $32.22 ,,,,,,,,
60,CS7,CABLE SUPPORT,01899771007,100,100, $23.64 ,,,,,,,,
60,CUS6,CABLE SUPPORT,01899720827,100,100, $43.46 ,,,,,,,,
86,D22,"2"" X 2"" D RING",01899740022,100,100, $121.30 ,,,,,,,,
86,D33,"3"" X 3"" D RING",01899740033,100,100, $132.31 ,,,,,,,,
86,D35,"3"" X 5"" D RING",01899740035,100,100, $176.39 ,,,,,,,,
56,DB1,DOORBELL MOUNT BLOCK,01899751514,1,10, $577.86 ,,,,,,,,
90,DBHB1BR,BRONZE HORIZ IN-BOX BR,01899777669,1,4," $1,819.80 ",,,,,,,,
90,DBHB1BRC,BRONZE HORIZ IN-BOX BR,01899777670,1,4," $1,819.80 ",,,,,,,,
90,DBHB1C,CLR HORIZ IN BOX BRICK,01899777628,1,4," $1,819.80 ",,,,,,,,
90,DBHB1W,WHT HORIZ IN BOX BRICK,01899777630,1,4," $1,819.80 ",,,,,,,,
90,DBHC,IN BOX COVER CLEAR,01899777650,10,10, $519.94 ,,,,,,,,
90,DBHM1BR,HORIZNTL RECEPT BOX BR,01899777692,1,4," $1,429.79 ",,,,,,,,
90,DBHM1C,MASONARY BOX - CLEAR C,01899777608,1,4," $1,429.79 ",,,,,,,,
90,DBHM1W,MASONARY BOX - WHITE C,01899777610,1,4," $1,429.79 ",,,,,,,,
90,DBHR131,"SIDING PROFILE 1/2""",01899777654,1,4, $519.94 ,,,,,,,,
90,DBHR131C,CLR HORIZ FOR 5/16 LAP,01899777612,1,4," $2,079.76 ",,,,,,,,
90,DBHR131W,WHT HORIZ FOR 5/16 LAP,01899777614,1,4," $2,079.76 ",,,,,,,,
90,DBHR141,"SIDING PROFILE 1/2""",01899777656,1,4, $519.94 ,,,,,,,,
90,DBHR141C,CL HORIZ FOR 1/2 LAP,01899777616,1,4," $2,079.76 ",,,,,,,,
90,DBHR141W,WHT HORIZ FOR 1/2 LAP,01899777618,1,4," $2,079.76 ",,,,,,,,
90,DBHR151,"SIDING PROFILE - 5/8""",01899777658,1,4, $519.94 ,,,,,,,,
90,DBHR151C,CLR HORIZ FOR 5/8 LAP,01899777620,1,4," $2,079.76 ",,,,,,,,
90,DBHR151W,WHT HORIZ FOR 5/8 LAP,01899777622,1,4," $2,079.76 ",,,,,,,,
90,DBHR171,SIDING PROFILE - DUTCH,01899777660,1,4, $519.94 ,,,,,,,,
90,DBHR171C,CLR HORIZ DUTCH LAP,01899777624,1,4," $2,079.76 ",,,,,,,,
90,DBHR171W,WHT HORIZ DUTCH LAP,01899777626,1,4," $2,079.76 ",,,,,,,,
90,DBHR1C,HORIZ IN BOX CLEAR,01899777604,1,4," $1,819.80 ",,,,,,,,
90,DBHR1W,HORIZ IN BOX WHITE,01899777606,1,4," $1,819.80 ",,,,,,,,
90,DBHS1C,HORIZ IN BOX CLEAR,01899777600,1,4," $1,819.80 ",,,,,,,,
90,DBHS1W,HORIZ IN BOX WHITE,01899777602,1,4," $1,819.80 ",,,,,,,,
90,DBHW,IN BOX COVER WHITE,01899777652,10,10, $519.94 ,,,,,,,,
108,DBK55C,PLASTIC KEYPAD ASSEM W,01899777664,1,10," $1,128.04 ",,,,,,,,
108,DBK55W,PLASTIC KEYPAD ASSEM W,01899777665,1,10," $1,128.04 ",,,,,,,,
108,DBK88C,NM KEYPAD ENCLOSURE CL,01899777662,1,5," $1,450.31 ",,,,,,,,
108,DBK88W,NM KEYPAD ENCLOSURE WH,01899777663,1,5," $1,450.31 ",,,,,,,,
90,DBLVM2C,WEATHERPRF KEYPAD ENCL,01899713580,1,4," $3,072.38 ",,,,,,,,
90,DBLVM2W,WEATHERPRF KEYPAD ENCL,01899713581,1,4," $3,072.38 ",,,,,,,,
90,DBLVR2C,WEATHERPRF KEYPAD ENCL,01899713582,1,4," $3,072.38 ",,,,,,,,
90,DBLVR2W,WEATHERPRF KEYPAD ENCL,01899713583,1,4," $3,072.38 ",,,,,,,,
90,DBLVS2C,WEATHERPRF KEYPAD ENCL,01899713584,1,4," $3,072.38 ",,,,,,,,
90,DBLVS2W,WEATHERPRF KEYPAD ENCL,01899713585,1,4," $3,072.38 ",,,,,,,,
58,DBP2,PL D.B.ADPT 2 GANG,01899717855,1,4," $2,198.48 ",,,,,,,,
58,DBP21D,PL D.B. ADPT 2 GANG,01899717849,1,4," $3,217.31 ",,,,,,,,
58,DBP21DC,PL D.B ADPT 2 GNG TINT,01899717848,1,4," $3,217.31 ",,,,,,,,
58,DBP2C,PL D.B. ADTP 2 GNG TNT,01899717857,1,4," $2,198.48 ",,,,,,,,
58,DBPH1,PL D.B.ADPT HORZ S GNG,01899717853,1,4," $1,286.94 ",,,,,,,,
58,DBPH1C,PL D.B. ADPT HORZ TIN,01899717845,1,4," $1,286.94 ",,,,,,,,
58,DBPV1,PL D.B.ADPT VERT S GNG,01899717852,1,4," $1,286.94 ",,,,,,,,
58,DBPV1C,PL D.B. ADPT VER GNG T,01899717840,1,4," $1,286.94 ",,,,,,,,
90,DBV2C,IN BOX 2-GANG CVR CLR,01899713009,10,10," $1,039.87 ",,,,,,,,
90,DBV2W,IN BOX 2-GANG CVR WHT,01899713010,10,10," $1,039.87 ",,,,,,,,
90,DBVC,IN BOX COVER CLEAR,01899777640,10,10, $519.94 ,,,,,,,,
90,DBVM1BR,BRN O/D RECEPT BOX,01899709026,1,4," $1,429.79 ",,,,,,,,
90,DBVM1C,CLEAR O/D RECEPT. BOX-,01899714315,1,4," $1,429.79 ",,,,,,,,
90,DBVM1W,WHITE O/D RECEPT. BOX-,01899714316,1,4," $1,429.79 ",,,,,,,,
90,DBVM2C,2 GANG CLEAR CVR MASON,01899703962,1,4," $2,599.70 ",,,,,,,,
90,DBVM2W,2 GANG WHITE MASONARY,01899703963,1,4," $2,599.70 ",,,,,,,,
90,DBVMA1C,CLR IN BOX ADJUSTABLE,01899777632,1,4," $1,819.80 ",,,,,,,,
90,DBVMA1W,WHT IN BOX ADJUSTABLE,01899777634,1,4," $1,819.80 ",,,,,,,,
90,DBVME1C,FIXED FLANGED IN-BOX,01899777645,1,4," $2,008.87 ",,,,,,,,
90,DBVME1W,FIXED FLANGED IN-BOX,01899777646,1,4," $2,008.87 ",,,,,,,,
90,DBVR131,"SIDING PROFILE - 1/4""",01899714368,1,4, $519.94 ,,,,,,,,
90,DBVR131C,"CLEAR IN-BOX FOR 1/4""",01899714370,1,4," $2,079.76 ",,,,,,,,
90,DBVR131W,"WHITE IN-BOX FOR 1/4""",01899714375,1,4," $2,079.76 ",,,,,,,,
90,DBVR141,"SIDING PROFILE - 1/2""",01899714379,1,4, $519.94 ,,,,,,,,
90,DBVR141C,"CLEAR IN-BOX FOR 1/2""",01899714371,1,4," $2,079.76 ",,,,,,,,
90,DBVR141W,"WHITE IN-BOX FOR 1/2""",01899714376,1,4," $2,079.76 ",31.75,33.25,,,,,,
90,DBVR151,"SIDING PROFILE - 5/8""",01899714381,1,4, $519.94 ,,,,,,,,
90,DBVR151C,"CLEAR IN-BOX 5/8"" LAP",01899714372,1,4," $2,079.76 ",,,,,,,,
90,DBVR151W,"WHITE IN-BOX FOR 5/8""",01899714377,1,4," $2,079.76 ",,,,,,,,
90,DBVR171,SIDING PROFILE- DUTCH,01899714383,1,4, $519.94 ,,,,,,,,
90,DBVR171C,CLEAR IN-BOX DUTCH LAP,01899714373,1,4," $2,079.76 ",,,,,,,,
90,DBVR171W,WHITE IN-BOX FOR DUTCH,01899714378,1,4," $2,079.76 ",,,,,,,,
90,DBVR1C,CLEAR O/D RECEPT. BOX-,01899714313,1,4," $1,819.80 ",,,,,,,,
90,DBVR1W,WHITE O/D RECEPT. BOX-,01899714314,1,4," $1,819.80 ",,,,,,,,
90,DBVR2C,2 GANG CLEAR RETROFIT,01899703964,1,4," $2,599.70 ",,,,,,,,
90,DBVR2W,2 GANG WHITE RETROFIT,01899703965,1,4," $2,599.70 ",,,,,,,,
90,DBVS1C,CLEAR O/D RECEPT. BOX,01899714317,1,4," $1,767.82 ",,,,,,,,
90,DBVS1W,WHITE O/D RECEPT. BOX,01899714318,1,4," $1,767.82 ",28.85,29.95,,,,,,
90,DBVS2C,2G INBOX FOR SDG CLEAR,01899703960,1,4," $2,599.70 ",,,,,,,,
90,DBVS2W,2G INBOX/TM FOR SDG WT,01899703961,1,4," $2,599.70 ",,,,,,,,
90,DBVW,IN BOX COVER WHITE,01899777642,10,10, $519.94 ,,,,,,,,
90,DHB1BR,INBOX WITH SLEEVE-HORZ,01899754875,1,4," $1,819.80 ",,,,,,,,
90,DHB1BRC,IN BOX KIT,01899754881,1,4," $1,819.80 ",,,,,,,,
90,DHB1BRSLEV,ADPT SLV FOR NEW BRICK,01899754885,1,4, $354.51 ,,,,,,,,
90,DHB1C,INBOX WITH SLEEVE-HORZ,01899754880,1,4," $1,819.80 ",,,,,,,,
90,DHB1W,INBOX WITH SLEEVE-HORZ,01899754882,1,4," $1,819.80 ",,,,,,,,
90,DHB1WSLEV,ADPT SLV FOR NEW BRICK,01899754884,1,4, $354.51 ,,,,,,,,
33,DLN1,"1/2"" DIE CAST LOCKNUT",01899743510,200,2000, $13.02 ,,,,,,,,
33,DLN10,"4"" DIE CAST LOCKNUT",01899743511,30,30, $445.04 ,,,,,,,,
33,DLN2,"3/4"" DIE CAST LOCKNUT",01899743520,100,1000, $18.40 ,,,,,,,,
33,DLN3,"1"" DIE CAST LOCKNUT",01899743530,100,500, $32.20 ,,,,,,,,
33,DLN4,"1 1/4"" DIE CAST LOCKNT",01899743540,50,250, $42.16 ,,,,,,,,
33,DLN5,"1 1/2"" DIE CAST LOCKNT",01899743550,50,250, $63.25 ,,,,,,,,
33,DLN6,"2"" DIE CAST LOCKNUT",01899743560,25,250, $84.32 ,,,,,,,,
33,DLN7,"2-1/2"" DIECAST LOCKNUT",01899743570,60,60, $214.52 ,,,,,,,,
33,DLN8,"3"" DIE CAST LOCKNUT",01899743580,50,50, $229.91 ,,,,,,,,
33,DLN9,"3-1/2"" DIECAST LOCKNUT",01899743590,50,50, $379.32 ,,,,,,,,
60,DR1,"1/2"" DRIVE RING",01899701551,100,1000, $15.95 ,,,,,,,,
60,DR2,"5/8"" DRIVE RING",01899701552,50,500, $24.83 ,,,,,,,,
60,DR3,"7/8"" DRIVE RING",01899701553,50,500, $31.90 ,,,,,,,,
60,DR4,"1 1/4"" DRIVE RING",01899701554,25,250, $44.33 ,,,,,,,,
90,DSBHM1C,METALLIC HORZ IN/BOX,01899709643,1,4," $2,954.22 ",,,,,,,,
90,DSBHM1W,METALLIC HORZ IN/BOX,01899709648,1,4," $2,954.22 ",,,,,,,,
90,DSBHR1C,METALLIC HORZ IN/BOX,01899709656,1,4," $2,954.22 ",,,,,,,,
90,DSBHR1W,METALLIC HORZ IN/BOX,01899709657,1,4," $2,954.22 ",,,,,,,,
90,DSBHS1C,METALLIC HORZ IN/BOX,01899709652,1,4," $2,954.22 ",,,,,,,,
90,DSBHS1W,METALLIC HORZ IN/BOX,01899709653,1,4," $2,954.22 ",,,,,,,,
90,DSBVM1C,METALLIC VERT IN/BOX,01899709642,1,4," $2,954.22 ",,,,,,,,
90,DSBVM1W,METALLIC VERT IN/BOX,01899709646,1,4," $2,954.22 ",,,,,,,,
90,DSBVR1C,INBOX RETRO FIT 1G CL,01899709654,1,4," $2,954.22 ",,,,,,,,
90,DSBVR1W,INBOX RETRO FIT 1G WH,01899709655,1,4," $2,954.22 ",,,,,,,,
90,DSBVS1C,1G SIDING IN/BOX CLEAR,01899709650,1,4," $2,954.22 ",,,,,,,,
90,DSBVS1W,1G SIDING IN/BOX WHITE,01899709651,1,4," $2,954.22 ",,,,,,,,
36,DSC1,1 LB DUCT SEALING COMP,01899743600,1,50, $302.36 ,,,,,,,,
36,DSC5,5 LB DUCT SEALING COMP,01899743605,1,10," $1,209.41 ",,,,,,,,
90,DSHB1BR,INBOX STEEL W/SLEEVE B,01899743613,1,4," $2,954.22 ",,,,,,,,
90,DSHB1BRC,INBOX STEEL W/SLEEVE C,01899743612,1,4," $2,954.22 ",,,,,,,,
90,DSHB1C,LOW PROFILE IN BOX CL,01899743610,1,4," $2,954.22 ",,,,,,,,
90,DSHB1W,LOW PROFILE IN BOX WH,01899743611,1,4," $2,954.22 ",,,,,,,,
56,DV1,EXHAUST VENT MOUNTING,01899743607,1,1," $1,196.23 ",,,,,,,,
90,DVB1BR,VERTICAL IN BOX KIT,01899743595,1,4," $1,819.80 ",,,,,,,,
90,DVB1BRC,VERTICAL IN BOX KIT,01899743608,1,4," $1,819.80 ",,,,,,,,
90,DVB1C,VERTICAL INBOX KIT CL,01899743609,1,4," $1,819.80 ",,,,,,,,
90,DVB1W,VERTICAL IN BOX KIT,01899743620,1,4," $1,819.80 ",,,,,,,,
90,DVFR1BL,INDOOR INBOX BLACK,01899714329,1,4," $1,063.53 ",,,,,,,,
90,DVFR1W,INDOOR INBOX WHITE,01899714330,1,4," $1,063.53 ",,,,,,,,
90,DVFR2BL,DBL GANG INSET OUTL BL,01899714335,1,4," $1,654.35 ",,,,,,,,
90,DVFR2W,DOUBLE GANG INSET OUTL,01899714331,1,4," $1,654.35 ",,,,,,,,
90,DVFR3BL,THREE  GANG INSET OUTL,01899714341,1,1," $1,890.70 ",,,,,,,,
90,DVFR3C,3 OR 4 GANG WHITE SQUA,01899710570,10,10, $590.88 ,,,,,,,,
90,DVFR3W,THREE  GANG INSET OUTL,01899714340,1,1," $1,890.70 ",,,,,,,,
90,DVFR4BL,4 GANG BLACK INSET OUT,01899714343,1,1," $2,127.02 ",,,,,,,,
90,DVFR4W,FOUR GANG INSET OUTLET,01899714342,1,1," $2,127.02 ",,,,,,,,
90,DVFRBLC,COMBO COVER IN BLACK,01899714336,10,10, $413.60 ,,,,,,,,
90,DVFRC,COMBO COVER IN WHITE,01899714337,1,10, $413.60 ,,,,,,,,
112,DWB0805,WIRE GRABBER KIT - 5',01899706805,1,10, $383.97 ,,,,,,,,
112,DWB0812,WIRE GRABBER KIT,01899706883,1,10, $449.34 ,,,,,,,,
112,DWB0815,WIRE GRABBER KIT - 15',01899706815,1,10, $531.01 ,,,,,,,,
112,DWB0820,WIRE GRABBER KIT - 20',01899706820,1,10, $612.72 ,,,,,,,,
112,DWB0830,WIRE GRABBER KIT - 30',01899706830,1,10, $694.42 ,,,,,,,,
112,DWH0805,WIRE GRABBER KIT,01899715022,1,10, $395.39 ,,,,,,,,
112,DWH0810,WIRE GRABBER KIT,01899715023,1,10, $482.01 ,,,,,,,,
112,DWT0805,WIRE GRABBER KIT,01899715020,1,10, $372.54 ,,,,,,,,
112,DWT0810,WIRE GRABBER KIT,01899715021,1,10, $449.34 ,,,,,,,,
112,DWY2H0810,WIRE GRABBER KIT-2PK,01899711312,1,10," $1,029.39 ",,,,,,,,
112,DWY2T0810,WIRE GRABBER KIT-2PK,01899711306,1,10, $964.01 ,,,,,,,,
112,DWY2T0812,WIRE GRABBER KIT-2 PK,01899711314,1,10, $977.09 ,,,,,,,,
112,DWY2T0815,WIRE GRABBER KIT 2 PK,01899711315,1,10," $1,315.29 ",,,,,,,,
112,DWYH0805,WIRE GRABBER KIT,01899711307,1,10, $522.85 ,,,,,,,,
112,DWYH0810,WIRE GRABBER KIT,01899711308,1,10, $588.20 ,,,,,,,,
112,DWYH0815,WIRE GRABBER KIT,01899711309,1,10, $661.72 ,,,,,,,,
112,DWYH0820,WIRE GRABBER KIT,01899711310,1,10, $759.78 ,,,,,,,,
112,DWYH0830,WIRE GRABBER KIT,01899711311,1,10, $874.15 ,,,,,,,,
112,DWYT0805,WIRE GRABBER KIT,01899711301,1,10, $408.49 ,,,,,,,,
112,DWYT0810,WIRE GRABBER KIT,01899711302,1,10, $482.01 ,,,,,,,,
112,DWYT0812,WIRE GRABBER KIT,01899711313,1,10, $498.34 ,,,,,,,,
112,DWYT0815,WIRE GRABBER KIT,01899711303,1,10, $678.07 ,,,,,,,,
112,DWYT0820,WIRE GRABBER KIT,01899711304,1,10, $718.95 ,,,,,,,,
112,DWYT0830,WIRE GRABBER KIT,01899711305,1,10, $833.29 ,,,,,,,,
49,E-STRAP,2/3 2-HOLE SEU STRAP,01899743625,50,200, $21.30 ,,,,,,,,
119,EB0708,"EQUIPMENT BOX (7""X8"")",01899712672,1,4," $1,683.98 ",,,,,,,,
119,EB0708BL,"EQUIPMENT BOX (7""X8"")",01899723160,1,4," $2,138.94 ",,,,,,,,
119,EB0708BP,EQUIP BOX W/BACKPLATE,01899723170,1,4," $2,138.94 ",,,,,,,,
119,EB1111,"EQUIPMENT BOX (11""X11""",01899712670,1,5," $2,348.74 ",,,,,,,,
119,EB1111BL,"EQUIPMENT BOX (11""X11""",01899723162,1,5," $2,891.90 ",,,,,,,,
119,EB1111BP,EQUIP BX W/BACKPLATE,01899723171,1,5," $2,891.90 ",,,,,,,,
119,EB1212,"EQUIPMENT BOX  12""X12""",01899712671,1,5," $2,747.56 ",,,,,,,,
119,EB12126,"GRAY BOX 12""X12""X6",01899723172,1,4," $3,884.52 ",,,,,,,,
119,EB12126BP,"GRAY BOX 12""X12""X6 W/B",01899723173,1,4," $4,471.28 ",,,,,,,,
119,EB1212BL,"EQUIPMENT BOX (12""X12""",01899723164,1,5," $3,332.52 ",,,,,,,,
119,EB1212BP,EQUIP BOX W/ BACKPLATE,01899723155,1,5," $3,332.52 ",,,,,,,,
119,EB1212BPBL,EQUIP BOX W/ BACKPLATE,01899723166,1,5," $3,332.52 ",,,,,,,,
119,EBL1,EQUIPMENT BOX LOCK,01899711400,1,10, $465.33 ,,,,,,,,
16,EH200,"1 1/2"" ENTRANCE HOOD",01899758201,1,1, $767.74 ,,,,,,,,
16,EH201,"2"" ENTRANCE HOOD",01899743630,1,1," $1,041.91 ",,,,,,,,
65,EMT100,"1"" NM BUSHING",01899712220,100,100, $36.68 ,,,,,,,,
65,EMT100C,"1"" NM CAP",01899712207,100,100, $36.68 ,,,,,,,,
65,EMT125,"1 1/4"" NM BUSHING",01899712225,100,100, $64.40 ,,,,,,,,
65,EMT125C,"1 1/4"" NM CAP",01899712209,100,100, $64.40 ,,,,,,,,
65,EMT150,"1 1/2"" NM BUSHING",01899712230,100,100, $87.44 ,,,,,,,,
65,EMT150C,"1 1/2"" NM CAP",01899712211,100,100, $87.44 ,,,,,,,,
65,EMT200,"2"" NM BUSHING",01899712235,50,50, $117.19 ,,,,,,,,
65,EMT200C,"2"" NM CAP",01899712213,50,50, $117.19 ,,,,,,,,
65,EMT200CFT,"2"" CONDUIT CAP",01899722620,25,25, $104.33 ,,,,,,,,
65,EMT200S,"2"" SPLIT NM BUSHING",01899715301,50,50, $181.24 ,,,,,,,,
65,EMT250,"2 1/2"" NM BUSHING",01899712240,25,25, $266.60 ,,,,,,,,
65,EMT250C,"2 1/2"" NM CAP",01899712215,25,25, $266.60 ,,,,,,,,
65,EMT250S,2 1/2 SPLIT NM BUSHING,01899712270,25,25, $333.88 ,,,,,,,,
65,EMT300,"3"" NM BUSHING",01899712245,25,25, $320.28 ,,,,,,,,
65,EMT300C,"3"" NM CAP",01899712217,25,25, $320.28 ,,,,,,,,
65,EMT300CFT,"3"" CONDUIT CAP",01899722621,25,25, $285.07 ,,,,,,,,
65,EMT300S,"3"" SPLIT NM BUSHING",01899712271,25,25, $391.29 ,,,,,,,,
65,EMT350,"3 1/2"" NM BUSHING",01899712250,25,25, $380.95 ,,,,,,,,
65,EMT350C,"3 1/2"" NM CAP",01899712219,25,25, $380.95 ,,,,,,,,
65,EMT350S,3 1/2 SPLIT NM BUSHING,01899712272,25,25, $455.57 ,,,,,,,,
65,EMT400,"4"" NM BUSHING",01899712255,25,25, $480.93 ,,,,,,,,
65,EMT400C,"4"" NM CAP",01899712221,25,25, $480.93 ,,,,,,,,
65,EMT400CFT,"4"" CONDUIT CAP",01899722622,25,25, $428.07 ,,,,,,,,
65,EMT400S,"4"" SPLIT TERMINATOR BU",01899722001,25,25, $561.46 ,,,,,,,,
65,EMT50,"1/2"" NM BUSHING",01899712200,100,1000, $7.00 ,,,,,,,,
65,EMT50C,"1/2"" NM CAP",01899712203,100,1000, $7.00 ,,,,,,,,
65,EMT75,"3/4"" NM BUSHING",01899712205,100,1000, $10.23 ,,,,,,,,
65,EMT75C,"3/4"" NM CAP",01899712204,100,1000, $10.23 ,,,,,,,,
93,F101,SCREW MOUNT DEVICE BOX,01899743626,50,50, $224.83 ,3.56,,,,,,,
118,F101F,VAPOR BOX 1G W/SCREWS,01899712520,25,25, $555.59 ,,,,,,,,
93,F101H,HORIZONTAL  DEVICE BOX,01899743634,25,25, $249.82 ,,,,,,,,
93,F101S,1 GANG STEEL NEW CONST,01899712519,10,10, $763.95 ,,,,,,,,
93,F101SC,1 GANG STEEL BOX W/CON,01899743635,10,10, $867.18 ,,,,,,,,
93,F102,2 GANG SCREW MT DEV BX,01899743640,25,25, $340.67 ,5.64,,,,HD,,,
93,F102D,VOLTAGE DIVIDER,01899743544,25,25, $68.14 ,,,,,,,,
118,F102F,VAPOR BOX 2G W/SCREWS,01899706900,10,10," $1,095.64 ",,,,,,,,
93,F103,3 GANG SCREW MT DEV BX,01899743641,25,25, $476.96 ,7.64,,,,HD 5.98,,,
118,F103F,VAPOR BOX 3G W/SCREWS,01899706901,10,10," $1,289.72 ",,,,,,,,
93,F104,4 GANG SCREW MT DEV BX,01899743642,10,10, $794.93 ,12.74,11.94,,,HD 13.17,,,
118,F104F,VAPOR BOX 4G W/SCREWS,01899706902,10,10," $1,611.07 ",,,,,,,,
96,F426,ROUND SCREW MOUNT BOX,01899706904,20,20, $337.79 ,6.86,,,,HD 6.65,,,
118,F426F,VAPOR BOX ROUND W/SCRE,01899706903,20,20, $863.52 ,,,,,,,,
110,F428SC,T BOX,01899706910,1,10, $750.69 ,,,,,,,,
56,F8091H,HORIZONTAL BOX - WHITE,01899722002,1,4," $1,450.98 ",,,,,,,,
56,F8091HC,HORIZONTAL BOX - CLEAR,01899722045,1,4," $1,450.98 ",,,,,,,,
56,F8091V,VERTICAL BOX - WHITE C,01899722006,1,4," $1,450.98 ",,,,,,,,
56,F8091VC,VERTICAL BOX - CLEAR C,01899722008,1,4," $1,450.98 ",,,,,,,,
114,FA101,1G SCREW MT ADJ BOX,01899704241,25,25, $404.62 ,5.73,,,,HD  4.23,Mad 168.63,,
114,FA101H,HORIZONTAL SCREW MOUNT,01899711102,25,25, $404.62 ,,,,,,,,
114,FA101LP,1G SCREW MT ADJ BOX LP,01899776880,25,25, $404.62 ,,,,,,,,
114,FA102,2G SCREW MT ADJ BOX,01899704242,10,10, $520.62 ,7.96,,,,HD 7.83,Mad 337.26,,
114,FA102D,NON METALLIC SEPARATOR,01899704245,25,25, $90.22 ,,,,,,,,
114,FA103,SCREW MOUNT ADAPT BOX,01899704243,10,10, $927.81 ,12.78,,,,HD 11.98,Mad 451.57,,
114,FA104,SCREW MOUNT ADAPT BOX,01899704244,10,10," $1,159.79 ",,,,,,,,
114,FA426,ADJUSTABLE CEILING BOX,01899740040,25,25, $925.49 ,,,,,,,,
106,FAS423,ADJUSTABLE STEEL BOX,01899704255,10,10, $826.77 ,,,,,,,,
106,FAS423C,1 G STEEL/BX W/4010AST,01899704257,10,10, $925.20 ,,,,,,,,
96,FB405,FAN BOX,01899772185,25,25, $332.52 ,,,,,,,,
