Item,Item Description,"Plat Plus 
Net Price",Cost Unit of Measure,STD PACK Qty,Bag QTY, Weight per 100 , Suggested Trade , Suggested Retail Price ,Stocking Indicator,ABC Code,Class,NAED/UPC Number,UNSPSC,Brand,,,,,,
C14-143M,#16-14 GAUGE DISC.TERM.MALE BLUE (6/PKG)                    ,$0.59,EA,10,6, 3.3 ,$1.19,$1.33,N ,D  ,DIS,032076902780,39121405       ,Gardner Bender,,,,,,
C14-145F,#12-10 GAUGE DISC.TERM.FEMALE YELLOW (6/PKG)                ,$0.75,EA,10,6, 4.4 ,$1.49,$1.65,N ,D  ,DIS,032076902797,39121405       ,Gardner Bender,,,,,,
C14-145M,#12-10 GAUGE DISC.TERM.MALE YELLOW (6/PKG)                  ,$0.82,EA,10,6, 4.3 ,$1.65,$1.84,N ,D  ,DIS,032076902803,39121405       ,Gardner Bender,,,,,,
C14-151F,#22-16 GAUGE INSULATED DISC.TERM.FEMALE RED (4/PKG)         ,$0.64,EA,10,4, 2.8 ,$1.29,$1.41,N ,D  ,DIS,032076902810,39121405       ,Gardner Bender,,,,,,
C14-151M,#22-16 GAUGE INSULATED DISC.TERM.MALE RED (4/PKG)           ,$0.64,EA,10,4, 2.8 ,$1.29,$1.41,N ,D  ,DIS,032076902827,39121405       ,Gardner Bender,,,,,,
C14-151P,#22-16 GAUGE INSULATED DISC.TERM.PAIR RED (4/PKG)           ,$0.54,EA,10,4, 2.8 ,$1.08,$1.19,N ,D  ,DIS,032076900809,39121405       ,Gardner Bender,,,,,,
C14-153F,#16-14 GAUGE INSULATED DISC.TERM.FEMALE BLUE (4/PKG)        ,$0.56,EA,10,4, 2.8 ,$1.12,$1.25,N ,D  ,DIS,032076902834,39121405       ,Gardner Bender,,,,,,
C14-153M,#16-14 GAUGE INSULATED DISC.TERM.MALE BLUE (4/PKG)          ,$0.64,EA,10,4, 2.9 ,$1.29,$1.41,N ,D  ,DIS,032076902841,39121405       ,Gardner Bender,,,,,,
C14-153P,#16-14 GAUGE INSULATED DISC.TERM.PAIR BLUE (4/PKG)          ,$0.57,EA,10,4, 2.8 ,$1.14,$1.27,N ,D  ,DIS,032076900816,39121405       ,Gardner Bender,,,,,,
C14-161P,#22-16 GAUGE INSULATED BULLET TERM.PAIR RED (4/PKG)         ,$0.55,EA,10,4, 2.9 ,$1.10,$1.22,N ,D  ,DIS,032076900892,39121405       ,Gardner Bender,,,,,,
C14-163P,#16-14 GAUGE INSULATED BULLET TERM. - PAIR BLUE (4/PKG)     ,$0.53,EA,10,4, 3.0 ,$1.06,$1.17,N ,D  ,DIS,032076900946,39121405       ,Gardner Bender,,,,,,
C14-170,#22-14 GAUGE TERMINAL ASSORTMENT (17/PKG)                   ,$1.02,EA,10,17, 5.3 ,$2.04,$2.27,N ,D  ,TOA,032076902896,39121405       ,Gardner Bender,,,,,,
C14-2218,#22-18 GAUGE TAP SPLICE (4/PKG)                             ,$0.53,EA,10,4, 3.7 ,$1.06,$1.17,N ,D  ,TAP,032076904166,39121405       ,Gardner Bender,,,,,,
C7900,HANDLE & GRIP ASM                                           ,$134.43,EA,1,1, 6.3 ,$174.38,$193.75,N ,D  ,PBS,032076824884,27112503       ,Gardner Bender,,,,,,
CA1064001,Meter For Brutus Cable Puller                               ,$193.13,EA,1,1, 30.0 ,$250.51,$278.34,N ,D  ,PLA,032076816520,41111628       ,Gardner Bender,,,,,,
CAM-10,Circuit Alert  Volt Sensing Module  1/Clam  5 Clams/Master  ,$13.04,CO,5,1, 13.2 ,$22.54,$25.04,N ,D  ,VLT,032076069223,41111928       ,Gardner Bender,,,,,,
CB21V,Compressor Seal-off w/Seal-off1/Box                         ,$237.85,BX,1,1, 568.0 ,$308.52,$342.80,N ,D  ,PBS,032076306571,27112503       ,Gardner Bender,,,,,,
CEC-DTK-1000N,8 Pc Coax Installation Kit w/Carry Case                     ,$35.00,EA,5,1, 155.0 ,$70.02,$77.80,N ,D  ,HTA,032076938765,27113204       ,Gardner Bender,,,,,,
CF863104,Roller Axle                                                 ,$237.37,EA,1,1, 6.3 ,$307.91,$342.12,N ,D  ,PBS,032076825386,22101505       ,Gardner Bender,,,,,,
CK-570,Wire Connector Kit with Assorted Connectors 570/Kit 5 Kits  ,$41.90,EA,5,570, 293.6 ,$54.36,$60.40,N ,D  ,WIC,032076073541,39121445       ,Gardner Bender,,,,,,
CK579281,Roller                                                      ,$406.58,EA,1,1, 6.3 ,$527.40,$586.00,N ,D  ,PBS,032076818142,22101505       ,Gardner Bender,,,,,,
CL199809K,Shoe Assembly                                               ,"$2,136.14",EA,1,1," 10,950.0 ","$2,770.93","$3,078.82",N ,D  ,PBS,032076818395,27112501       ,Gardner Bender,,,,,,
CL53107,Du Bearing (Sets of 2)                                      ,$53.18,EA,2,1, 6.3 ,$68.98,$76.64,N ,D  ,PBS,032076818326,31171500       ,Gardner Bender,,,,,,
CL670107,Du Bearing (Sets of 2)                                      ,$77.99,EA,2,1, 6.3 ,$101.16,$112.40,N ,D  ,PBS,032076818685,31171500       ,Gardner Bender,,,,,,
CL915900SR,HANDLE ASM.REPL.KIT-WRAP                                    ,$44.45,EA,1,1, 51.6 ,$57.66,$64.07,N ,D  ,PBS,032076833589,27112503       ,Gardner Bender,,,,,,
CM20,Metal Storage Case 20 Cu. Ft.  1/Box  1Boxs/Master          ,"$1,116.66",BX,1,1," 18,099.9 ","$1,448.49","$1,609.43",N ,D  ,PBS,032076040192,31261502       ,Gardner Bender,,,,,,
CM7,METAL CASE-7 1/2 CU FT                                      ,$421.92,EA,1,1," 10,755.0 ",$547.30,$608.11,N ,D  ,PBS,032076812393,31261502       ,Gardner Bender,,,,,,
CM797950KW,Plate Sub Assembly                                          ,$122.41,EA,1,1, 6.3 ,$158.78,$176.42,N ,D  ,PBS,032076829926,39121302       ,Gardner Bender,,,,,,
CN412040,PUMP PLUNGER                                                ,$33.32,EA,1,1, 6.3 ,$43.22,$48.02,N ,D  ,PBS,032076000943,40151527       ,Gardner Bender,,,,,,
CN766950SR,VENT CAP ASM                                                ,$10.23,EA,1,1, 3.7 ,$13.26,$14.74,N ,D  ,PBS,032076829742,40101503       ,Gardner Bender,,,,,,
COM-310,Compression Crimp Tool  1/Clam  5 Clams/Master              ,$26.46,CO,5,1, 69.0 ,$45.76,$50.84,N ,D  ,CRT,032076074050,27111518       ,Gardner Bender,,,,,,
CP10K,10000 Lb Cable Puller                                       ,"$10,629.20",EA,1,1," 43,049.6 ","$13,787.87","$15,319.86",N ,D  ,PLA,032076076566,27111712       ,Gardner Bender,,,,,,
CP15,Foot Operated Switch /8ft Cord 1/Box  1Boxs/Master          ,$639.00,BX,1,1, 350.0 ,$828.88,$920.98,N ,D  ,PBS,032076812485,39122222       ,Gardner Bender,,,,,,
CP503,Chain Assembly 2ft 1/Box  1Boxs/Master                      ,$314.05,BX,1,1, 259.0 ,$407.38,$452.64,N ,D  ,PBS,032076812522,31151600       ,Gardner Bender,,,,,,
CP504,Chain Assembly 6ft 1/Box  1Boxs/Master                      ,$344.54,BX,1,1, 570.6 ,$446.93,$496.58,N ,D  ,PBS,032076812539,31151600       ,Gardner Bender,,,,,,
CP505,Lock Pin  1/Box  1Boxs/Master                               ,$82.91,BX,1,1, 156.0 ,$107.55,$119.50,N ,D  ,PBS,032076812546,31163203       ,Gardner Bender,,,,,,
CP600,Conduit Frame and Sheave Asby.  1/Box  1Boxs/Master         ,"$1,801.74",BX,1,1," 7,600.0 ","$2,337.15","$2,596.84",N ,D  ,PBS,032076812560,39121311       ,Gardner Bender,,,,,,
CP601,Conduit Frame  1/Box  1Boxs/Master                          ,"$1,215.55",BX,1,1," 5,600.0 ","$1,576.78","$1,751.98",N ,D  ,PBS,032076812577,39121311       ,Gardner Bender,,,,,,
CP622,Wheel Frame Lock Pins  1/Box  1Boxs/Master                  ,$91.70,BX,1,1, 181.0 ,$118.95,$132.17,N ,D  ,PBS,032076812614,31163203       ,Gardner Bender,,,,,,
CP631,Frame Assembly  1/Box  1Boxs/Master                         ,$930.43,BX,1,1," 1,673.0 ","$1,206.92","$1,341.02",N ,D  ,PBS,032076812638,27111712       ,Gardner Bender,,,,,,
CP700,Puller Base Extension Kit  1/Box  1Boxs/Master              ,"$2,085.04",BX,1,1," 7,355.9 ","$2,704.64","$3,005.16",N ,D  ,PLA,032076812645,27111712       ,Gardner Bender,,,,,,
CP701,Extension  1/Box  1Boxs/Master                              ,$617.01,BX,1,1," 2,570.9 ",$800.37,$889.30,N ,D  ,PBS,032076812652,27111712       ,Gardner Bender,,,,,,
CP706,Conduit Coupling 3in 1/Box1Boxs/Master                      ,$200.45,BX,1,1, 412.5 ,$260.01,$288.90,N ,D  ,PBS,032076812706,39121311       ,Gardner Bender,,,,,,
CP707,Conduit Coupling 3-1/2in 1/Box 1Boxs/Master                 ,$204.61,BX,1,1, 258.8 ,$265.40,$294.89,N ,D  ,PBS,032076812713,39121311       ,Gardner Bender,,,,,,
CP708,Conduit Coupling 4in 1/Box1Boxs/Master                      ,$254.52,BX,1,1, 205.0 ,$330.16,$366.84,N ,D  ,PBS,032076812720,39121311       ,Gardner Bender,,,,,,
CP709,Lock Pin 6in 1/Box 1Boxs/Master                             ,$124.12,BX,1,1, 135.0 ,$161.01,$178.90,N ,D  ,PBS,032076812737,31163203       ,Gardner Bender,,,,,,
CP80,Brutus Floor Mount Kit  1/Box  1Boxs/Master                 ,$679.88,BX,1,1," 3,063.4 ",$881.92,$979.91,N ,D  ,PBS,032076043919,27111712       ,Gardner Bender,,,,,,
CP800,Power Head Assembly  1/Box  1Boxs/Master                    ,"$5,160.61",BX,1,1," 8,068.2 ","$6,694.17","$7,437.97",N ,D  ,PBN,032076899783,27111712       ,Gardner Bender,,,,,,
CP8000,Brutus Standard Power Puller  1/Box  1Boxs/Master           ,"$9,317.84",BX,1,1," 43,350.1 ","$12,086.82","$13,429.80",N ,D  ,PBN,032076812782,27111712       ,Gardner Bender,,,,,,
CR-100,Cable Ripper & Wire Gauge  1/Cd  10Cds/Master               ,$2.17,EA,10,1, 12.8 ,$3.75,$4.16,N ,D  ,WSR,032076171001,27111510       ,Gardner Bender,,,,,,
CR-1000,Premium NM Cable Ripper                                     ,$5.44,EA,5,1, 14.6 ,$9.41,$10.45,N ,D  ,WSR,032076073039,27111510       ,Gardner Bender,,,,,,
CR210900W,SAFETY VALVE ASSM REF DWG 74                                ,$93.30,EA,1,1, 6.3 ,$121.04,$134.48,N ,D  ,PBS,            ,40141604       ,Gardner Bender,,,,,,
CS550A,Auto Circuit Breaker Finder1/ Clam                          ,$30.39,CO,6,1, 54.5 ,$52.54,$58.38,N ,D  ,CBF,035632104444,41113644       ,Sperry,,,,,,
CS61200,Circuit Tracker Circuit Breaker Finder                      ,$53.14,EA,2,1, 73.8 ,$91.90,$102.11,N ,D  ,CLT,035632064830,41113644       ,Sperry,,,,,,
CS61200AS,Adapter Set for Circuit Breaker Finder 2/Master Case        ,$13.39,EA,2,1, 44.5 ,$23.14,$25.72,N ,D  ,CLT,035632064847,41113644       ,Sperry,,,,,,
CS61200P,CIRCUIT BREAKER FINDER KIT PK                               ,$54.87,EA,20,1, 115.0 ,$94.90,$105.44,N ,D  ,CBF,035632200641,41113644       ,Sperry,,,,,,
CST-1030,Tape Cold Shrink 1inx30ft 1/Cd5/Master PACK                 ,$21.64,EA,5,1, 34.8 ,$28.51,$31.68,N ,D  ,SPT,032076915407,31201502       ,Gardner Bender,,,,,,
CT11-50100,Cable tie 11in 50lb Natural 100/bag 10 Bags/Master          ,$3.40,BG,10,100, 40.2 ,$6.80,$7.56,N ,D  ,NBT,032076934354,39121703       ,Gardner Bender,,,,,,
CT11-50100UVB,Cable tie 11in 50lb Black 100/bag 10 Bags/Master            ,$3.40,BG,10,100, 38.8 ,$6.80,$7.56,N ,D  ,UBT,032076934378,39121703       ,Gardner Bender,,,,,,
CT14-120100,Cable tie Hvy-dty 14in 120lb Natural 100/bag 10 Bags/Master ,$8.10,BG,10,100, 94.0 ,$16.21,$18.00,N ,D  ,NHT,032076934996,39121703       ,Gardner Bender,,,,,,
CT14-120100UVB,Cable tie Hvy-dty 14in 120lb Black 100/bag 10 Bags/Master   ,$8.42,BG,10,100, 94.7 ,$16.85,$18.73,N ,D  ,UHT,032076935016,39121703       ,Gardner Bender,,,,,,
CT14-50100,Cable tie 14in 50lb Natural 100/bag 10 Bags/Master          ,$4.14,BG,10,100, 45.2 ,$8.26,$9.18,N ,D  ,NBT,032076934552,39121703       ,Gardner Bender,,,,,,
CT14-50100UVB,Cable tie 14in 50lb Black 100/bag 10 Bags/Master            ,$4.27,BG,10,100, 45.9 ,$8.54,$9.49,N ,D  ,UBT,032076934576,39121703       ,Gardner Bender,,,,,,
CT17-17550UVB,Cable tie Hvy-dty 17in 175lb Black 50/bag 5 Bags/Master     ,$8.60,BG,5,50, 102.1 ,$17.19,$19.11,N ,D  ,UHT,032076935092,39121703       ,Gardner Bender,,,,,,
CT18-12050UVB,Cable tie Hvy-dty 18in 120lb Black 50/bag 10 Bags/Master    ,$5.89,BG,10,50, 66.6 ,$11.77,$13.08,N ,D  ,UHT,032076935030,39121703       ,Gardner Bender,,,,,,
CT22-25025UVB,Cable tie Hvy-dty 22in 250lb Black Folded 25/bag 5 Bags     ,$7.83,BG,5,25, 87.8 ,$15.66,$17.40,N ,D  ,UHT,032076935139,39121703       ,Gardner Bender,,,,,,
CT24-17525,Cable tie Hvy-dty 24in 175lb Natural Folded 25/bag 5 Bags   ,$4.94,BG,5,25, 55.6 ,$9.87,$10.96,N ,D  ,NHT,032076935153,39121703       ,Gardner Bender,,,,,,
CT24-17525UVB,Cable tie Hvy-dty 24in 175lb Black Folded 25/bag 5 Bags     ,$4.95,BG,5,25, 54.2 ,$9.89,$10.99,N ,D  ,UHT,032076935177,39121703       ,Gardner Bender,,,,,,
CT-2SDR,SecuriTie 2 sided display rack  52 skus with signage        ,$674.71,EA,1,1," 11,450.0 ","$1,349.42","$1,499.35",N ,D  ,DSP,032076936020,39121703       ,Gardner Bender,,,,,,
CT36-17510,Cable tie Hvy-dty 36in 175lb Natural Folded 10/bag 5 Bags   ,$3.79,BG,5,10, 43.8 ,$7.58,$8.42,N ,D  ,NHT,032076935191,39121703       ,Gardner Bender,,,,,,
CT36-17510UVB,Cable tie Hvy-dty 36in 175lb Black Folded 10/bag 5 Bags     ,$3.63,BG,5,10, 42.6 ,$7.26,$8.06,N ,D  ,UHT,032076935214,39121703       ,Gardner Bender,,,,,,
CT-3SDR,SecuriTie 3 sided display rack  67 skus with signage        ,$889.71,EA,1,1," 17,250.0 ","$1,779.43","$1,977.15",N ,D  ,DSP,032076936006,39121703       ,Gardner Bender,,,,,,
CT4-18100,Cable tie 4in 18lb Natural100/bag 10 Bags/Master            ,$0.59,BG,10,100, 6.3 ,$1.19,$1.33,N ,D  ,NBT,032076933937,39121703       ,Gardner Bender,,,,,,
CT4-18100G,Cable tie 4in 18lb Green 100/bag 10 Bags/Master             ,$0.60,BG,10,100, 6.1 ,$1.21,$1.35,N ,D  ,CCB,032076934019,39121703       ,Gardner Bender,,,,,,
CT4-18100UVB,Cable tie 4in 18lb Black 100/bag 10 Bags/Master             ,$0.60,BG,10,100, 6.7 ,$1.21,$1.35,N ,D  ,UBT,032076933951,39121703       ,Gardner Bender,,,,,,
CT-4SDR,SecuriTie 4 sided display rack  89 skus with signage        ,$954.48,EA,1,1," 17,449.9 ","$1,908.95","$2,121.07",N ,D  ,DSP,032076935986,39121703       ,Gardner Bender,,,,,,
CT5-40100,Cable tie 5in 40lb Natural100/bag 10 Bags/Master            ,$1.16,BG,10,100, 13.6 ,$2.31,$2.56,N ,D  ,NBT,032076934071,39121703       ,Gardner Bender,,,,,,
CT5-40100UVB,Cable tie 5in 40lb Black 100/bag 10 Bags/Master             ,$1.13,BG,10,100, 14.0 ,$2.27,$2.52,N ,D  ,UBT,032076934057,39121703       ,Gardner Bender,,,,,,
CT6101,Continuity Tester  1/Card  5 Cards/Master                   ,$5.94,EA,5,1, 24.6 ,$10.25,$11.39,N ,D  ,VLT,035632064878,41113642       ,Sperry,,,,,,
CT8-120100UVB,Cable tie Hvy-dty 8in 120lb Black 100/bag 10 Bags/Master    ,$5.37,BG,10,100, 62.7 ,$10.74,$11.93,N ,D  ,UHT,032076934958,39121703       ,Gardner Bender,,,,,,
CT8-18100UVB,Cable tie 8in 18lb Black 100/bag 10 Bags/Master             ,$1.04,BG,10,100, 12.3 ,$2.08,$2.31,N ,D  ,UBT,032076934095,39121703       ,Gardner Bender,,,,,,
CT8-40100,Cable tie 8in 40lb Natural100/bag 10 Bags/Master            ,$1.93,BG,10,100, 20.1 ,$3.87,$4.31,N ,D  ,NBT,032076934118,39121703       ,Gardner Bender,,,,,,
CT8-40100UVB,Cable tie 8in 40lb Black 100/bag 10 Bags/Master             ,$1.89,BG,10,100, 20.3 ,$3.78,$4.20,N ,D  ,UBT,032076934132,39121703       ,Gardner Bender,,,,,,
CT8-50100,Cable tie 8in 50lb Natural100/bag 10 Bags/Master            ,$2.32,BG,10,100, 26.3 ,$4.64,$5.16,N ,D  ,NBT,032076934156,39121703       ,Gardner Bender,,,,,,
CT8-50100ASST,Cable tie 8in 50lb BE FGN PE RD 100/bag 10 Bags/Master      ,$2.48,BG,10,100, 26.9 ,$4.97,$5.52,N ,D  ,ACT,032076934316,39121703       ,Gardner Bender,,,,,,
CT8-50100B,Cable tie 8in 50lb Blue 100/bag 10 Bags/Master              ,$2.22,BG,10,100, 26.2 ,$4.44,$4.94,N ,D  ,CCB,032076934194,39121703       ,Gardner Bender,,,,,,
CT8-50100G,Cable tie 8in 50lb Green 100/bag 10 Bags/Master             ,$1.66,BG,10,100, 26.4 ,$5.57,$6.19,N ,D  ,CCB,032076934217,39121703       ,Gardner Bender,,,,,,
CT8-50100UVB,Cable tie 8in 50lb Black 100/bag 10 Bags/Master             ,$2.43,BG,10,100, 26.8 ,$4.85,$5.39,N ,D  ,UBT,032076934170,39121703       ,Gardner Bender,,,,,,
CT8-50100Y,Cable tie 8in 50lb Yellow 100/bag 10 Bags/Master            ,$1.66,BG,10,100, 26.6 ,$5.57,$6.19,N ,D  ,CCB,032076934255,39121703       ,Gardner Bender,,,,,,
CTCH8-60100UVB,Cable tie Low profile 8in 60lbBlack 100/bag 10 Bags/Master  ,$3.95,BG,10,100, 31.1 ,$7.89,$8.78,N ,D  ,SPE,032076934811,39121703       ,Gardner Bender,,,,,,
CTHL8-10,Hook and Loop wrap 8in Black 10/bag 10 Bags/Master          ,$1.46,BG,10,10, 5.5 ,$2.91,$3.23,N ,D  ,SPE,032076935337,39121703       ,Gardner Bender,,,,,,
CTSM8-50100UVB,Cable tie Mounting 8in 50lb Black 100/bag 10 Bags/Master    ,$3.08,BG,10,100, 32.4 ,$6.16,$6.85,N ,D  ,UMT,032076935559,39121703       ,Gardner Bender,,,,,,
CTT-HD200,Tension tool for nylon ties Up to 200lb strength 1/CL 5/CL  ,$18.36,CO,5,1, 69.7 ,$27.00,$30.00,N ,D  ,DSP,032076937942,27112410       ,Gardner Bender,,,,,,
CU179040,PLUNGER                                                     ,$299.27,EA,1,1, 6.3 ,$388.20,$431.33,N ,D  ,PBS,032076825928,40151527       ,Gardner Bender,,,,,,
CU295900K,Roller Housing  B2000                                       ,$944.98,EA,1,1," 1,820.0 ","$1,225.79","$1,361.99",N ,D  ,PBS,032076819866,22101505       ,Gardner Bender,,,,,,
CU298281,2in Roller B2000 (Sets of 2)                                ,$195.46,EA,2,1, 85.6 ,$253.53,$281.70,N ,D  ,PBS,032076819897,27112501       ,Gardner Bender,,,,,,
CU299281,1.5in Roller                                                ,$82.79,EA,1,1, 35.6 ,$107.40,$119.33,N ,D  ,PBS,032076819903,22101505       ,Gardner Bender,,,,,,
CW-MULTI-1L2M3S,Cable Wraptor Carded Multi  1Lg  2Md  3Sm  15cards/Master   ,$8.83,EA,15,1, 29.2 ,$11.40,$12.67,N ,D  ,SPL,032076915636,26121635       ,Gardner Bender,,,,,,
CW-T1RR50,Cable Wraptor  small  black/red  register display  50/master,$1.22,EA,50,1, 2.0 ,$1.52,$1.69,N ,D  ,SPL,032076077938,26121635       ,Gardner Bender,,,,,,
CW-T2R,Cable Wraptor  Medium  Black/Red  75/Master                 ,$1.93,EA,75,1, 5.2 ,$2.49,$2.77,N ,D  ,SPL,032076076368,26121635       ,Gardner Bender,,,,,,
CW-T2R2,Cable Wraptor  2 Medium  Black/Red  2/Card  10 Cards/Master ,$3.83,EA,10,2, 12.7 ,$8.31,$9.23,N ,D  ,SPL,032076076535,26121635       ,Gardner Bender,,,,,,
CW-T3R,Cable Wraptor  Large  Black/Red  50/Master                  ,$2.64,EA,50,1, 11.8 ,$3.28,$3.65,N ,D  ,SPL,032076076375,26121635       ,Gardner Bender,,,,,,
CW-T3RR10,Register Pack - Cable Wraptor Large  10 per box             ,$1.33,EA,1,10, 12.0 ,$2.54,$2.82,N ,D  ,SPL,032076923280,26121635       ,Gardner Bender,,,,,,
CW-T4R1C,2 Pack XLarge Carded Wraptor 1/Pack  10/Master              ,$4.14,EA,10,1, 21.8 ,$9.49,$10.55,N ,D  ,SPL,032076929978,26121635       ,Gardner Bender,,,,,,
CW-T4RR20,Cable Wraptor  extra Large  black/red  register display     ,$4.24,EA,20,1, 19.3 ,$5.50,$6.11,N ,D  ,SPL,032076077952,26121635       ,Gardner Bender,,,,,,
CW-T4RR20R,Register Pack - Cable Wraptor X-Large                       ,$5.53,EA,1,20, 18.7 ,$11.76,$13.07,N ,D  ,SPL,032076935825,26121635       ,Gardner Bender,,,,,,
CWTT-122,WrapTwist Orange 12in Gray 2/card 10/master                 ,$1.66,EA,10,2, 6.0 ,$3.32,$3.68,N ,D  ,SPE,032076941000,39121703       ,Gardner Bender,,,,,,
CWTT-36288,WrapTwist Orange  3in 6in 12in 18in 4/box  10/master        ,$3.01,BX,10,4, 8.0 ,$6.03,$6.69,N ,D  ,SPE,032076941093,39121703       ,Gardner Bender,,,,,,
D100304,Dryer Cord STRD 4ft 10/3 Gray 30A 10/Sle1/Sleeve  10 Sleeve ,$7.09,EA,10,1, 125.3 ,$10.91,$12.12,N ,D  ,RCO,752560880010,26121636       ,Bergen,,,,,,
D100306,Dryer Cord SRDT 6ft 10/3 Gray 30A 10/Sle1/Sleeve  10 Sleeve ,$9.26,EA,10,1, 149.9 ,$14.27,$15.86,N ,D  ,RCO,752560880027,26121636       ,Bergen,,,,,,
D100404,Dryer Cord SRDT 4ft 10/4 Gray 30A 10/Sle1/Sleeve  10 Sleeve ,$9.43,EA,10,1, 187.4 ,$14.58,$16.20,N ,D  ,RCO,752560880034,26121636       ,Bergen,,,,,,
D100406,Dryer Cord SRDT 6ft 10/4 Gray 30A 6/Slee1/Sleeve  6 Sleeve  ,$13.21,EA,6,1, 253.6 ,$20.36,$22.62,N ,D  ,RCO,752560880058,26121636       ,Bergen,,,,,,
DA3137040,PLUNGER                                                     ,$297.33,EA,1,1, 75.0 ,$385.69,$428.54,N ,D  ,PBS,662005249404,40151527       ,Gardner Bender,,,,,,
DA3141234,COUPLING NUT                                                ,$179.38,EA,1,1, 48.0 ,$232.68,$258.53,N ,D  ,PBS,662005249442,31161728       ,Gardner Bender,,,,,,
DA3142749,LOCK RING                                                   ,$205.53,EA,1,1, 20.0 ,$266.60,$296.22,N ,D  ,PBS,662005249459,31181502       ,Gardner Bender,,,,,,
DA3146110,SPRING-COMP.  COIL=4(DIR. RIGHT) 426 LBS/IN                 ,$268.74,EA,1,1, 40.0 ,$348.59,$387.32,N ,D  ,PBS,662005249497,31161904       ,Gardner Bender,,,,,,
DA3209001,PLATE  BRUSH                                                ,$107.01,EA,1,1, 10.3 ,$138.80,$154.22,N ,D  ,PBS,032076833459,39121302       ,Gardner Bender,,,,,,
DA3210001,Brush Permag Motor  Pair                                    ,$442.97,EA,1,1, 2.8 ,$574.61,$638.46,N ,D  ,PBS,032076830571,26101600       ,Gardner Bender,,,,,,
DA3211001,Spring Brush                                                ,$165.84,EA,1,1, 0.9 ,$215.13,$239.03,N ,D  ,PBS,032076830625,31161900       ,Gardner Bender,,,,,,
DA608024,VENT PLUG                                                   ,$93.34,EA,1,1, 3.1 ,$121.07,$134.52,N ,D  ,PBS,662005255214,40101503       ,Gardner Bender,,,,,,
DA8954900SR,PISTON LINK ASM.                                            ,$54.84,EA,1,1, 6.3 ,$71.14,$79.04,N ,D  ,PBS,662005184811,26101736       ,Gardner Bender,,,,,,
DA9687372,Limit Switch B2000 (Sets of 3)                              ,$62.91,EA,3,1, 9.7 ,$81.60,$90.67,N ,D  ,PBS,032076021382,39122213       ,Gardner Bender,,,,,,
DC106061SR1,BEAM PIN KIT                                                ,$29.06,EA,1,1, 6.9 ,$37.69,$41.88,N ,D  ,PBS,662005150342,27112501       ,Gardner Bender,,,,,,
DC-15,10W LED WORK LIGHT 1000 LUMENS 3600mAh 1/BOX 10 BOXES       ,$28.68,BX,10,1, 70.0 ,$57.34,$63.70,N ,D  ,SPE,752560884841,39112013       ,Bergen,,,,,,
DGF-307,Black Tape 3/4 in W x 30 Ft L x 7 ml PVC 200/DSP 1          ,$70.84,EA,1,1," 2,475.0 ",$91.88,$102.08,N ,D  ,EET,032076933890,31201502       ,Gardner Bender,,,,,,
DM4A,Pocket Digital Multimeter                                   ,$38.94,EA,6,1, 33.0 ,$67.34,$74.82,N ,D  ,DGM,032076940058,41113630       ,Sperry,,,,,,
DM6260,Digital Multimeter  7 Function  Autoranging                 ,$26.04,EA,4,1, 70.0 ,$45.03,$50.03,N ,D  ,DGM,035632201129,41113630       ,Sperry,,,,,,
DM6410,Digital Multimeter  8 Function  Manual Ranging              ,$39.16,EA,4,1, 80.0 ,$67.72,$75.24,N ,D  ,DGM,035632201143,41113630       ,Sperry,,,,,,
DM6650T,TRMS Digital Autorange 10 Function 39 Range 1/CL 2 Clams    ,$128.35,CO,2,1, 137.5 ,$221.98,$246.65,N ,D  ,DGM,035632065301,41113630       ,Sperry,,,,,,
DM6800,Digital Multimeter ThinAutor  ange 1/Card 2/MC              ,$59.96,EA,2,1, 110.0 ,$103.69,$115.21,N ,D  ,DGM,035632201068,41113630       ,Sperry,,,,,,
DM6850T,Digital Multimeter Thin TRMS Bluetooth Autorange 1/Card 2/MC,$106.91,EA,2,1, 118.0 ,$184.89,$205.43,N ,D  ,DGM,035632201075,41113630       ,Sperry,,,,,,
DPA-1302,Display Assembly  Repair Tape  wire frame                   ,$270.66,EA,1,1," 1,710.0 ",$541.31,$601.45,N ,D  ,EET,032076917050,31201502       ,Gardner Bender,,,,,,
DPA-1325A,Display Assembly Cable Tie Multi 100/dp                     ,$710.60,EA,1,1," 6,100.0 ",$921.76,"$1,024.18",N ,D  ,DSP,032076919115,39121703       ,Gardner Bender,,,,,,
DPA-1405,"CABLE TIE, 1/4 PALLET DISPLAY  XTREME TIES, 50LB. TENSILE, 8",$485.49,BG,80,1, 26.0 ,$629.76,$699.73,N ,D  ,DSP,032076920296,39121703       ,Gardner Bender,,,,,,
DPA-300FZ,Disp 8in 11in 14in 300pc Asst Xtreme Cable Tie Canist 300/ca,$677.79,EA,36,300," 4,430.0 ","$1,068.77","$1,187.52",N ,D  ,DSP,032076941543,39121703       ,Gardner Bender,,,,,,
DPA-CK570,CK-570 Connector Kit Display  20 Kits/Display               ,$520.20,EA,20,1," 7,400.0 ","$1,040.42","$1,156.02",N ,D  ,DSP,032076937676,39121405       ,Gardner Bender,,,,,,
DPA-ECM,ECM DISPLAY BERGEN POG INCLUDES ART 3 SHELVES 10 PEG HOOKS  ,$520.01,EA,1,1," 10,500.0 ",$674.53,$749.48,N ,D  ,DSP,752560884704,24102004       ,Bergen,,,,,,
