"MORRIS PRICING EFFECTIVE May 13, 2022",,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,Bar Code#,key,UNSPS Code,Page#,Morris Cat #,Min Piece   Order Qty,Item Description,Price Per,Broken Case Price,PVC Cement                                 1-19 Cases                            Ships UPS,PVC Cement            Pickup/Will Call,PVC Cement                     20+ Cases                  Assorted ,Qty Per Case,,,,,,,
5793,601986812405,,,L19,81240,1,Ivory 2 Gang 1Switch 1GFCI,Piece,1.47,,,,,,,,,,,
5794,601986812412,,,L19,81241,1,White 2 Gang 1Switch 1GFCI,Piece,1.47,,,,,,,,,,,
5795,601986812436,,,L19,81243,1,Alm 2 Gang 1Switch 1GFCI,Piece,1.47,,,,,,,,,,,
5796,601986812504,,,L19,81250,1,Ivory 2 Gang 1GFCI 1Duplex,Piece,1.22,,,,,,,,,,,
5797,601986812511,,,L19,81251,1,White 2 Gang 1GFCI 1Duplex,Piece,1.22,,,,,,,,,,,
5798,601986812528,,,U21,81252,1,Brown 2 Gang 1GFCI 1Duplex,Piece,0.91,,,,,,,,,,,
5799,601986812535,,,L19,81253,1,Alm 2 Gang 1GFCI 1Duplex,Piece,1.22,,,,,,,,,,,
5800,601986812603,,,L20,81260,1,Iv 3 Gang 1Duplex 2Toggle,Piece,1.83,,,,,,,,,,,
5801,601986812610,,,L20,81261,1,Wh 3 Gang 1Duplex 2Toggle,Piece,1.83,,,,,,,,,,,
5802,601986812627,,,L20,81262,1,Br 3 Gang 1Duplex 2Toggle,Piece,1.83,,,,,,,,,,,
5803,601986812634,,,U22,81263,1,Alm 3 Gang 1Duplex 2Toggle,Piece,1.78,,,,,,,,,,,
5804,601986812900,,,L19,81290,1,Ivory 2 Gang 1Duplex 1Toggle,Piece,1.22,,,,,,,,,,,
5805,601986812917,,,L19,81291,1,White 2 Gang 1Duplex 1Toggle,Piece,1.22,,,,,,,,,,,
5806,601986812924,,,L19,81292,1,Brown 2 Gang 1Duplex 1Toggle,Piece,1.22,,,,,,,,,,,
5807,601986812931,,,L19,81293,1,Alm 2 Gang 1Duplex 1Toggle,Piece,1.22,,,,,,,,,,,
5808,601986813105,,,L20,81310,1,Ivory 3 Gang  2Toggle 1GFCI,Piece,1.83,,,,,,,,,,,
5809,601986813112,,,L20,81311,1,White 3 Gang  2Toggle 1GFCI,Piece,1.83,,,,,,,,,,,
5810,601986813129,,,L20,81312,1,Brown 3 Gang  2Toggle 1GFCI,Piece,1.83,,,,,,,,,,,
5811,601986813136,,,L20,81313,1,Alm 3 Gang  2Toggle 1GFCI,Piece,1.82,,,,,,,,,,,
5812,601986814102,,,L14,81410,1,Iv 1 Gang Duplex Receptacle,Piece,0.36,,,,,,,,,,,
5813,601986814119,,,L14,81411,1,Wh 1 Gang Duplex Receptacle,Piece,0.36,,,,,,,,,,,
5814,601986814126,,,L14,81412,1,Br 1 Gang Duplex Receptacle,Piece,0.36,,,,,,,,,,,
5815,601986814133,,,L14,81413,1,Alm 1 Gang Duplex Recept,Piece,0.36,,,,,,,,,,,
5816,601986814201,,,L14,81420,1,Iv 2 Gang Duplex Receptacle,Piece,0.73,,,,,,,,,,,
5817,601986814218,,,L14,81421,1,Wh 2 Gang Duplex Receptacle,Piece,0.73,,,,,,,,,,,
5818,601986814232,,,L14,81423,1,Alm 2 Gang Duplex Recept,Piece,0.73,,,,,,,,,,,
5819,601986814317,,,L14,81431,1,Wh 3 Gang Duplex Receptacle,Piece,1.79,,,,,,,,,,,
5820,601986814409,,,L15,81440,1,Iv 4 Gang Duplex Receptacle,Piece,2.57,,,,,,,,,,,
5821,601986814416,,,L15,81441,1,Wh 4 Gang Duplex Receptacle,Piece,2.57,,,,,,,,,,,
5822,601986814423,,,L15,81442,1,Br 4 Gang Duplex Receptacle,Piece,2.57,,,,,,,,,,,
5823,601986815109,,,L15,81510,1,Ivory 1 Gang Blank,Piece,0.46,,,,,,,,,,,
5824,601986815116,,,L15,81511,1,White 1 Gang Blank,Piece,0.46,,,,,,,,,,,
5825,601986815130,,,L15,81513,1,Alm 1 Gang Blank,Piece,0.46,,,,,,,,,,,
5826,601986815208,,,L15,81520,1,Ivory 2 Gang Blank,Piece,1.38,,,,,,,,,,,
5827,601986815215,,,L15,81521,1,White 2 Gang Blank,Piece,1.38,,,,,,,,,,,
5828,601986815222,,,L15,81522,1,Brown 2 Gang Blank,Piece,1.38,,,,,,,,,,,
5829,601986815239,,,L15,81523,1,Almond 2 Gang Blank,Piece,1.36,,,,,,,,,,,
5830,601986815307,,,L16,81530,1,Ivory 3 Gang Blank Wallplate,Piece,2.55,,,,,,,,,,,
5831,601986815314,,,L16,81531,1,White 3 Gang Blank Wallplate,Piece,2.55,,,,,,,,,,,
5832,601986815406,,,L16,81540,1,Ivory 4 Gang Blank Wallplate,Piece,3.33,,,,,,,,,,,
5833,601986815413,,,L16,81541,1,White 4 Gang BlankWallplate,Piece,3.33,,,,,,,,,,,
5834,601986816106,,,L16,81610,1,Iv 1 Gang Single Receptacle,Piece,0.50,,,,,,,,,,,
5835,601986816113,,,L16,81611,1,Wh 1 Gang  Single Receptacle,Piece,0.50,,,,,,,,,,,
5836,601986816120,,,L16,81612,1,Br 1 Gang  Single Receptacle,Piece,0.50,,,,,,,,,,,
5837,601986816137,,,L16,81613,1,Alm 1 Gang Single Recept,Piece,0.50,,,,,,,,,,,
5838,601986816205,,,L17,81620,1,Iv 2 Gang Single Receptacle,Piece,1.21,,,,,,,,,,,
5839,601986816212,,,L17,81621,1,Wh 2 Gang Single Receptacle,Piece,1.21,,,,,,,,,,,
5840,601986816229,,,L17,81622,1,Br 2 Gang Single Receptacle,Piece,1.21,,,,,,,,,,,
5841,601986816236,,,L17,81623,1,Alm 2 Gang Single Recept,Piece,1.21,,,,,,,,,,,
5842,601986816304,,,L17,81630,1,Ivory 1 Gang Cable,Piece,0.84,,,,,,,,,,,
5843,601986816311,,,L17,81631,1,White 1 Gang Cable,Piece,0.84,,,,,,,,,,,
5844,601986816328,,,L17,81632,1,Brown 1 Gang Cable,Piece,0.84,,,,,,,,,,,
5845,601986816335,,,L17,81633,1,Almond 1 Gang Cable,Piece,0.84,,,,,,,,,,,
5846,601986816700,,,L17,81670,1,Iv One Gang ph/cable .625,Piece,0.84,,,,,,,,,,,
5847,601986816731,,,L17,81673,1,Alm One Gang ph/cable .625,Piece,0.81,,,,,,,,,,,
5848,601986816854,,,L20,81685,1,"Iv 2Gang,1Dplx 1Sngl Rec 1.406",Piece,1.22,,,,,,,,,,,
5849,601986816861,,,L20,81686,1,"Wh 2Gang,1Dplx 1Sngl Rec 1.406",Piece,1.22,,,,,,,,,,,
5850,601986816885,,,L20,81688,1,"Alm 2Gang,1Dplx 1Sngl Rec1.406",Piece,1.22,,,,,,,,,,,
5851,601986817103,,,L10,81710,1,Iv Mid-Size 1 Gang SW,Piece,0.58,,,,,,,,,,,
5852,601986817110,,,L10,81711,1,Wh Mid-Size 1 Gang SW,Piece,0.58,,,,,,,,,,,
5853,601986817202,,,L12,81720,1,Iv Mid-Size 1 Gang GFCI,Piece,0.73,,,,,,,,,,,
5854,601986817219,,,L12,81721,1,Wh Mid-Size 1 Gang GFCI,Piece,0.73,,,,,,,,,,,
5855,601986817233,,,L12,81723,1,Alm Mid-Size 1 Gang GFCI,Piece,0.73,,,,,,,,,,,
5856,601986817301,,,L14,81730,1,Iv Mid-Size 1 Gang Rec,Piece,0.58,,,,,,,,,,,
5857,601986817318,,,L14,81731,1,Wh Mid-Size 1 Gang Rec,Piece,0.58,,,,,,,,,,,
5858,601986817332,,,L14,81733,1,Alm Mid-Size 1 Gang Rec,Piece,0.58,,,,,,,,,,,
5859,601986817400,,,L15,81740,1,Iv Mid-Size 1 Gang Blank,Piece,0.73,,,,,,,,,,,
5860,601986817417,,,L15,81741,1,Wh Mid-Size 1 Gang Blank,Piece,0.73,,,,,,,,,,,
5861,601986817455,,,L15,81745,1,IV Mid 2 Gang Blank Wallplate,Piece,2.02,,,,,,,,,,,
5862,601986817462,,,L15,81746,1,WH Mid 2 Gang Blank Wallplate,Piece,2.02,,,,,,,,,,,
5863,601986817509,,,L10,81750,1,"Iv Mid Size, 2 Gang Toggle",Piece,1.29,,,,,,,,,,,
5864,601986817516,,,L10,81751,1,"WH Mid Size, 2 Gang Toggle",Piece,1.29,,,,,,,,,,,
5865,601986817523,,,L10,81752,1,"BR Mid Size, 2 Gang Toggle",Piece,1.29,,,,,,,,,,,
5866,601986817530,,,L10,81753,1,"Alm Mid Size, 2 Gang Toggle",Piece,1.29,,,,,,,,,,,
5867,601986817554,,,L10,81755,1,IV Mid 3G Tog Switch Wallplate,Piece,2.82,,,,,,,,,,,
5868,601986817585,,,L11,81758,1,Iv Midsize 4G Toggle,Piece,3.59,,,,,,,,,,,
5869,601986817592,,,L11,81759,1,Wh Midsize 4G Toggle,Piece,3.59,,,,,,,,,,,
5870,601986817608,,,L14,81760,1,"Iv Mid Size,2Gang Duplex Rec",Piece,1.47,,,,,,,,,,,
5871,601986817615,,,U16,81761,1,"WH Mid Size,2Gang Duplex Rec",Piece,1.24,,,,,,,,,,,
5872,601986817639,,,L14,81763,1,"Alm Mid Size,2Gang Duplex Rec",Piece,1.46,,,,,,,,,,,
5873,601986817653,,,L14,81765,1,IV Mid 3 Gang Duplex Wallplate,Piece,2.41,,,,,,,,,,,
5874,601986817660,,,L14,81766,1,WH Mid 3 Gang Duplex Wallplate,Piece,2.41,,,,,,,,,,,
5875,601986817707,,,L12,81770,1,"Iv Mid Size,2Gang Decor/GFCI",Piece,1.40,,,,,,,,,,,
5876,601986817714,,,L12,81771,1,"Wh Mid Size,2Gang Decor/GFCI",Piece,1.40,,,,,,,,,,,
5877,601986817721,,,L12,81772,1,"BR Mid Size,2Gang Decor/GFCI",Piece,1.39,,,,,,,,,,,
5878,601986817738,,,L12,81773,1,"Alm Mid Size,2Gang Decor/GFCI",Piece,1.40,,,,,,,,,,,
5879,601986817752,,,L12,81775,1,IV Mid 3G Decor/GFCI Wallplate,Piece,2.35,,,,,,,,,,,
5880,601986817783,,,L13,81778,1,Iv Midsize 4G Decor/GFCI,Piece,2.98,,,,,,,,,,,
5881,601986817790,,,L13,81779,1,Wh Midsize 4G Decor/GFCI,Piece,3.00,,,,,,,,,,,
5882,601986817806,,,L13,81780,1,Iv Midsize 5G Decor/GFCI,Piece,3.61,,,,,,,,,,,
5883,601986817813,,,L13,81781,1,Wh Midsize 5G Decor/GFCI,Piece,3.64,,,,,,,,,,,
5884,601986817851,,,L13,81785,1,Iv Midsize 6G Decor/GFCI,Piece,4.57,,,,,,,,,,,
5885,601986817868,,,L13,81786,1,Wh Midsize 6G Decor/GFCI,Piece,4.57,,,,,,,,,,,
5886,601986817905,,,L19,81790,1,IV Midsize 2G Tog&Decor/GFCI,Piece,1.72,,,,,,,,,,,
5887,601986817912,,,L19,81791,1,WH Midsize 2G Tog&Decor/GFCI,Piece,1.72,,,,,,,,,,,
5888,601986817950,,,L19,81795,1,IV Midsize 2G Duplex &Tog,Piece,1.72,,,,,,,,,,,
5889,601986817967,,,L19,81796,1,Wh Midsize 2G Duplex &Tog,Piece,1.72,,,,,,,,,,,
5890,601986818100,,,L10,81810,1,Iv Over-Size 1 Gang SW,Piece,1.21,,,,,,,,,,,
5891,601986818117,,,L10,81811,1,Wh Over-Size 1 Gang SW,Piece,1.21,,,,,,,,,,,
5892,601986818124,,,L10,81812,1,Br Over-Size 1 Gang SW,Piece,1.21,,,,,,,,,,,
5893,601986818216,,,L12,81821,1,Wh Over-Size 1 Gang GFCI,Piece,1.14,,,,,,,,,,,
5894,601986818308,,,L14,81830,1,Iv Over-Size 1 Gang Rec,Piece,1.14,,,,,,,,,,,
5895,601986818315,,,L14,81831,1,Wh Over-Size 1 Gang Rec,Piece,1.14,,,,,,,,,,,
5896,601986818322,,,L14,81832,1,Br Over-Size 1 Gang Rec,Piece,1.14,,,,,,,,,,,
5897,601986818339,,,L14,81833,1,Almond Over-Size 1 Gang Dup,Piece,1.14,,,,,,,,,,,
5898,601986818407,,,L15,81840,1,Iv Over-Size 1 Gang Blank,Piece,1.18,,,,,,,,,,,
5899,601986818414,,,L15,81841,1,Wh Over-Size 1 Gang Blank,Piece,1.18,,,,,,,,,,,
5900,601986818421,,,L15,81842,1,Br Over-Size 1 Gang Blank,Piece,1.18,,,,,,,,,,,
5901,601986819107,,,L5,81910,1,Iv 15A 125V Isol Decor Duplex,Piece,6.13,,,,,,,,,,,
5902,601986819114,,,L5,81911,1,Wh 15A 125V Isol Decor Duplex,Piece,6.18,,,,,,,,,,,
5903,601986819145,,,L5,81914,1,Or 15A 125V Isol Decor Duplex,Piece,6.18,,,,,,,,,,,
5904,601986819152,,,L5,81915,1,"Iv 20A,125V Isol Decor Duplex",Piece,7.34,,,,,,,,,,,
5905,601986819169,,,L5,81916,1,"Wh 20A,125V Isol Decor Duplex",Piece,7.39,,,,,,,,,,,
5906,601986819190,,,L5,81919,1,"Or 20A,125V Isol Decor Duplex",Piece,7.39,,,,,,,,,,,
5907,601986819206,,,L5,81920,1,"Iv 15A,250V Isol Decor Duplex",Piece,6.41,,,,,,,,,,,
5908,601986819213,,,L5,81921,1,"Wh 15A,250V Isol Decor Duplex",Piece,6.48,,,,,,,,,,,
5909,601986819244,,,L5,81924,1,"Or 15A,250V Isol Decor Duplex",Piece,6.41,,,,,,,,,,,
5910,601986819251,,,L5,81925,1,"Iv 20A, 250V Isol Decor Duplex",Piece,7.65,,,,,,,,,,,
5911,601986819268,,,L5,81926,1,"Wh 20A, 250V Isol Decor Duplex",Piece,7.65,,,,,,,,,,,
5912,601986819299,,,L5,81929,1,"Or 20A, 250V Isol Decor Duplex",Piece,7.69,,,,,,,,,,,
5913,601986819503,,,L4,81950,1,Iv 15A-125V Tamper  Recept,Piece,1.25,,,,,,,,,,,
5914,601986819510,,,L4,81951,1,Wh 15A-125V Tamper Recept,Piece,1.25,,,,,,,,,,,
5915,601986819534,,,L4,81953,1,Alm 15A-125V Tamper Recept,Piece,1.25,,,,,,,,,,,
5916,601986819602,,,L6,81960,1,Iv 15A125V Tamper Recept,Piece,2.21,,,,,,,,,,,
5917,601986819619,,,L6,81961,1,Wh 15A125V Tamper Recept,Piece,2.21,,,,,,,,,,,
5918,601986819633,,,U6,81963,1,Al 15A125V Tamper Recept,Piece,1.85,,,,,,,,,,,
5919,601986819701,,,L2,81970,1,Iv Decor Triple Rocker Switch,Piece,8.37,,,,,,,,,,,
5920,601986819718,,,L2,81971,1,Wh Decor Triple Rocker Switch,Piece,8.37,,,,,,,,,,,
5921,601986819732,,,L2,81973,1,Alm Decor Triple Rocker Switch,Piece,8.37,,,,,,,,,,,
5922,601986819800,,,L2,81980,1,Iv Decor Double Rocker Switch,Piece,6.52,,,,,,,,,,,
5923,601986819817,,,L2,81981,1,Wh Decor Double Rocker Switch,Piece,6.52,,,,,,,,,,,
5924,601986819909,,,L2,81990,1,Iv Decor Switch/ Receptacle,Piece,4.69,,,,,,,,,,,
5925,601986819916,,,L2,81991,1,Wh Decor Switch/ Receptacle,Piece,4.76,,,,,,,,,,,
5926,601986819930,,,L2,81993,1,Alm Decor Switch/ Receptacle,Piece,4.69,,,,,,,,,,,
5927,601986820103,,,L1,82010,1,Iv 15A-120V SP Sw,Piece,0.94,,,,,,,,,,,
5928,601986820110,,,L1,82011,1,Wh 15A-120V SP Sw,Piece,0.94,,,,,,,,,,,
5929,601986820127,,,L1,82012,1,Br 15A-120V SP Sw,Piece,0.94,,,,,,,,,,,
5930,601986820158,,,L5,82015,1,Iv 15A-125V Decor Rec,Piece,1.25,,,,,,,,,,,
5931,601986820165,,,L5,82016,1,Wh 15A-125V Decor Rec,Piece,1.25,,,,,,,,,,,
5932,601986820172,,,L5,82017,1,Br 15A-125V Decor Rec,Piece,1.25,,,,,,,,,,,
5933,601986820189,,,L5,82018,1,Alm 15A-125V Decor Rec,Piece,1.25,,,,,,,,,,,
5934,601986820202,,,L1,82020,1,Iv 20A-120V SP Sw,Piece,2.97,,,,,,,,,,,
5935,601986820219,,,L1,82021,1,Wh 20A-120V SP Sw,Piece,2.97,,,,,,,,,,,
5936,601986820257,,,L1,82025,1,Iv Tog Switch20A 120-277V 3Way,Piece,4.94,,,,,,,,,,,
5937,601986820264,,,L1,82026,1,Wh Tog Switch20A 120-277V 3Way,Piece,4.94,,,,,,,,,,,
5938,601986820301,,,L1,82030,1,Iv 15A-120V 3W Sw,Piece,1.65,,,,,,,,,,,
5939,601986820318,,,L1,82031,1,Wh 15A-120V 3W Sw,Piece,1.65,,,,,,,,,,,
5940,601986820325,,,L1,82032,1,Br 15A-120V 3W Sw,Piece,1.65,,,,,,,,,,,
5941,601986820400,,,L1,82040,1,Iv 15A-120V 4W Sw,Piece,5.76,,,,,,,,,,,
5942,601986820417,,,L1,82041,1,Wh 15A-120VA 4W Sw,Piece,5.76,,,,,,,,,,,
5943,601986820455,,,L1,82045,1,Lit Single Pole Toggle Switch,Piece,2.20,,,,,,,,,,,
5944,601986820462,,,L1,82046,1,Lit 15A-120/277V 3W Sw,Piece,2.98,,,,,,,,,,,
5945,601986820486,,,L1,82048,1,Bl 15A-120V w/out Ears SP Sw,Piece,1.82,,,,,,,,,,,
5946,601986820509,,,L2,82050,1,Iv 15A-120V SP Decor Sw,Piece,1.76,,,,,,,,,,,
5947,601986820516,,,L2,82051,1,Wh 15A-120V SP Decor Sw,Piece,1.76,,,,,,,,,,,
5948,601986820523,,,L2,82052,1,Br 15A-120V SP Decor Sw,Piece,1.76,,,,,,,,,,,
5949,601986820530,,,L2,82053,1,Alm 15A-120V SP Decor Sw,Piece,1.76,,,,,,,,,,,
5950,601986820608,,,L2,82060,1,Iv 15A-120V 3W Decor Sw,Piece,2.21,,,,,,,,,,,
5951,601986820615,,,L2,82061,1,Wh 15A-120V 3W Decor Sw,Piece,2.21,,,,,,,,,,,
5952,601986820622,,,L2,82062,1,Br 15A-120V 3W Decor Sw,Piece,2.21,,,,,,,,,,,
5953,601986820639,,,L2,82063,1,Alm 15A-120V 3W Dec Sw,Piece,2.21,,,,,,,,,,,
5954,601986820707,,,L2,82070,1,Iv 15A-120V 4W Decor Sw,Piece,6.05,,,,,,,,,,,
5955,601986820714,,,L2,82071,1,Wh 15A-120V 4W Decor Sw,Piece,6.05,,,,,,,,,,,
5956,601986820806,,,L2,82080,1,Iv 20A-120/277V SP Decor Sw,Piece,3.82,,,,,,,,,,,
5957,601986820813,,,L2,82081,1,Wh 20A-120/277V SP Dec Sw,Piece,3.78,,,,,,,,,,,
5958,601986820905,,,L1,82090,1,Iv 15A-120V SP Dbl Sw,Piece,3.94,,,,,,,,,,,
5959,601986820912,,,L1,82091,1,Wh 15A-120V SP Dbl Sw,Piece,3.94,,,,,,,,,,,
5960,601986820967,,,L1,82096,1,Wh 15A-120V SP & Pil Light Sw,Piece,4.09,,,,,,,,,,,
5961,601986821001,,,L2,82100,1,Iv 15A Garbage Disposal Sw,Piece,12.39,,,,,,,,,,,
5962,601986821018,,,L2,82101,1,Wh 15A Garbage Disposal Sw,Piece,12.39,,,,,,,,,,,
5963,601986821209,,,L3,82120,1,Iv 15A-125V Duplex Rec,Piece,0.84,,,,,,,,,,,
5964,601986821216,,,L3,82121,1,Wh 15A-125V Duplex Rec,Piece,0.84,,,,,,,,,,,
5965,601986821223,,,L3,82122,1,Br 15A-125V Duplex Rec,Piece,0.84,,,,,,,,,,,
5966,601986821230,,,L3,82123,1,Alm 15A-125V Duplex Rec,Piece,0.84,,,,,,,,,,,
5967,601986821308,,,L3,82130,1,Iv 20A-125V Ind Rec,Piece,4.02,,,,,,,,,,,
5968,601986821315,,,L3,82131,1,Wh 20A-125V Ind Rec,Piece,4.02,,,,,,,,,,,
5969,601986821353,,,L3,82135,1,Iv 15A-125V Ind Single Rec,Piece,2.98,,,,,,,,,,,
5970,601986821360,,,L3,82136,1,Wh 15A-125V Ind Single Rec,Piece,2.98,,,,,,,,,,,
5971,601986821407,,,L3,82140,1,Iv 15A-125V Comm Rec,Piece,1.83,,,,,,,,,,,
5972,601986821414,,,L3,82141,1,Wh 15A-125V Comm Rec,Piece,1.83,,,,,,,,,,,
5973,601986821421,,,L3,82142,1,Br 15A-125V Comm Rec,Piece,1.82,,,,,,,,,,,
5974,601986821506,,,L3,82150,1,Iv 20A-125V Comm Rec,Piece,2.21,,,,,,,,,,,
5975,601986821513,,,L3,82151,1,Wh 20A-125V Comm Rec,Piece,2.21,,,,,,,,,,,
5976,601986821520,,,L3,82152,1,Br 20A-125V Comm Rec,Piece,2.21,,,,,,,,,,,
5977,601986821551,,,L3,82155,1,Iv 20A-125V Ind Single Rec,Piece,3.20,,,,,,,,,,,
5978,601986821568,,,L3,82156,1,Wh 20A-125V Ind Single Rec,Piece,3.20,,,,,,,,,,,
5979,601986821605,,,L3,82160,1,Iv 20A-125V Isolated Rec,Piece,6.18,,,,,,,,,,,
5980,601986821612,,,L3,82161,1,Wh 20A-125V Isolated Rec,Piece,6.18,,,,,,,,,,,
5981,601986821643,,,L3,82164,1,Or 20A-125V Isolated Rec,Piece,6.18,,,,,,,,,,,
5982,601986821704,,,L3,82170,1,Iv 20A-125V Hosp Rec,Piece,14.16,,,,,,,,,,,
5983,601986821711,,,L3,82171,1,Wh 20A-125V Hosp Rec,Piece,14.16,,,,,,,,,,,
5984,601986821735,,,L3,82173,1,Red 20A-125V Hosp  Rec,Piece,14.16,,,,,,,,,,,
5985,601986821759,,,L1,82175,1,Iv 15A-125V SP Sw & Rec,Piece,6.20,,,,,,,,,,,
5986,601986821766,,,L1,82176,1,Wh 15A-125V SP Sw & Rec,Piece,6.20,,,,,,,,,,,
5987,601986821803,,,L5,82180,1,Iv 20A-125V Ind Decor Rec,Piece,4.19,,,,,,,,,,,
5988,601986821810,,,L5,82181,1,Wh 20A-125V Ind Decor Rec,Piece,4.19,,,,,,,,,,,
5989,601986821957,,,L3,82195,1,"Iv 15A, 125V Duplex Recep",Piece,3.40,,,,,,,,,,,
5990,601986821964,,,L3,82196,1,"WH 15A, 125V Duplex Recep",Piece,3.40,,,,,,,,,,,
5991,601986822008,,,L3,82200,1,Iv 15A-250V Ind Duplex Rec,Piece,3.70,,,,,,,,,,,
5992,601986822015,,,L3,82201,1,Wh 15A-250V Ind Duplex Rec,Piece,3.70,,,,,,,,,,,
5993,601986822053,,,L3,82205,1,Iv 20A-250V Ind Duplex Rec,Piece,4.32,,,,,,,,,,,
5994,601986822060,,,L3,82206,1,Wh 20A-250V Ind Duplex Rec,Piece,4.32,,,,,,,,,,,
5995,601986822107,,,L5,82210,1,Iv 15A-125V Ind Decor Rec,Piece,4.08,,,,,,,,,,,
5996,601986822114,,,L5,82211,1,Wh 15A-125V Ind Decor Rec,Piece,4.08,,,,,,,,,,,
5997,601986822152,,,L5,82215,1,Iv 15A-250V Ind Decor Rec,Piece,4.19,,,,,,,,,,,
5998,601986822169,,,L5,82216,1,Wh 15A-250V Ind Decor Rec,Piece,4.19,,,,,,,,,,,
5999,601986822206,,,L5,82220,1,Iv 20A-250V Ind Decor Rec,Piece,4.32,,,,,,,,,,,
6000,601986822213,,,L5,82221,1,Wh 20A-250V Ind Decor Rec,Piece,4.32,,,,,,,,,,,
6001,601986822251,,,L3,82225,1,Iv 15A-125V Isolated Rec,Piece,5.56,,,,,,,,,,,
6002,601986822282,,,L3,82228,1,Or 15A-125V Isolated Rec,Piece,5.56,,,,,,,,,,,
6003,601986822305,,,L3,82230,1,Iv 15A-250V Isolated Rec,Piece,6.13,,,,,,,,,,,
6004,601986822312,,,L3,82231,1,Wh 15A-250V Isolated Rec,Piece,6.18,,,,,,,,,,,
6005,601986822336,,,L3,82233,1,Or 15A-250V Isolated Rec,Piece,6.18,,,,,,,,,,,
6006,601986822350,,,L3,82235,1,Iv 20A-250V Isolated Rec,Piece,6.71,,,,,,,,,,,
6007,601986822367,,,L3,82236,1,Wh 20A-250V Isolated Rec,Piece,6.79,,,,,,,,,,,
6008,601986822381,,,L3,82238,1,Or 20A-250V Isolated Rec,Piece,6.79,,,,,,,,,,,
6009,601986822404,,,L3,82240,1,Iv 15A-250V Ind Single Rec,Piece,3.20,,,,,,,,,,,
6010,601986822411,,,L3,82241,1,Wh 15A-250V Ind Single Rec,Piece,3.20,,,,,,,,,,,
6011,601986822459,,,L3,82245,1,Iv 20A-250V Ind Single Rec,Piece,3.31,,,,,,,,,,,
6012,601986822466,,,L3,82246,1,Wh 20A-250V Ind Single Rec,Piece,3.31,,,,,,,,,,,
6013,601986822503,,,L3,82250,1,Iv 15A-125V Hosptial Rec,Piece,12.32,,,,,,,,,,,
6014,601986822510,,,L3,82251,1,Wh 15A-125V Hosptial Rec,Piece,12.20,,,,,,,,,,,
6015,601986822534,,,L3,82253,1,Red 15A-125V Hosptial Rec,Piece,12.32,,,,,,,,,,,
6016,601986822558,,,L3,82255,1,Iv 15A-250V Hosptial Rec,Piece,13.42,,,,,,,,,,,
6017,601986822565,,,L3,82256,1,Wh 15A-250V Hosptial Rec,Piece,13.42,,,,,,,,,,,
6018,601986822589,,,L3,82258,1,Red 15A-250V Hosptial Rec,Piece,13.42,,,,,,,,,,,
6019,601986822602,,,L3,82260,1,Iv 20A-250V Hosptial Rec,Piece,15.39,,,,,,,,,,,
6020,601986822619,,,L3,82261,1,Wh 20A-250V Hosptial Rec,Piece,15.39,,,,,,,,,,,
6021,601986822633,,,L3,82263,1,Red 20A-250V Hosptial Rec,Piece,15.39,,,,,,,,,,,
6022,601986822855,,,L2,82285,1,Iv 15A-120V SP Decor Sw w/LED,Piece,3.44,,,,,,,,,,,
6023,601986822862,,,L2,82286,1,Wh 15A-120V SP Decor Sw w/LED,Piece,3.44,,,,,,,,,,,
6024,601986822909,,,L2,82290,1,Iv 15A-120V 3W Decor Sw w/LED,Piece,3.71,,,,,,,,,,,
6025,601986822916,,,L2,82291,1,Wh 15A-120V 3W Decor Sw w/LED,Piece,3.71,,,,,,,,,,,
6026,601986823708,,,L6,82370,1,Ivory 15A USB Receptacle,Piece,26.06,,,,,,,,,,,
6027,601986823715,,,L6,82371,1,White 15A USB Receptacle,Piece,26.06,,,,,,,,,,,
6028,601986823753,,,L6,82375,1,Ivory 20A USB Receptacle,Piece,27.92,,,,,,,,,,,
6029,601986823760,,,L6,82376,1,White 20A USB Receptacle,Piece,27.92,,,,,,,,,,,
6030,601986823807,,,U6,82380,1,Ivory USB Charging Station 4P,Piece,24.95,,,,,,,,,,,
6031,601986823814,,,U6,82381,1,White USB Charging Station 4P,Piece,24.95,,,,,,,,,,,
6032,601986824354,,,L4,82435,1,Iv 15A-125V Com Tamper Rec,Piece,4.64,,,,,,,,,,,
6033,601986824361,,,L4,82436,1,Wh 15A-125V Com Tamper Rec,Piece,4.68,,,,,,,,,,,
6034,601986824415,,,L4,82441,1,Wh 20A-125V Com Tamper Rec,Piece,5.29,,,,,,,,,,,
6035,601986824453,,,L4,82445,1,Iv 15A-125V Iso Tamper Rec,Piece,8.13,,,,,,,,,,,
6036,601986824460,,,L4,82446,1,Wh 15A-125V Iso Tamper Rec,Piece,8.22,,,,,,,,,,,
6037,601986824491,,,L4,82449,1,Or 15A-125V Iso Tamper Rec,Piece,8.22,,,,,,,,,,,
6038,601986824507,,,L4,82450,1,Iv 20A-125V Iso Tamper Rec,Piece,14.03,,,,,,,,,,,
6039,601986824514,,,L4,82451,1,Wh 20A-125V Iso Tamper Rec,Piece,14.03,,,,,,,,,,,
6040,601986824545,,,L4,82454,1,Or 20A-125V Iso Tamper Rec,Piece,14.16,,,,,,,,,,,
