Complete Price Report,"August 01, 2022",,,,,,,,,,,,,,,,
Customer Name,M & M ELECTRICAL SUPPLY COMPANY INC,,,,,,,,,,,,,,,,
"City, State","NASHUA, NH",,,,,,,,,,,,,,,,
Customer Account Number,23485,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
CATALOG NUMBER,MATERIAL DESC,LIST PRICE,CUSTOMER PRICE,MULTIPLIER,UOM,MPG GRP,MPG Desc,STD PACK Q,UNIT WT IN,CARTON WT,UPC NUMBER,Special Nets,,,Lowes,,
7738A-K-L,"Switch/Nightlight Combo 15A 120V, AL",$19.00,$18.05,0.95,PE,YH,Night Lights,48,4,0,032664736254,,,,,,
7738BK-BOX,"Switch/Nightlight Combo 15A 120V, BK",$19.00,$18.05,0.95,PE,YH,Night Lights,6,,0,032664730221,,,,,,
7738LA-BOX,"Switch/Nightlight Combo 15A 120V, LA",$19.00,$18.05,0.95,PE,YH,Night Lights,6,,0,032664727788,,,,,,
7738LA-K-L,"Switch/Nightlight Combo 15A 120V, LA",$19.00,$18.05,0.95,PE,YH,Night Lights,48,4,0,032664736261,,,,,,
7738V-BOX,"Switch/Nightlight Combo 15A 120V, IV",$19.00,$18.05,0.95,PE,YH,Night Lights,6,,0,032664727795,,,,,,
7738V-K,"Switch/Nightlight Combo 15A 120V, IV",$19.00,$18.05,0.95,PE,YH,Night Lights,,4,,032664728266,,,,,,
7738W-BOX,"Switch/Nightlight Combo 15A 120V, WH",$19.00,$18.05,0.95,PE,YH,Night Lights,6,,0,032664727801,,,,,,
7738W-K,"Switch/Nightlight Combo 15A 120V, WH",$19.00,$18.05,0.95,PE,YH,Night Lights,,4,,032664727856,,,,,,
7738W-K-L,"Switch/Nightlight Combo 15A 120V, WH",$19.00,$18.05,0.95,PE,YH,Night Lights,4,,0,032664736278,,,,,,
7739A-BOX,"LED Steplight w Louverd WP, AL",$22.44,$21.32,0.95,PE,YH,Night Lights,10,,0,032664728617,,,,,,
7739LA-BOX,"LED Steplight w Louverd WP, LA",$22.44,$21.32,0.95,PE,YH,Night Lights,10,,0,032664728624,,,,,,
7739LA-K-L,"LED Steplight w Louverd WP, LA",$22.44,$21.32,0.95,PE,YH,Night Lights,4,,0,032664728655,,,,,,
7739W-BOX,"LED Steplight w Louverd WP, WH",$22.44,$21.32,0.95,PE,YH,Night Lights,10,,0,032664728631,,,,,,
7739W-K-L,"LED Steplight w Louverd WP, WH",$22.44,$21.32,0.95,PE,YH,Night Lights,4,,0,032664728662,,,,,,
7750BK-BOX,"USB Charging Station, 5V DC 5.0A, BK",$38.26,$26.78,0.70,PE,WF,USB Devices,10,,0,032664737046,,,,,,
7750LA-BOX,"USB Charging Station, 5V DC 5.0A, LA",$38.26,$26.78,0.70,PE,WF,USB Devices,10,,0,032664737060,,,,,,
7750V-BOX,"USB Charging Station, 5V DC 5.0A, IV",$38.26,$26.78,0.70,PE,WF,USB Devices,10,,0,032664737077,,,,,,
7750W-BOX,"USB Charging Station, 5V DC 5.0A, WH",$38.26,$26.78,0.70,PE,WF,USB Devices,10,,0,032664737084,,,,,,
7750W-K-L,"USB Charging Station, 5V DC 50.A, WH",$38.26,$26.78,0.70,PE,WF,USB Devices,4,,0,032664737107,,,,,,
7764EX,Conn 50A 600VAC/250VDC 3P4W H/L Nylon BK,$76.21,$72.40,0.95,PE,YI,50A Locking Devices,10,,10,032664663833,,,,,,
7765EX,Plug 50A 600VAC/250VDC 3P4W H/L Nylon BK,$59.12,$56.16,0.95,PE,YI,50A Locking Devices,10,,10,032664663840,,,,,,
7788BK,Cover WP for 50A Locking Recp Nylon BK,$39.73,$34.57,0.87,PE,W5,Weather Protective Covers,10,,0,040893689081,,,,,,
7788CR,Cover WP CR for 50A Locking Recp Nyl YL:,$39.73,$34.57,0.87,PE,W5,Weather Protective Covers,10,10,0,040893681900,,,,,,
7788GY,Cover WP for 50A Locking Recp Nylon GY,$37.15,$32.32,0.87,PE,W5,Weather Protective Covers,10,1,10,040893687995,,,,,,
7810GDA,"AH7810UD W/Type 1 ""Orange"" Enclosure",$76.88,$46.13,0.60,PE,WZ,Motor Control Products,10,1,20,040893627618,,,,,,
7810UDST,AH7810UD W/Short Toggle & Type 1 Encl GY,$70.15,$42.09,0.60,PE,WZ,Motor Control Products,10,,0,040893681825,,,,,,
78B-BOX,Recp Duplex 15A125V 2P3W Surf Mnt Str BR,$7.76,$7.37,0.95,PE,WD,Residential Receptacles,100,10,0,032664205507,,,,,,
78V-BOX,Recp Duplex 15A125V 2P3W Surf Mnt Str IV,$7.76,$7.37,0.95,PE,WD,Residential Receptacles,100,10,0,032664205606,,,,,,
78W-BOX;1,Recp Duplex 15A125V 2P3W Surf Mnt Str WH,$7.76,$7.37,0.95,PE,WD,Residential Receptacles,100,10,0,032664538964,,,,,,
7952AN,Plug Angle 50A 125/250V 3P3W Str GY,$89.13,$69.52,0.78,PE,YV,Power P&C,10,,10,040893018560,,,,,,
7985N,Recp Single 50A 125/250V 3P3W Str BK,$41.76,$30.07,0.72,PE,W8,Power Receptacles,10,1,0,040893018584,,,,,,
805V-BOX,Recp Single 20A 125/250V 3P3W Str IV,$11.00,$7.48,0.68,PE,WU,Commercial Receptacles,100,10,0,032664181603,,,,,,
806V-BU;1,15A 250V DUPL RECPT/BWFLSH STRP/IVORY,$13.22,$8.99,0.68,PE,WU,Commercial Receptacles,100,,0,032664658228,,,,,,
808-BOX,Adaptor Med Socket to 2P2W Pol Outlet BR,$4.51,$3.83,0.85,PE,Z5,"Lampholders, Taps, & Adapters",100,10,0,032664279409,,,,,,
815B-BOX,Recp Duplex 20A 250V 2P3W Str Swire BR,$7.85,$5.34,0.68,PE,WU,Commercial Receptacles,100,10,0,032664181900,,,,,,
815V-BOX,Recp Duplex 20A 250V 2P3W Str Swire IV,$7.85,$5.34,0.68,PE,WU,Commercial Receptacles,100,10,0,032664182006,,,,,,
815W-BOX,Recp Duplex 20A 250V 2P3W Str Swire WH,$7.85,$5.34,0.68,PE,WU,Commercial Receptacles,100,10,0,032664654626,,,,,,
816B-BOX,Recp Single 15A 250V 2P3W Str Swire BR,$4.34,$2.95,0.68,PE,WU,Commercial Receptacles,100,10,0,032664182105,,,,,,
816V-BOX,Recp Single 15A 250V 2P3W Str Swire IV,$4.34,$2.95,0.68,PE,WU,Commercial Receptacles,100,10,0,032664182204,,,,,,
816W-BOX,Recp Single 15A 250V 2P3W Str Swire WH,$4.34,$2.95,0.68,PE,WU,Commercial Receptacles,100,10,0,032664627361,5.94,,,,,
816W-SP-L,Recp Single 15A 250V 2P3W Str Swire WH,$4.34,$2.95,0.68,PE,WU,Commercial Receptacles,10,,0,032664747144,,,,,,
817-2W-BU,"GR SINGLE RECEPT, WHITE",$3.92,$2.67,0.68,PE,WU,Commercial Receptacles,150,,0,032664662591,,,,,,
817B-BOX,Recp Single 15A 125V 2P3W Str Swire BR,$3.92,$2.67,0.68,PE,WU,Commercial Receptacles,100,10,0,032664182303,,,,,,
817BK,Recp Single 15A 125V 2P3W Str Swire BK,$3.92,$2.67,0.68,PE,WU,Commercial Receptacles,50,10,0,032664563546,,,,,,
817LA-BOX,Recp Single 15A 125V 2P3W Str Swire LA,$3.92,$2.67,0.68,PE,WU,Commercial Receptacles,100,10,0,032664651045,,,,,,
817V-BOX,Recp Single 15A 125V 2P3W Str Swire IV,$3.92,$2.67,0.68,PE,WU,Commercial Receptacles,100,10,0,032664182402,,,,,,
817W-BOX,Recp Single 15A 125V 2P3W Str Swire WH,$3.92,$2.67,0.68,PE,WU,Commercial Receptacles,100,10,0,032664182501,,,,,,
8210B,Recp HG Sgl 15A 125V 2P3W Str B/Swire BR,$15.87,$5.55,0.35,PE,Y9,Industrial/Hospital Receptacles,50,10,0,032664188909,,,,,,
8210BM,RecpHG Sgl15A125V 2P3W StrB/Swire MOD BR,$19.06,$6.67,0.35,PE,Y9,Industrial/Hospital Receptacles,20,,0,032664674884,,,,,,
8210GY,Recp HG Sgl 15A 125V 2P3W Str B/Swire GY,$15.87,$5.55,0.35,PE,Y9,Industrial/Hospital Receptacles,50,10,0,032664394904,,,,,,
8210GYM,RecpHG Sgl15A125V 2P3W StrB/Swire MOD GY,$19.06,$6.67,0.35,PE,Y9,Industrial/Hospital Receptacles,20,,0,032664674891,,,,,,
8210MV,Recp HG Sgl 15A125V 2P3W Short Strap IV,$23.80,$8.33,0.35,PE,Y9,Industrial/Hospital Receptacles,50,10,0,040893015118,,,,,,
8210V,Recp HG Sgl 15A 125V 2P3W Str B/Swire IV,$15.87,$5.55,0.35,PE,Y9,Industrial/Hospital Receptacles,50,10,0,032664189005,,,,,,
8210VM,RecpHG Sgl15A125V 2P3W StrB/Swire MOD IV,$19.06,$6.67,0.35,PE,Y9,Industrial/Hospital Receptacles,20,,0,032664674914,,,,,,
8210W,Recp HG Sgl 15A 125V 2P3W Str B/Swire WH,$15.87,$5.55,0.35,PE,Y9,Industrial/Hospital Receptacles,50,10,0,032664189104,,,,,,
8210WM,RecpHG Sgl15A125V 2P3W StrB/Swire MOD WH,$19.06,$6.67,0.35,PE,Y9,Industrial/Hospital Receptacles,20,,0,032664674921,,,,,,
825-BOX,Plug 20A 125/250V 3P3W Rubber Str BK,$25.22,$10.09,0.40,PE,VZ,Locking Device Plugs,50,10,0,032664280405,,,,,,
8262GY,Recp HG Deco Dup 15A125V 2P3W Str B&S GY,$23.86,$8.35,0.35,PE,Y9,Industrial/Hospital Receptacles,100,10,0,032664543647,,,,,,
8262GYM,RecpHG DecoDup15A125V 2P3W StrB&S MOD GY,$25.51,$8.93,0.35,PE,Y9,Industrial/Hospital Receptacles,20,,0,032664674952,,,,,,
8262LTV,Recp HG LT Deco Dup 15A125V 2P3W B&S IV,$28.64,$10.02,0.35,PE,Y9,Industrial/Hospital Receptacles,100,10,0,032664560491,,,,,,
8262LTVM,RecpHG LTDecoDup 15A125V 2P3W B&S MOD IV,$31.49,$11.02,0.35,PE,Y9,Industrial/Hospital Receptacles,20,,0,032664674969,,,,,,
8262LTW,Recp HG LT Deco Dup 15A125V 2P3W B&S WH,$28.64,$10.02,0.35,PE,Y9,Industrial/Hospital Receptacles,100,10,0,032664581915,,,,,,
8262LTWM,RecpHG LTDecoDup 15A125V 2P3W B&S MOD WH,$31.49,$11.02,0.35,PE,Y9,Industrial/Hospital Receptacles,20,,0,032664674976,,,,,,
8262RD,Recp HG Deco Dup 15A125V 2P3W Str B&S RD,$23.86,$8.35,0.35,PE,Y9,Industrial/Hospital Receptacles,100,10,0,032664560071,,,,,,
8262RDM,RecpHG DecoDup15A125V 2P3W StrB&S MOD RD,$25.51,$8.93,0.35,PE,Y9,Industrial/Hospital Receptacles,20,,0,032664674983,,,,,,
8262V,Recp HG Deco Dup 15A125V 2P3W Str B&S IV,$23.86,$8.35,0.35,PE,Y9,Industrial/Hospital Receptacles,100,10,0,032664512896,,,,,,
8262VM,RecpHG DecoDup15A125V 2P3W StrB&S MOD IV,$25.51,$8.93,0.35,PE,Y9,Industrial/Hospital Receptacles,20,,0,032664674990,,,,,,
8262W,Recp HG Deco Dup 15A125V 2P3W Str B&S WH,$23.86,$8.35,0.35,PE,Y9,Industrial/Hospital Receptacles,100,10,0,032664512933,,,,,,
8262WM,RecpHG DecoDup15A125V 2P3W StrB&S MOD WH,$25.51,$8.93,0.35,PE,Y9,Industrial/Hospital Receptacles,20,,0,032664675003,,,,,,
826B-BOX,Recp Duplex 15A 250V 2P3W Str Swire BR,$7.92,$5.39,0.68,PE,WU,Commercial Receptacles,100,10,0,032664182600,,,,,,
826BK-BU;1,"DUPL REC,BLK,W/O  EARS &MTG SCR NO BOSS",$18.45,$12.55,0.68,PE,WU,Commercial Receptacles,100,,0,032664600760,,,,,,
826V-BOX,Recp Duplex 15A 250V 2P3W Str Swire IV,$7.92,$5.39,0.68,PE,WU,Commercial Receptacles,100,10,0,032664182709,,,,,,
826W-BOX,Recp Duplex 15A 250V 2P3W Str Swire WH,$7.92,$5.39,0.68,PE,WU,Commercial Receptacles,100,10,0,032664553875,,,,,,
827B-BOX,Recp Duplex 15A 125V 2P3W Str Swire BR,$7.13,$4.85,0.68,PE,WU,Commercial Receptacles,100,10,0,032664182808,,,,,,
827V-BOX,ecp Duplex 15A 125V 2P3W Str Swire IV,$7.13,$4.85,0.68,PE,WU,Commercial Receptacles,100,10,0,032664182907,,,,,,
827W-BOX,Recp Duplex 15A 125V 2P3W Str Swire WH,$7.13,$4.85,0.68,PE,WU,Commercial Receptacles,100,10,0,032664351006,,,,,,
829V-BOX,Recp Dup 15A125/250V DualVoltage 2P3W IV,$8.72,$5.93,0.68,PE,WU,Commercial Receptacles,100,10,0,032664183102,,,,,,
829W-BOX,Recp Dup 15A125/250V DualVoltage 2P3W WH,$12.31,$8.37,0.68,PE,WU,Commercial Receptacles,10,,0,032664748943,,,,,,
83-BOX,Plug Angle Travel Trailer 30A125V2P3W BK,$16.04,$12.51,0.78,PE,YV,Power P&C,25,,0,032664752216,,,,,,
83-SP,Plug Angle Travel Trailer 30A125V2P3W BK,$16.04,$12.51,0.78,PE,YV,Power P&C,8,,0,032664206108,,,,,,
8310B,Recp HG Sgl 20A 125V 2P3W Str B/Swire BR,$17.46,$6.11,0.35,PE,Y9,Industrial/Hospital Receptacles,50,10,0,032664190100,,,,,,
8310BM,RecpHG Sgl20A125V 2P3W StrB/Swire MOD BR,$20.96,$7.34,0.35,PE,Y9,Industrial/Hospital Receptacles,20,,0,032664675218,,,,,,
8310MRD,Recp HG Sgl 20A125V 2P3W Short Strap RD,$19.21,$6.72,0.35,PE,Y9,Industrial/Hospital Receptacles,50,10,0,032664707230,,,,,,
8310MV,Recp HG Sgl 20A125V 2P3W Short Strap IV,$19.21,$6.72,0.35,PE,Y9,Industrial/Hospital Receptacles,50,10,0,040893052823,,,,,,
8310RD,Recp HG Sgl 20A 125V 2P3W Str B/Swire RD,$17.46,$6.11,0.35,PE,Y9,Industrial/Hospital Receptacles,50,10,0,032664459900,,,,,,
8310RDM,RecpHG Sgl20A125V 2P3W StrB/Swire MOD RD,$20.96,$7.34,0.35,PE,Y9,Industrial/Hospital Receptacles,20,,0,032664675232,,,,,,
8310V,Recp HG Sgl 20A 125V 2P3W Str B/Swire IV,$17.46,$6.11,0.35,PE,Y9,Industrial/Hospital Receptacles,50,10,0,032664190209,,,,,,
8310VM,RecpHG Sgl20A125V 2P3W StrB/Swire MOD IV,$20.96,$7.34,0.35,PE,Y9,Industrial/Hospital Receptacles,20,,0,032664675249,,,,,,
8310W,Recp HG Sgl 20A 125V 2P3W Str B/Swire WH,$17.46,$6.11,0.35,PE,Y9,Industrial/Hospital Receptacles,50,10,0,032664190308,,,,,,
8310WM,RecpHG Sgl20A125V 2P3W StrB/Swire MOD WH,$20.96,$7.34,0.35,PE,Y9,Industrial/Hospital Receptacles,20,,0,032664675256,,,,,,
8332AN,Plug Angle 30A 120/208V 3PH 4P4W Str GY,$83.07,$64.79,0.78,PE,YV,Power P&C,10,,10,040893052984,,,,,,
8332N,Plug 30A 120/208V 3PH 4P4W Str GY,$71.64,$55.88,0.78,PE,YV,Power P&C,10,,10,040893052991,,,,,,
834B-BOX,Recp Single 20A 277V 2P3W Str Swire BR,$12.77,$8.68,0.68,PE,WU,Commercial Receptacles,100,10,0,032664183201,,,,,,
8352AN,Plug Angle 50A 120/208V 3PH 4P4W Str GY,$90.24,$70.39,0.78,PE,YV,Power P&C,10,,10,040893053066,,,,,,
8352N,Plug 50A 120/208V 3PH 4P4W Str GY,$85.18,$66.44,0.78,PE,YV,Power P&C,10,,10,040893053400,,,,,,
8362B,Recp HG Deco Dup 20A125V 2P3W Str B&S BR,$26.24,$9.18,0.35,PE,Y9,Industrial/Hospital Receptacles,100,10,0,032664513015,,,,,,
8362BK,Recp HG Deco Dup 20A125V 2P3W Str B&S BK,$26.24,$9.18,0.35,PE,Y9,Industrial/Hospital Receptacles,100,10,0,032664560095,,,,,,
8362BKM,RecpHG DecoDup20A125V 2P3W StrB&S MOD BK,$31.48,$11.02,0.35,PE,Y9,Industrial/Hospital Receptacles,20,,0,032664675263,,,,,,
8362GY,Recp HG Deco Dup 20A125V 2P3W Str B&S GY,$26.24,$9.18,0.35,PE,Y9,Industrial/Hospital Receptacles,100,10,0,032664513053,,,,,,
8362GYM,RecpHG DecoDup20A125V 2P3W StrB&S MOD GY,$31.48,$11.02,0.35,PE,Y9,Industrial/Hospital Receptacles,20,,0,032664675287,,,,,,
8362LTRD,Recp HG LT Deco Dup 20A125V 2P3W B&S RD,$28.86,$10.10,0.35,PE,Y9,Industrial/Hospital Receptacles,100,10,0,032664560514,,,,,,
8362LTRDM,RecpHG LTDeco Dup20A125V 2P3W B&S MOD RD,$33.19,$11.62,0.35,PE,Y9,Industrial/Hospital Receptacles,20,,0,032664675294,,,,,,
8362LTV,Recp HG LT Deco Dup 20A125V 2P3W B&S IV,$28.86,$10.10,0.35,PE,Y9,Industrial/Hospital Receptacles,100,10,0,032664560507,,,,,,
8362LTVM,RecpHG LTDeco Dup20A125V 2P3W B&S MOD IV,$33.19,$11.62,0.35,PE,Y9,Industrial/Hospital Receptacles,20,,0,032664675300,,,,,,
8362LTW,Recp HG LT Deco Dup 20A125V 2P3W B&S WH,$28.86,$10.10,0.35,PE,Y9,Industrial/Hospital Receptacles,100,10,0,032664581922,,,,,,
8362LTWM,RecpHG LTDeco Dup20A125V 2P3W B&S MOD WH,$29.29,$10.25,0.35,PE,Y9,Industrial/Hospital Receptacles,20,,0,032664675317,,,,,,
8362RD,Recp HG Deco Dup 20A125V 2P3W Str B&S RD,$26.24,$9.18,0.35,PE,Y9,Industrial/Hospital Receptacles,100,10,0,032664513077,,,,,,
8362RDM,RecpHG DecoDup20A125V 2P3W StrB&S MOD RD,$31.48,$11.02,0.35,PE,Y9,Industrial/Hospital Receptacles,20,,0,032664675324,,,,,,
8362V,Recp HG Deco Dup 20A125V 2P3W Str B&S IV,$26.24,$9.18,0.35,PE,Y9,Industrial/Hospital Receptacles,100,10,0,032664512995,,,,,,
8362VM,RecpHG DecoDup20A125V 2P3W StrB&S MOD IV,$31.48,$11.02,0.35,PE,Y9,Industrial/Hospital Receptacles,20,,0,032664675331,,,,,,
8362W,Recp HG Deco Dup 20A125V 2P3W Str B&S WH,$26.24,$9.18,0.35,PE,Y9,Industrial/Hospital Receptacles,100,10,0,032664513039,,,,,,
8362WM,RecpHG DecoDup20A125V 2P3W StrB&S MOD WH,$31.48,$11.02,0.35,PE,Y9,Industrial/Hospital Receptacles,20,,0,032664675348,,,,,,
84-6BK-BOX,Plug Angle Rubber 15A125V2P2W Pol Str BK,$1.67,$1.59,0.95,PE,Y5,Residential Grade P&C,250,25,0,032664206504,,,,,,
84-6W-BOX,Plug Angle Rubber 15A125V2P2W Pol Str WH,$1.67,$1.59,0.95,PE,Y5,Residential Grade P&C,250,25,0,032664206702,,,,,,
8410B,Recp HG Sgl 20A 250V 2P3W Str B/Swire BR,$18.34,$6.42,0.35,PE,Y9,Industrial/Hospital Receptacles,50,10,0,032664190506,,,,,,
8410RD,Recp HG Sgl 20A 250V 2P3W Str B/Swire RD,$18.34,$6.42,0.35,PE,Y9,Industrial/Hospital Receptacles,50,10,0,032664462207,,,,,,
8410V,Recp HG Sgl 20A 250V 2P3W Str B/Swire IV,$18.34,$6.42,0.35,PE,Y9,Industrial/Hospital Receptacles,50,10,0,032664190605,,,,,,
8410W,Recp HG Sgl 20A 250V 2P3W Str B/Swire WH,$18.34,$6.42,0.35,PE,Y9,Industrial/Hospital Receptacles,50,10,0,032664190704,,,,,,
8430N,Recp Single 30A 250V 3PH 3P4W Str BK,$71.71,$51.63,0.72,PE,W8,Power Receptacles,10,1,10,040893018621,,,,,,
8432AN,Plug Angle 30A 250V 3PH 3P4W Str GY,$78.38,$61.14,0.78,PE,YV,Power P&C,10,,10,040893021164,,,,,,
8432N,Plug 30A 250V 3PH 3P4W Str GY,$83.34,$65.01,0.78,PE,YV,Power P&C,10,,10,040893021188,,,,,,
8450N,Recp Single 50A 250V 3PH 3P4W Str BK,$82.46,$59.37,0.72,PE,W8,Power Receptacles,10,1,10,040893018638,,,,,,
8450P,Recp Panel Mount 50A250V 3PH 3P4W Str BK,$82.46,$59.37,0.72,PE,W8,Power Receptacles,10,,0,040893683430,,,,,,
8452AN,Plug Angle 50A 250V 3PH 3P4W Str GY,$93.18,$72.68,0.78,PE,YV,Power P&C,10,,10,040893019741,,,,,,
8452N,Plug 50A 250V 3PH 3P4W Str GY,$101.12,$78.87,0.78,PE,YV,Power P&C,10,,10,040893121727,,,,,,
8460N,Recp Single 60A 250V 3PH 3P4W Str BK,$104.41,$75.18,0.72,PE,W8,Power Receptacles,10,1,10,040893018690,,,,,,
84BK-BOX,Plug Angle Rubber 15A 125V 2P2W Str BK,$1.79,$1.70,0.95,PE,Y5,Residential Grade P&C,250,25,0,032664206207,,,,,,
8610V,Recp HG Sgl 15A 250V 2P3W Str B/Swire IV,$17.05,$5.97,0.35,PE,Y9,Industrial/Hospital Receptacles,50,10,0,032664383700,,,,,,
8610W,Recp HG Sgl 15A 250V 2P3W Str B/Swire WH,$17.05,$5.97,0.35,PE,Y9,Industrial/Hospital Receptacles,50,10,0,032664383809,,,,,,
869-BOX,"Recp Dup 15A125V 2P3W Mnted on 4""Rnd Cvr",$11.29,$7.68,0.68,PE,WU,Commercial Receptacles,100,10,0,032664282904,,,,,,
86BK-BOX,Conn Rubber 15A 125V 2P2W Str  Pol BK,$3.02,$2.87,0.95,PE,Y5,Residential Grade P&C,100,10,0,032664207303,,,,,,
86W-BOX,Conn Rubber 15A 125V 2P2W Str  Pol WH,$3.02,$2.87,0.95,PE,Y5,Residential Grade P&C,100,10,0,032664207501,,,,,,
876-BOX,Plug 20A 120/208V 3PH 4P4W Lkg Armored,$36.84,$14.74,0.40,PE,VZ,Locking Device Plugs,25,5,0,032664283703,,,,,,
877B-BOX,Recp Duplex 20A 125V 2P3W Str Swire BR,$7.92,$5.39,0.68,PE,WU,Commercial Receptacles,100,10,0,032664183409,,,,,,
877V-BOX,Recp Duplex 20A 125V 2P3W Str Swire IV,$7.92,$5.39,0.68,PE,WU,Commercial Receptacles,100,10,0,032664183508,,,,,,
877W-BOX,Recp Duplex 20A 125V 2P3W Str Swire WH,$7.92,$5.39,0.68,PE,WU,Commercial Receptacles,100,10,0,032664183607,,,,,,
885V-BU;1,20A 250V DUPL RECPT/BWFLSH STRP/IVORY,$9.07,$6.17,0.68,PE,WU,Commercial Receptacles,100,,0,032664658235,,,,,,
895-BOX,Conn 20A 120/250V 3P4W Lkg Armored,$42.02,$21.01,0.50,PE,WY,Locking Device Connectors,50,10,0,032664284908,,,,,,
9151N,Plug 20A 120/250V 3P3W Str BW,$30.96,$14.24,0.46,PE,W9,C&I Grade P&C,10,1,0,040893020662,,,,,,
917ABD-BOX,Lampholder Med Base OneCkt Turn Knob ABD,$7.79,$6.62,0.85,PE,Z5,"Lampholders, Taps, & Adapters",100,10,0,032664287503,,,,,,
917ABD-F-L,ETN Lampholdr Med Bse OneCkt Trn Knb ABD,$7.79,$6.62,0.85,PE,Z5,"Lampholders, Taps, & Adapters",10,,0,032664767616,,,,,,
917ABD-SP,Lampholder Med Base OneCkt Turn Knob ABD,$7.79,$6.62,0.85,PE,Z5,"Lampholders, Taps, & Adapters",15,,0,032664750571,,,,,,
924W-BOX,Lampholder FL BiPin Std Screw Mount WH,$4.06,$3.45,0.85,PE,Z5,"Lampholders, Taps, & Adapters",250,10,0,032664348105,,,,,,
925ABD-BOX,Lampholder Med Base 3-Way Turn Knob ABD,$4.88,$4.15,0.85,PE,Z5,"Lampholders, Taps, & Adapters",100,10,0,032664288203,,,,,,
926-BOX,Lamphlder MedBase 3Way TurnKnob IPS Brkt,$5.85,$4.97,0.85,PE,Z5,"Lampholders, Taps, & Adapters",100,10,0,032664288500,,,,,,
93071-BOX1,Wallplate 1G Toggle Std SS,$2.74,$2.60,0.95,PE,YU,SS Plates,100,10,0,032664747250,,,,,,
93071-SP-L,Wallplate 1G Toggle Std SS,$2.74,$2.60,0.95,PE,YU,SS Plates,20,,0,032664436406,,,,,,
93072-BOX1,Wallplate 2G Toggle Std SS,$5.47,$5.20,0.95,PE,YU,SS Plates,100,10,0,032664747267,,,,,,
93072-SP-L,Wallplate 2G Toggle Std SS,$5.47,$5.20,0.95,PE,YU,SS Plates,10,,0,032664436505,,,,,,
93073-BOX1,Wallplate 3G Toggle Std SS,$8.21,$7.80,0.95,PE,YU,SS Plates,50,5,0,032664747274,,,,,,
93073-L,Wallplate 3G Toggle Std SS,$8.21,$7.80,0.95,PE,YU,SS Plates,5,,0,032664436604,,,,,,
93074-BOX,Wallplate 4G Toggle Std SS,$10.93,$10.38,0.95,PE,YU,SS Plates,25,5,0,032664436703,,,,,,
93075-BOX,allplate 5G Toggle Std SS,$13.67,$12.99,0.95,PE,YU,SS Plates,25,,25,032664538407,,,,,,
93076-BOX,Wallplate 6G Toggle Std SS,$16.40,$15.58,0.95,PE,YU,SS Plates,25,5,0,032664538469,,,,,,
93091-BOX,"Wallplate 1G Sgl Recp 1.406"" Hole Std SS",$2.74,$2.60,0.95,PE,YU,SS Plates,100,10,0,032664436802,,,,,,
93101-BOX1,Wallplate 1G Duplex Receptacle Std SS,$2.74,$2.60,0.95,PE,YU,SS Plates,100,10,0,032664747281,,,,,,
93101-F-L,ETN Wallplate 1G Duplx Recept Std SS - 9,$2.74,$2.60,0.95,PE,YU,SS Plates,10,,0,032664767630,,,,,,
93101-SP-L,Wallplate 1G Duplex Receptacle Std SS,$2.74,$2.60,0.95,PE,YU,SS Plates,20,,0,032664436901,,,,,,
93102-BOX1,Wallplate 2G Duplex Receptacle Std SS,$5.47,$5.20,0.95,PE,YU,SS Plates,100,10,0,032664747298,,,,,,
93102-SP-L,Wallplate 2G Duplex Receptacle Std SS,$5.47,$5.20,0.95,PE,YU,SS Plates,10,,0,032664437007,,,,,,
93103-BOX,Wallplate 3G Duplex Receptacle Std SS,$8.21,$7.80,0.95,PE,YU,SS Plates,50,5,0,032664644092,,,,,,
93111-BOX1,"allplate 1G Sgl Recp 1.594"" Hole Std SS",$2.74,$2.60,0.95,PE,YU,SS Plates,100,10,0,032664747304,,,,,,
93111-SP-L,"Wallplate 1G Sgl Recp 1.594"" Hole Std SS",$2.74,$2.60,0.95,PE,YU,SS Plates,10,,0,032664519611,,,,,,
93151-BOX1,Wallplate 1G Blank Box Mount Std SS,$2.74,$2.60,0.95,PE,YU,SS Plates,100,10,0,032664747311,,,,,,
93151-F-L,ETN Wallplate 1G Blank Box Mount Std SS,$2.74,$2.60,0.95,PE,YU,SS Plates,10,,0,032664767647,,,,,,
93151-SP-L,Wallplate 1G Blank Box Mount Std SS,$2.74,$2.60,0.95,PE,YU,SS Plates,20,,0,032664437106,,,,,,
93152-BOX,Wallplate 2G Blank Box Mount Std SS,$5.47,$5.20,0.95,PE,YU,SS Plates,100,10,0,032664437205,,,,,,
93152-SP-L,Wallplate 2G Blank Std SS Retail,$5.47,$5.20,0.95,PE,YU,SS Plates,10,,0,032664750007,,,,,,
93153-BOX,Wallplate 3G Blank Box Mount Std SS,$8.21,$7.80,0.95,PE,YU,SS Plates,50,5,0,032664570230,,,,,,
93154-BOX,Wallplate 4G Blank Box Mount Std SS,$10.93,$10.38,0.95,PE,YU,SS Plates,25,5,0,032664570247,,,,,,
93221-BOX,"Wallplate 1G Sgl Recp 2.1563""Hole Std SS",$2.74,$2.60,0.95,PE,YU,SS Plates,100,10,0,032664538179,,,,,,
93223-BOX,"Wallplate 2G Sgl Recp 2.4688""Hole Std SS",$5.47,$5.20,0.95,PE,YU,SS Plates,100,10,0,032664538209,,,,,,
